tm2_mode,line_mode,operator,technology,time_period,total_boarding,survey_route,survey_boardings,florida_threshold,daily_line_name,fare_system,total_hour_cap,line_name,survey_tech,survey_operator,survey_agency,standard_route_id,canonical_operator,standard_route_short_name,standard_route_long_name,standard_line_name,standard_headsign,iteration_description,iteration_number
110.0,l,SF Muni,Light Rail,daily,8284.580649,MUNI___L Taraval,33212.75487,0.25,22_SFMTA_379,25.0,3371.666667,N/A -- Daily Record,light rail,SF Muni,SF Muni,379.0,SF Muni,L,TARAVAL,N/A -- Daily Record,N/A -- Daily Record,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
110.0,l,SF Muni,Light Rail,daily,6944.865282,MUNI___M Ocean View,29712.85293,0.25,22_SFMTA_380,25.0,3014.666667,N/A -- Daily Record,light rail,SF Muni,SF Muni,380.0,SF Muni,M,OCEAN VIEW,N/A -- Daily Record,N/A -- Daily Record,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
20.0,b,SF Muni,Local Bus,daily,1904.127104,MUNI___9 San Bruno,9831.00697,0.35,22_SFMTA_381,25.0,630.0,N/A -- Daily Record,local bus,SF Muni,SF Muni,381.0,SF Muni,9,San Bruno,N/A -- Daily Record,N/A -- Daily Record,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
20.0,b,SF Muni,Local Bus,daily,1021.935282,MUNI___9R San Bruno Rapid,11453.00062,0.25,22_SFMTA_382,25.0,605.7692308,N/A -- Daily Record,local bus,SF Muni,SF Muni,382.0,SF Muni,9R,SAN BRUNO RAPID,N/A -- Daily Record,N/A -- Daily Record,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
131.0,r,Capitol Corridor,Commuter Rail,daily,111.6850597,,,,23_AM_196,4.0,1400.0,N/A -- Daily Record,,,,,,,,,,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
17.0,b,LAVTA,Local Bus,daily,1.546132684,1 - Santa Rita Jail [Loop TO E Dublin/Pleasanton BART],149.0,1.5,24_LAVTA_640,45.0,126.0,N/A -- Daily Record,local bus,LAVTA,LAVTA,640.0,LAVTA,1,E. BART - E. Dublin - E. Bart,N/A -- Daily Record,N/A -- Daily Record,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
17.0,b,LAVTA,Local Bus,daily,229.4363699,10R - Pleasanton - Livermore via Stanley [Eastbound TO Livermore Transit Center],863.9999999,1.5,24_LAVTA_641,45.0,488.25,N/A -- Daily Record,local bus,LAVTA,LAVTA,641.0,LAVTA,10,E. BART - Pleasanton - Livermore,N/A -- Daily Record,N/A -- Daily Record,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
17.0,b,LAVTA,Local Bus,daily,229.4363699,10R - Pleasanton - Livermore via Stanley [Westbound TO E Dublin/Pleasanton BART],814.0,1.5,24_LAVTA_641,45.0,488.25,N/A -- Daily Record,local bus,LAVTA,LAVTA,641.0,LAVTA,10,E. BART - Pleasanton - Livermore,N/A -- Daily Record,N/A -- Daily Record,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
17.0,b,LAVTA,Local Bus,daily,4.742943287,11 - Greenville [Eastbound TO Vasco ACE],20.0,1.5,24_LAVTA_642,45.0,47.25,N/A -- Daily Record,local bus,LAVTA,LAVTA,642.0,LAVTA,11,Livermore Transit Center - Greenville  - Livermore Transit Center,N/A -- Daily Record,N/A -- Daily Record,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
17.0,b,LAVTA,Local Bus,daily,4.742943287,11 - Greenville [Westbound TO Livermore Transit Center],10.0,1.5,24_LAVTA_642,45.0,47.25,N/A -- Daily Record,local bus,LAVTA,LAVTA,642.0,LAVTA,11,Livermore Transit Center - Greenville  - Livermore Transit Center,N/A -- Daily Record,N/A -- Daily Record,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
17.0,b,LAVTA,Local Bus,daily,109.8219515,,,,24_LAVTA_643,45.0,205.6764706,N/A -- Daily Record,,,,,,,,,,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
17.0,b,LAVTA,Local Bus,daily,58.49628651,,,,24_LAVTA_644,45.0,110.25,N/A -- Daily Record,,,,,,,,,,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
17.0,b,LAVTA,Local Bus,daily,2.798431873,14 - Pleasanton - Livermore via Outlets [Eastbound TO Livermore Transit Center],197.0,1.5,24_LAVTA_645,45.0,94.5,N/A -- Daily Record,local bus,LAVTA,LAVTA,645.0,LAVTA,14,Livermore Transit Center - Downtown  - Livermore Transit Center,N/A -- Daily Record,N/A -- Daily Record,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
17.0,b,LAVTA,Local Bus,daily,2.798431873,14 - Pleasanton - Livermore via Outlets [Westbound TO E Dublin/Pleasanton BART],216.0,1.5,24_LAVTA_645,45.0,94.5,N/A -- Daily Record,local bus,LAVTA,LAVTA,645.0,LAVTA,14,Livermore Transit Center - Downtown  - Livermore Transit Center,N/A -- Daily Record,N/A -- Daily Record,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
17.0,b,LAVTA,Local Bus,daily,123.1532898,15 - Springtown [Loop TO Livermore Transit Center],461.9999999,1.5,24_LAVTA_646,45.0,111.1764706,N/A -- Daily Record,local bus,LAVTA,LAVTA,646.0,LAVTA,15,Livermore Livermore Transit Center - Springtown - Livermore Livermore Transit Center,N/A -- Daily Record,N/A -- Daily Record,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
17.0,b,LAVTA,Local Bus,daily,30.50612068,2 - East Dublin [Loop TO E Dublin/Pleasanton BART],89.0,1.5,24_LAVTA_647,45.0,47.25,N/A -- Daily Record,local bus,LAVTA,LAVTA,647.0,LAVTA,2,E. BART - Dublin Ranch - E. BART,N/A -- Daily Record,N/A -- Daily Record,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
17.0,b,LAVTA,Local Bus,daily,3.029482126,20X - Vasco [Eastbound TO Livermore Transit Center],22.0,1.5,24_LAVTA_648,45.0,126.0,N/A -- Daily Record,local bus,LAVTA,LAVTA,648.0,LAVTA,20,E. BART - Vasco Road - Livermore Transit Center,N/A -- Daily Record,N/A -- Daily Record,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
17.0,b,LAVTA,Local Bus,daily,3.029482126,20X - Vasco [Westbound TO E Dublin/Pleasanton BART],21.0,1.5,24_LAVTA_648,45.0,126.0,N/A -- Daily Record,local bus,LAVTA,LAVTA,648.0,LAVTA,20,E. BART - Vasco Road - Livermore Transit Center,N/A -- Daily Record,N/A -- Daily Record,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
17.0,b,LAVTA,Local Bus,daily,24.59134483,3 - Stoneridge [Loop TO E Dublin/Pleasanton BART],164.0,1.5,24_LAVTA_649,45.0,173.25,N/A -- Daily Record,local bus,LAVTA,LAVTA,649.0,LAVTA,3,E. BART - Mall - West Dublin - E. BART,N/A -- Daily Record,N/A -- Daily Record,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
17.0,b,LAVTA,Local Bus,daily,8.09894827,,,,24_LAVTA_650,45.0,31.5,N/A -- Daily Record,,,,,,,,,,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
17.0,b,LAVTA,Local Bus,daily,0.791265249,,,,24_LAVTA_652,45.0,31.5,N/A -- Daily Record,,,,,,,,,,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
17.0,b,LAVTA,Local Bus,daily,0.0,,,,24_LAVTA_653,45.0,31.5,N/A -- Daily Record,,,,,,,,,,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
17.0,b,LAVTA,Local Bus,daily,6.218130708,,,,24_LAVTA_654,45.0,15.75,N/A -- Daily Record,,,,,,,,,,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
17.0,b,LAVTA,Local Bus,daily,0.0,,,,24_LAVTA_655,45.0,47.25,N/A -- Daily Record,,,,,,,,,,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
17.0,b,LAVTA,Local Bus,daily,95.98172426,53 - Stoneridge [Inbound TO Stoneridge Mall],100.0,1.5,24_LAVTA_657,45.0,94.5,N/A -- Daily Record,local bus,LAVTA,LAVTA,657.0,LAVTA,53,Pleasanton ACE Station - W.BART,N/A -- Daily Record,N/A -- Daily Record,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
17.0,b,LAVTA,Local Bus,daily,95.98172426,53 - Stoneridge [Outbound TO Pleasanton ACE],77.00000001,1.5,24_LAVTA_657,45.0,94.5,N/A -- Daily Record,local bus,LAVTA,LAVTA,657.0,LAVTA,53,Pleasanton ACE Station - W.BART,N/A -- Daily Record,N/A -- Daily Record,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
17.0,b,LAVTA,Local Bus,daily,1.212234735,54 - Hacienda [Inbound TO E Dublin/Pleasanton BART],37.0,1.5,24_LAVTA_658,45.0,31.5,N/A -- Daily Record,local bus,LAVTA,LAVTA,658.0,LAVTA,54,Pleasanton ACE Station - Hacienda Business Park - E. BART,N/A -- Daily Record,N/A -- Daily Record,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
17.0,b,LAVTA,Local Bus,daily,1.212234735,54 - Hacienda [Outbound TO Pleasanton ACE],33.0,1.5,24_LAVTA_658,45.0,31.5,N/A -- Daily Record,local bus,LAVTA,LAVTA,658.0,LAVTA,54,Pleasanton ACE Station - Hacienda Business Park - E. BART,N/A -- Daily Record,N/A -- Daily Record,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
17.0,b,LAVTA,Local Bus,daily,0.0,,,,24_LAVTA_659,45.0,15.75,N/A -- Daily Record,,,,,,,,,,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
17.0,b,LAVTA,Local Bus,daily,0.0,,,,24_LAVTA_660,45.0,15.75,N/A -- Daily Record,,,,,,,,,,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
17.0,b,LAVTA,Local Bus,daily,0.022185085,,,,24_LAVTA_661,45.0,15.75,N/A -- Daily Record,,,,,,,,,,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
17.0,b,LAVTA,Local Bus,daily,0.022185085,,,,24_LAVTA_662,45.0,15.75,N/A -- Daily Record,,,,,,,,,,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
17.0,b,LAVTA,Local Bus,daily,0.0,,,,24_LAVTA_663,45.0,15.75,N/A -- Daily Record,,,,,,,,,,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
17.0,b,LAVTA,Local Bus,daily,0.0,,,,24_LAVTA_664,45.0,15.75,N/A -- Daily Record,,,,,,,,,,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
17.0,b,LAVTA,Local Bus,daily,0.0,,,,24_LAVTA_665,45.0,15.75,N/A -- Daily Record,,,,,,,,,,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
17.0,b,LAVTA,Local Bus,daily,0.0,,,,24_LAVTA_666,45.0,15.75,N/A -- Daily Record,,,,,,,,,,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
17.0,b,LAVTA,Local Bus,daily,0.0,,,,24_LAVTA_667,45.0,15.75,N/A -- Daily Record,,,,,,,,,,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
17.0,b,LAVTA,Local Bus,daily,0.0,,,,24_LAVTA_668,45.0,15.75,N/A -- Daily Record,,,,,,,,,,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
17.0,b,LAVTA,Local Bus,daily,0.0,,,,24_LAVTA_669,45.0,15.75,N/A -- Daily Record,,,,,,,,,,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
17.0,b,LAVTA,Local Bus,daily,6.65420866,70X - Pleasant Hill [Inbound TO E Dublin/Pleasanton BART],33.42857142,1.5,24_LAVTA_670,45.0,126.0,N/A -- Daily Record,local bus,LAVTA,LAVTA,670.0,LAVTA,70X,E BART - Pleasant Hill BART,N/A -- Daily Record,N/A -- Daily Record,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
17.0,b,LAVTA,Local Bus,daily,6.65420866,70X - Pleasant Hill [Outbound TO Pleasant Hill BART],114.5714286,1.5,24_LAVTA_670,45.0,126.0,N/A -- Daily Record,local bus,LAVTA,LAVTA,670.0,LAVTA,70X,E BART - Pleasant Hill BART,N/A -- Daily Record,N/A -- Daily Record,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
17.0,b,LAVTA,Local Bus,daily,2.461803675,,,,24_LAVTA_671,45.0,31.5,N/A -- Daily Record,,,,,,,,,,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
17.0,b,LAVTA,Local Bus,daily,8.787862301,,,,24_LAVTA_672,45.0,63.0,N/A -- Daily Record,,,,,,,,,,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
17.0,b,LAVTA,Local Bus,daily,26.30865312,,,,24_LAVTA_673,45.0,63.0,N/A -- Daily Record,,,,,,,,,,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
17.0,b,LAVTA,Local Bus,daily,3.662923574,,,,24_LAVTA_674,45.0,157.5,N/A -- Daily Record,,,,,,,,,,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
17.0,b,LAVTA,Local Bus,daily,26.6571418,,,,24_LAVTA_675,45.0,1260.0,N/A -- Daily Record,,,,,,,,,,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
101.0,f,San Francisco Bay Ferry,Ferry,daily,2.179788914,ALAMEDA/OAKLAND,3721.190476,0.65,25_SB_383,28.0,1600.0,N/A -- Daily Record,ferry,San Francisco Bay Ferry,San Francisco Bay Ferry,383.0,San Francisco Bay Ferry,Alameda Oakland Ferry,Alameda - Oakland - San Francisco Ferry,N/A -- Daily Record,N/A -- Daily Record,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
101.0,f,San Francisco Bay Ferry,Ferry,daily,439.1117477,HARBOR BAY,1264.0,1.0,25_SB_384,30.0,500.0,N/A -- Daily Record,ferry,San Francisco Bay Ferry,San Francisco Bay Ferry,384.0,San Francisco Bay Ferry,Harbor Bay Ferry,Harbor Bay - San Francisco Ferry Building,N/A -- Daily Record,N/A -- Daily Record,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
101.0,f,San Francisco Bay Ferry,Ferry,daily,146.431179,VALLEJO/MARE ISLAND,3130.328125,0.65,25_SB_386,29.0,500.0,N/A -- Daily Record,ferry,San Francisco Bay Ferry,San Francisco Bay Ferry,386.0,San Francisco Bay Ferry,Vallejo Ferry,Vallejo - San Francisco,N/A -- Daily Record,N/A -- Daily Record,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
101.0,f,San Francisco Bay Ferry,Ferry,daily,0.0,SOUTH SF,568.0000001,1.5,25_SB_387,32.0,100.0,N/A -- Daily Record,ferry,San Francisco Bay Ferry,San Francisco Bay Ferry,387.0,San Francisco Bay Ferry,South SF - SF Ferry,South San Francisco - San Francisco Ferry Building,N/A -- Daily Record,N/A -- Daily Record,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
101.0,f,San Francisco Bay Ferry,Ferry,daily,104.0515442,,,,25_SB_388,31.0,300.0,N/A -- Daily Record,,,,,,,,,,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
52.0,b,Fairfield and Suisun Transit,Local Bus,daily,1.619201422,,,,28_36_205,10.0,47.25,N/A -- Daily Record,,,,,,,,,,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
52.0,b,Fairfield and Suisun Transit,Local Bus,daily,13.44056034,,,,28_36_206,10.0,63.0,N/A -- Daily Record,,,,,,,,,,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
92.0,x,Fairfield and Suisun Transit,Express Bus,daily,3.061690748,,,,28_36_207,10.0,94.5,N/A -- Daily Record,,,,,,,,,,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
92.0,x,Fairfield and Suisun Transit,Express Bus,daily,231.942131,,,,28_36_208,10.0,239.8846154,N/A -- Daily Record,,,,,,,,,,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
52.0,b,Fairfield and Suisun Transit,Local Bus,daily,0.0,,,,28_36_209,10.0,252.0,N/A -- Daily Record,,,,,,,,,,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
52.0,b,Fairfield and Suisun Transit,Local Bus,daily,3.341035485,,,,28_36_210,10.0,15.75,N/A -- Daily Record,,,,,,,,,,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
52.0,b,Fairfield and Suisun Transit,Local Bus,daily,3.341035485,,,,28_36_211,10.0,15.75,N/A -- Daily Record,,,,,,,,,,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
52.0,b,Fairfield and Suisun Transit,Local Bus,daily,1.029370189,,,,28_36_213,10.0,252.0,N/A -- Daily Record,,,,,,,,,,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
52.0,b,Fairfield and Suisun Transit,Local Bus,daily,26.88822269,,,,28_36_214,10.0,237.1764706,N/A -- Daily Record,,,,,,,,,,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
52.0,b,Fairfield and Suisun Transit,Local Bus,daily,5.210623622,,,,28_36_215,10.0,237.1764706,N/A -- Daily Record,,,,,,,,,,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
52.0,b,Fairfield and Suisun Transit,Local Bus,daily,28.20240021,,,,28_36_216,10.0,126.0,N/A -- Daily Record,,,,,,,,,,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
52.0,b,Fairfield and Suisun Transit,Local Bus,daily,15.35677361,,,,28_36_217,10.0,126.0,N/A -- Daily Record,,,,,,,,,,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
52.0,b,Fairfield and Suisun Transit,Local Bus,daily,13.01063967,,,,28_36_218,10.0,237.1764706,N/A -- Daily Record,,,,,,,,,,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
52.0,b,Fairfield and Suisun Transit,Local Bus,daily,0.0,,,,28_36_219,10.0,252.0,N/A -- Daily Record,,,,,,,,,,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
52.0,b,Fairfield and Suisun Transit,Local Bus,daily,0.0,,,,28_36_220,10.0,78.75,N/A -- Daily Record,,,,,,,,,,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
30.0,b,AC Transit,Local Bus,daily,341.6323937,AC TRANSIT___21 Dimond Dist to Oakland Airport,1717.778998,1.0,30_AC Transit_10,9.0,252.0,N/A -- Daily Record,local bus,AC Transit,AC Transit,10.0,AC Transit,21,Fruitvale ave - Alameda - Oakland Airport,N/A -- Daily Record,N/A -- Daily Record,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
30.0,b,AC Transit,Local Bus,daily,405.5167936,AC TRANSIT___73 Eastmont Transit Center to Oakland Airport,2690.981007,0.65,30_AC Transit_100,9.0,504.0,N/A -- Daily Record,local bus,AC Transit,AC Transit,100.0,AC Transit,73,Eastmont T.C. - Oakland Airport,N/A -- Daily Record,N/A -- Daily Record,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
30.0,b,AC Transit,Local Bus,daily,409.2328353,AC TRANSIT___74 Marina Bay Richmond to San Pablo Dam Rd El Sobrante,1325.349998,1.0,30_AC Transit_101,9.0,252.0,N/A -- Daily Record,local bus,AC Transit,AC Transit,101.0,AC Transit,74,CCC/Richmond BART/Ford Pt.,N/A -- Daily Record,N/A -- Daily Record,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
30.0,b,AC Transit,Local Bus,daily,41.18658504,AC TRANSIT___75 San Leandro BART to Bay Fair BART,516.049999,1.5,30_AC Transit_102,9.0,126.0,N/A -- Daily Record,local bus,AC Transit,AC Transit,102.0,AC Transit,75,Bayfair Bart-Washington Manor-S. L. Bart,N/A -- Daily Record,N/A -- Daily Record,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
30.0,b,AC Transit,Local Bus,daily,416.5251336,AC TRANSIT___76 El Cerrito del Norte BART to Hilltop Mall,2666.731029,0.65,30_AC Transit_103,9.0,271.3846154,N/A -- Daily Record,local bus,AC Transit,AC Transit,103.0,AC Transit,76,Hilltop Mall - CCC - del Norte BART,N/A -- Daily Record,N/A -- Daily Record,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
30.0,b,AC Transit,Local Bus,daily,21.13289517,AC TRANSIT___83 Hayward BART to South Hayward BART,442.760999,1.5,30_AC Transit_108,9.0,126.0,N/A -- Daily Record,local bus,AC Transit,AC Transit,108.0,AC Transit,83,Hayward BART - S. Hayward BART,N/A -- Daily Record,N/A -- Daily Record,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
30.0,b,AC Transit,Local Bus,daily,380.8567021,AC TRANSIT___210 Ohlone College to Union Landing Shopping Center,1441.641002,1.0,30_AC Transit_11,9.0,252.0,N/A -- Daily Record,local bus,AC Transit,AC Transit,11.0,AC Transit,210,Union Landing - Frmt. Blvd. - Ohlone,N/A -- Daily Record,N/A -- Daily Record,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
30.0,b,AC Transit,Local Bus,daily,60.94826347,AC TRANSIT___85 San Leandro BART to South Hayward BART,847.458,1.5,30_AC Transit_110,9.0,126.0,N/A -- Daily Record,local bus,AC Transit,AC Transit,110.0,AC Transit,85,San Leandro BART - Union Landing,N/A -- Daily Record,N/A -- Daily Record,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
30.0,b,AC Transit,Local Bus,daily,24.10244131,AC TRANSIT___86 Hayward BART to South Hayward BART,609.910989,1.5,30_AC Transit_112,9.0,271.3846154,N/A -- Daily Record,local bus,AC Transit,AC Transit,112.0,AC Transit,86,Hayward BART - S. Hayward BART,N/A -- Daily Record,N/A -- Daily Record,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
30.0,b,AC Transit,Local Bus,daily,143.7341135,AC TRANSIT___88 Berkeley BART to Lake Merritt BART,2576.087995,0.65,30_AC Transit_113,9.0,378.0,N/A -- Daily Record,local bus,AC Transit,AC Transit,113.0,AC Transit,88,Berkeley BART - Downtown Oakland,N/A -- Daily Record,N/A -- Daily Record,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
30.0,b,AC Transit,Local Bus,daily,186.0577717,AC TRANSIT___89 San Leandro BART to Bay Fair BART,1212.570001,1.0,30_AC Transit_114,9.0,271.3846154,N/A -- Daily Record,local bus,AC Transit,AC Transit,114.0,AC Transit,89,San Leandro Bart-S. L. Marina-Bayfair Bart,N/A -- Daily Record,N/A -- Daily Record,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
30.0,b,AC Transit,Local Bus,daily,76.12994643,AC TRANSIT___93 Hayward BART to Bay Fair BART,502.589,1.5,30_AC Transit_115,9.0,126.0,N/A -- Daily Record,local bus,AC Transit,AC Transit,115.0,AC Transit,93,Hayward Bart-Bayfair Bart-San Lorenzo,N/A -- Daily Record,N/A -- Daily Record,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
30.0,b,AC Transit,Local Bus,daily,29.32606679,,,,30_AC Transit_116,9.0,110.25,N/A -- Daily Record,,,,,,,,,,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
30.0,b,AC Transit,Local Bus,daily,72.08958218,AC TRANSIT___95 Hayward BART to Fairview District,271.009,1.5,30_AC Transit_117,9.0,189.0,N/A -- Daily Record,local bus,AC Transit,AC Transit,117.0,AC Transit,95,Kelly Hill - Hayward BART,N/A -- Daily Record,N/A -- Daily Record,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
30.0,b,AC Transit,Local Bus,daily,1030.104981,AC TRANSIT___97 Bay Fair BART to Union City BART,4216.502018,0.65,30_AC Transit_118,9.0,620.0,N/A -- Daily Record,local bus,AC Transit,AC Transit,118.0,AC Transit,97,Union City BART - Hesperian Blvd.,N/A -- Daily Record,N/A -- Daily Record,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
30.0,b,AC Transit,Local Bus,daily,160.3189182,AC TRANSIT___98 Coliseum BART Edgewater Dr,1506.599994,1.0,30_AC Transit_119,9.0,360.0,N/A -- Daily Record,local bus,AC Transit,AC Transit,119.0,AC Transit,98,Coliseum Bart - 98th Ave.,N/A -- Daily Record,N/A -- Daily Record,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
30.0,b,AC Transit,Local Bus,daily,16.55426836,AC TRANSIT___212 Fremont BART to NewPark Mall,956.358994,1.5,30_AC Transit_12,9.0,220.5,N/A -- Daily Record,local bus,AC Transit,AC Transit,12.0,AC Transit,212,Fremont BART-Newpark Mall-Pacific Commons,N/A -- Daily Record,N/A -- Daily Record,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
30.0,b,AC Transit,Local Bus,daily,460.0481976,AC TRANSIT___99 Bay Fair BART to Fremont BART,2824.240001,0.65,30_AC Transit_120,9.0,506.6666667,N/A -- Daily Record,local bus,AC Transit,AC Transit,120.0,AC Transit,99,Bayfair Bart - Hwd.BART- UC  Bart - Fmt Bart,N/A -- Daily Record,N/A -- Daily Record,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
84.0,x,AC Transit,Express Bus,daily,0.042337779,AC TRANSIT___B Lakeshore Ave Oakland,276.629998,1.5,30_AC Transit_121,9.0,70.0,N/A -- Daily Record,express bus,AC Transit,AC Transit,121.0,AC Transit,B,San Francisco - Trestle Glen,N/A -- Daily Record,N/A -- Daily Record,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
30.0,b,AC Transit,Local Bus,daily,411.9150262,AC TRANSIT___BSD BROADWAY SHUTTLE DAY,1987.959996,1.0,30_AC Transit_122,11.0,504.0,N/A -- Daily Record,local bus,AC Transit,AC Transit,122.0,AC Transit,BSD,BROADWAY SHUTTLE DAY,N/A -- Daily Record,N/A -- Daily Record,Iter 2 with Reduced Boarding Penalties and Smaller Penalties on Local and Express Bus,4.0
