tm2_mode,line_mode,operator,technology,time_period,total_boarding,survey_route,survey_boardings,florida_threshold,daily_line_name,fare_system,total_hour_cap,line_name,survey_tech,survey_operator,survey_agency,standard_route_id,canonical_operator,standard_route_short_name,standard_route_long_name,standard_line_name,standard_headsign,iteration_description,iteration_number
14.0,b,Caltrain,Local Bus,am,36.60302281,,,,,,,,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
14.0,b,Caltrain,Local Bus,daily,36.60302281,,,,,,,,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
120.0,h,BART,Heavy Rail,am,154689.9254,BART,134161.9458,,,,,,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
120.0,h,BART,Heavy Rail,daily,154689.9254,BART,431650.9496,0.25,,,,,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
130.0,r,Caltrain,Commuter Rail,am,16227.55279,Caltrain,20978.58796,,,,,,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
130.0,r,Caltrain,Commuter Rail,daily,16227.55279,Caltrain,52463.4,0.25,,,,,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
133.0,r,ACE,Commuter Rail,am,363.5625038,ACE,1508.222,,,,,,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
133.0,r,ACE,Commuter Rail,daily,363.5625038,ACE,4950.064,0.65,,,,,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
,,Sonoma-Marin Area Rail Transit,Commuter Rail,daily,,Sonoma-Marin Area Rail Transit,2227.960337,0.65,,,,,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
,,ACE,Commuter Rail,ea,,ACE,65.06,,,,,,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
,,ACE,Commuter Rail,ev,,ACE,374.397,,,,,,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
,,ACE,Commuter Rail,md,,ACE,18.948,,,,,,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
,,ACE,Commuter Rail,pm,,ACE,2983.437,,,,,,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
,,Caltrain,Commuter Rail,ea,,Caltrain,1594.623749,,,,,,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
,,Caltrain,Commuter Rail,ev,,Caltrain,3236.118496,,,,,,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
,,Caltrain,Commuter Rail,md,,Caltrain,3948.651135,,,,,,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
,,Caltrain,Commuter Rail,pm,,Caltrain,21072.4,,,,,,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
,,Sonoma-Marin Area Rail Transit,Commuter Rail,am,,Sonoma-Marin Area Rail Transit,873.7801876,,,,,,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
,,Sonoma-Marin Area Rail Transit,Commuter Rail,ea,,Sonoma-Marin Area Rail Transit,305.157843,,,,,,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
,,Sonoma-Marin Area Rail Transit,Commuter Rail,ev,,Sonoma-Marin Area Rail Transit,82.66844316,,,,,,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
,,Sonoma-Marin Area Rail Transit,Commuter Rail,md,,Sonoma-Marin Area Rail Transit,526.2017709,,,,,,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
,,Sonoma-Marin Area Rail Transit,Commuter Rail,pm,,Sonoma-Marin Area Rail Transit,440.1520927,,,,,,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
,,BART,Heavy Rail,ea,,BART,4964.386917,,,,,,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
,,BART,Heavy Rail,ev,,BART,64961.64612,,,,,,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
,,BART,Heavy Rail,md,,BART,72551.4017,,,,,,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
,,BART,Heavy Rail,pm,,BART,144398.802,,,,,,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
12.0,b,Emery Go-Round,Local Bus,daily,14.4755224,,,,10_573_198,18.0,33.75,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
12.0,b,Emery Go-Round,Local Bus,daily,89.08013725,,,,10_573_199,18.0,207.6923077,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
12.0,b,Emery Go-Round,Local Bus,daily,84.72747612,,,,10_573_200,18.0,207.6923077,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
12.0,b,Emery Go-Round,Local Bus,daily,21.55253948,,,,10_573_201,18.0,33.75,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
12.0,b,Emery Go-Round,Local Bus,daily,100.1802037,,,,10_573_202,18.0,192.8571429,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
12.0,b,Emery Go-Round,Local Bus,daily,56.87276363,,,,10_573_203,18.0,150.0,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
12.0,b,Emery Go-Round,Local Bus,daily,37.19523144,,,,10_573_204,18.0,135.0,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
49.0,b,Soltrans,Local Bus,daily,13.54777503,,,,12_247_481,34.0,237.1764706,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
49.0,b,Soltrans,Local Bus,daily,3.72563982,,,,12_247_482,34.0,252.0,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
49.0,b,Soltrans,Local Bus,daily,1.121222734,,,,12_247_483,34.0,78.75,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
49.0,b,Soltrans,Local Bus,daily,19.88218689,,,,12_247_484,34.0,204.75,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
49.0,b,Soltrans,Local Bus,daily,1.035704792,,,,12_247_485,34.0,157.5,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
49.0,b,Soltrans,Local Bus,daily,0.672733665,,,,12_247_486,34.0,110.25,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
49.0,b,Soltrans,Local Bus,daily,3.025891423,,,,12_247_487,34.0,348.3529412,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
49.0,b,Soltrans,Local Bus,daily,0.0,,,,12_247_488,34.0,31.5,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
49.0,b,Soltrans,Local Bus,daily,0.0,,,,12_247_489,34.0,31.5,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
91.0,x,Soltrans,Express Bus,daily,75.83789921,,,,12_247_490,35.0,189.9264706,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
91.0,x,Soltrans,Express Bus,daily,355.1068878,,,,12_247_491,35.0,432.3529412,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
49.0,b,Soltrans,Local Bus,daily,71.94073486,,,,12_247_492,35.0,2520.0,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
49.0,b,Soltrans,Local Bus,daily,0.0,,,,12_247_493,34.0,110.25,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
49.0,b,Soltrans,Local Bus,daily,0.0,,,,12_247_494,34.0,47.25,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
52.0,b,Fairfield and Suisun Transit,Local Bus,daily,1.91556786,,,,13_5_300,5.0,47.25,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
56.0,b,Vacaville City Coach,Local Bus,daily,0.0,,,,14_869_687,48.0,63.0,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
56.0,b,Vacaville City Coach,Local Bus,daily,0.0,,,,14_869_688,48.0,63.0,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
56.0,b,Vacaville City Coach,Local Bus,daily,0.0,,,,14_869_689,48.0,63.0,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
56.0,b,Vacaville City Coach,Local Bus,daily,0.0,,,,14_869_690,48.0,78.75,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
42.0,b,County Connection,Local Bus,daily,5.571057677,,,,15__163,15.0,126.0,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
42.0,b,County Connection,Local Bus,daily,1.480358005,,,,15__164,15.0,126.0,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
42.0,b,County Connection,Local Bus,daily,0.0,,,,15__165,15.0,63.0,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
42.0,b,County Connection,Local Bus,daily,22.90605688,,,,15__166,15.0,325.3846154,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
42.0,b,County Connection,Local Bus,daily,302.2930744,,,,15__167,15.0,222.3529412,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
42.0,b,County Connection,Local Bus,daily,0.424956292,,,,15__168,15.0,78.75,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
42.0,b,County Connection,Local Bus,daily,28.54469442,,,,15__169,15.0,94.5,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
42.0,b,County Connection,Local Bus,daily,0.0,,,,15__170,15.0,47.25,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
42.0,b,County Connection,Local Bus,daily,170.1175857,,,,15__171,15.0,252.0,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
42.0,b,County Connection,Local Bus,daily,44.61890221,,,,15__172,15.0,222.3529412,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
42.0,b,County Connection,Local Bus,daily,10.03156185,,,,15__173,15.0,110.25,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
42.0,b,County Connection,Local Bus,daily,0.0,,,,15__174,17.0,256.561086,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
42.0,b,County Connection,Local Bus,daily,24.02327681,,,,15__175,17.0,315.0,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
42.0,b,County Connection,Local Bus,daily,28.53783351,,,,15__176,15.0,157.5,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
42.0,b,County Connection,Local Bus,daily,3.330624342,,,,15__177,15.0,157.5,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
42.0,b,County Connection,Local Bus,daily,46.27862477,,,,15__178,17.0,399.0,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
42.0,b,County Connection,Local Bus,daily,15.13813895,,,,15__179,15.0,126.0,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
86.0,x,County Connection,Express Bus,daily,3.545033574,,,,15__180,16.0,78.75,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
86.0,x,County Connection,Express Bus,daily,11.51705861,,,,15__181,16.0,78.75,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
86.0,x,County Connection,Express Bus,daily,17.92900395,,,,15__182,16.0,31.5,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
86.0,x,County Connection,Express Bus,daily,125.7411501,,,,15__183,16.0,110.25,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
86.0,x,County Connection,Express Bus,daily,57.94277048,,,,15__184,16.0,446.25,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
86.0,x,County Connection,Express Bus,daily,21.90561533,,,,15__185,16.0,189.0,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
86.0,x,County Connection,Express Bus,daily,143.4604912,,,,15__186,16.0,157.5,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
42.0,b,County Connection,Local Bus,daily,8.190633714,,,,15__187,15.0,189.0,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
42.0,b,County Connection,Local Bus,daily,49.8016814,,,,15__188,15.0,126.0,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
42.0,b,County Connection,Local Bus,daily,75.99159503,,,,15__189,15.0,189.0,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
42.0,b,County Connection,Local Bus,daily,2.616245866,,,,15__190,15.0,173.25,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
42.0,b,County Connection,Local Bus,daily,36.46642779,,,,15__191,15.0,94.5,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
42.0,b,County Connection,Local Bus,daily,22.52562478,,,,15__192,15.0,63.0,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
63.0,b,Sonoma County Transit,Local Bus,daily,112.4602323,20,1390.649284,1.0,19_175_495,7.0,78.75,N/A -- Daily Record,local bus,Sonoma County Transit,Sonoma County Transit,495.0,Sonoma County Transit,20,"Russian River Area, Forestville, Sebastopol, Santa Rosa",N/A -- Daily Record,N/A -- Daily Record,Uncogested with Link21 Parameters (Ashish),0.0
63.0,b,Sonoma County Transit,Local Bus,daily,58.6838026,22,134.8400848,1.5,19_175_496,7.0,63.0,N/A -- Daily Record,local bus,Sonoma County Transit,Sonoma County Transit,496.0,Sonoma County Transit,22,"Sebastopol, Santa Rosa",N/A -- Daily Record,N/A -- Daily Record,Uncogested with Link21 Parameters (Ashish),0.0
63.0,b,Sonoma County Transit,Local Bus,daily,0.0,26,77.66588235,1.5,19_175_497,7.0,78.75,N/A -- Daily Record,local bus,Sonoma County Transit,Sonoma County Transit,497.0,Sonoma County Transit,26,"Sebastopol, Rohnert Park, Cotati",N/A -- Daily Record,N/A -- Daily Record,Uncogested with Link21 Parameters (Ashish),0.0
63.0,b,Sonoma County Transit,Local Bus,daily,159.930131,30,1524.769247,1.0,19_175_498,7.0,63.0,N/A -- Daily Record,local bus,Sonoma County Transit,Sonoma County Transit,498.0,Sonoma County Transit,30,"Santa Rosa, Sonoma Valley",N/A -- Daily Record,N/A -- Daily Record,Uncogested with Link21 Parameters (Ashish),0.0
63.0,b,Sonoma County Transit,Local Bus,daily,58.09491539,40,191.9932666,1.5,19_175_500,7.0,63.0,N/A -- Daily Record,local bus,Sonoma County Transit,Sonoma County Transit,500.0,Sonoma County Transit,40,"Sonoma, Petaluma",N/A -- Daily Record,N/A -- Daily Record,Uncogested with Link21 Parameters (Ashish),0.0
63.0,b,Sonoma County Transit,Local Bus,daily,13.68202209,42,36.30588235,1.5,19_175_501,7.0,78.75,N/A -- Daily Record,local bus,Sonoma County Transit,Sonoma County Transit,501.0,Sonoma County Transit,42,"Santa Rosa, Industry West Business Park",N/A -- Daily Record,N/A -- Daily Record,Uncogested with Link21 Parameters (Ashish),0.0
63.0,b,Sonoma County Transit,Local Bus,daily,214.2678287,44,2134.553458,0.65,19_175_502,7.0,110.25,N/A -- Daily Record,local bus,Sonoma County Transit,Sonoma County Transit,502.0,Sonoma County Transit,44,"Petaluma JC, SSU, Santa Rosa",N/A -- Daily Record,N/A -- Daily Record,Uncogested with Link21 Parameters (Ashish),0.0
63.0,b,Sonoma County Transit,Local Bus,daily,19.39580917,46,70.73788235,1.5,19_175_503,7.0,31.5,N/A -- Daily Record,local bus,Sonoma County Transit,Sonoma County Transit,503.0,Sonoma County Transit,46,"Santa Rosa, Sonoma State University",N/A -- Daily Record,N/A -- Daily Record,Uncogested with Link21 Parameters (Ashish),0.0
63.0,b,Sonoma County Transit,Local Bus,daily,288.7343832,48,1800.771001,1.0,19_175_504,7.0,94.5,N/A -- Daily Record,local bus,Sonoma County Transit,Sonoma County Transit,504.0,Sonoma County Transit,48,"Petaluma, Rohnert Park, Cotati, Santa Rosa",N/A -- Daily Record,N/A -- Daily Record,Uncogested with Link21 Parameters (Ashish),0.0
63.0,b,Sonoma County Transit,Local Bus,daily,511.085381,60,2466.920404,0.65,19_175_505,7.0,141.75,N/A -- Daily Record,local bus,Sonoma County Transit,Sonoma County Transit,505.0,Sonoma County Transit,60,"Cloverdale, Healdsburg, Windsor, Santa Rosa",N/A -- Daily Record,N/A -- Daily Record,Uncogested with Link21 Parameters (Ashish),0.0
63.0,b,Sonoma County Transit,Local Bus,daily,83.41743863,62,404.32,1.5,19_175_506,7.0,94.5,N/A -- Daily Record,local bus,Sonoma County Transit,Sonoma County Transit,506.0,Sonoma County Transit,62,"Santa Rosa, County Airport, Windsor",N/A -- Daily Record,N/A -- Daily Record,Uncogested with Link21 Parameters (Ashish),0.0
63.0,b,Sonoma County Transit,Local Bus,daily,49.16043854,10,422.0594165,1.5,19_175_507,7.0,63.0,N/A -- Daily Record,local bus,Sonoma County Transit,Sonoma County Transit,507.0,Sonoma County Transit,10,"Cotati, Rohnert Park, Sonoma State University",N/A -- Daily Record,N/A -- Daily Record,Uncogested with Link21 Parameters (Ashish),0.0
63.0,b,Sonoma County Transit,Local Bus,daily,0.0,12,238.4820848,1.5,19_175_508,7.0,47.25,N/A -- Daily Record,local bus,Sonoma County Transit,Sonoma County Transit,508.0,Sonoma County Transit,12,Northern Rohnert Park,N/A -- Daily Record,N/A -- Daily Record,Uncogested with Link21 Parameters (Ashish),0.0
63.0,b,Sonoma County Transit,Local Bus,daily,0.0,14,155.7370848,1.5,19_175_509,7.0,31.5,N/A -- Daily Record,local bus,Sonoma County Transit,Sonoma County Transit,509.0,Sonoma County Transit,14,Northern Rohnert Park,N/A -- Daily Record,N/A -- Daily Record,Uncogested with Link21 Parameters (Ashish),0.0
63.0,b,Sonoma County Transit,Local Bus,daily,0.0,,,,19_175_510,7.0,31.5,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
63.0,b,Sonoma County Transit,Local Bus,daily,0.0,28,71.885,1.5,19_175_511,7.0,31.5,N/A -- Daily Record,local bus,Sonoma County Transit,Sonoma County Transit,511.0,Sonoma County Transit,28,"Guerneville, Monte Rio",N/A -- Daily Record,N/A -- Daily Record,Uncogested with Link21 Parameters (Ashish),0.0
63.0,b,Sonoma County Transit,Local Bus,daily,0.0,32,170.6728824,1.5,19_175_512,7.0,94.5,N/A -- Daily Record,local bus,Sonoma County Transit,Sonoma County Transit,512.0,Sonoma County Transit,32,Sonoma Valley,N/A -- Daily Record,N/A -- Daily Record,Uncogested with Link21 Parameters (Ashish),0.0
63.0,b,Sonoma County Transit,Local Bus,daily,0.0,66,36.30588235,1.5,19_175_513,7.0,47.25,N/A -- Daily Record,local bus,Sonoma County Transit,Sonoma County Transit,513.0,Sonoma County Transit,66,Windsor Shuttle,N/A -- Daily Record,N/A -- Daily Record,Uncogested with Link21 Parameters (Ashish),0.0
63.0,b,Sonoma County Transit,Local Bus,daily,0.0,,,,19_175_515,7.0,15.75,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
63.0,b,Sonoma County Transit,Local Bus,daily,0.0,,,,19_175_516,7.0,15.75,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
63.0,b,Sonoma County Transit,Local Bus,daily,0.0,,,,19_175_517,7.0,15.75,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
63.0,b,Sonoma County Transit,Local Bus,daily,0.0,20X,36.30588235,1.5,19_175_518,7.0,15.75,N/A -- Daily Record,local bus,Sonoma County Transit,Sonoma County Transit,518.0,Sonoma County Transit,20X,"Russian River Area, Forestville, Sebastopol, Santa Rosa",N/A -- Daily Record,N/A -- Daily Record,Uncogested with Link21 Parameters (Ashish),0.0
63.0,b,Sonoma County Transit,Local Bus,daily,41.13533664,34,159.2402543,1.5,19_175_519,7.0,15.75,N/A -- Daily Record,local bus,Sonoma County Transit,Sonoma County Transit,519.0,Sonoma County Transit,34,"Santa Rosa, Sonoma",N/A -- Daily Record,N/A -- Daily Record,Uncogested with Link21 Parameters (Ashish),0.0
63.0,b,Sonoma County Transit,Local Bus,daily,38.82972884,30X,91.21,1.5,19_175_520,7.0,15.75,N/A -- Daily Record,local bus,Sonoma County Transit,Sonoma County Transit,520.0,Sonoma County Transit,30X,"Santa Rosa, Glen Ellen, Sonoma",N/A -- Daily Record,N/A -- Daily Record,Uncogested with Link21 Parameters (Ashish),0.0
63.0,b,Sonoma County Transit,Local Bus,daily,89.25309312,48X,153.1290848,1.5,19_175_521,7.0,31.5,N/A -- Daily Record,local bus,Sonoma County Transit,Sonoma County Transit,521.0,Sonoma County Transit,48X,"Santa Rosa, Rohnert Park, Petaluma",N/A -- Daily Record,N/A -- Daily Record,Uncogested with Link21 Parameters (Ashish),0.0
63.0,b,Sonoma County Transit,Local Bus,daily,70.92144836,,,,19_175_522,7.0,31.5,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
63.0,b,Sonoma County Transit,Local Bus,daily,0.0,67,253.7808824,1.5,19_175_523,7.0,63.0,N/A -- Daily Record,local bus,Sonoma County Transit,Sonoma County Transit,523.0,Sonoma County Transit,67,Healdsburg Shuttle,N/A -- Daily Record,N/A -- Daily Record,Uncogested with Link21 Parameters (Ashish),0.0
63.0,b,Sonoma County Transit,Local Bus,daily,0.0,68,77.66588235,1.5,19_183_514,7.0,47.25,N/A -- Daily Record,local bus,Sonoma County Transit,Sonoma County Transit,514.0,Cloverdale Transit,68,Cloverdale Shuttle,N/A -- Daily Record,N/A -- Daily Record,Uncogested with Link21 Parameters (Ashish),0.0
66.0,b,Santa Rosa CityBus,Local Bus,daily,126.056221,2 - Sebastopol Rd,345.75,1.5,1_SRCityBus_464,33.0,145.3846154,N/A -- Daily Record,local bus,Santa Rosa CityBus,Santa Rosa CityBus,464.0,Santa Rosa CityBus,9,9 Sebastopol Rd,N/A -- Daily Record,N/A -- Daily Record,Uncogested with Link21 Parameters (Ashish),0.0
66.0,b,Santa Rosa CityBus,Local Bus,daily,126.056221,2B - Sebastopol Road,479.89,1.5,1_SRCityBus_464,33.0,145.3846154,N/A -- Daily Record,local bus,Santa Rosa CityBus,Santa Rosa CityBus,464.0,Santa Rosa CityBus,9,9 Sebastopol Rd,N/A -- Daily Record,N/A -- Daily Record,Uncogested with Link21 Parameters (Ashish),0.0
66.0,b,Santa Rosa CityBus,Local Bus,daily,12.10374641,10 - Coddington Mall/Coffey Lane,399.32,1.5,1_SRCityBus_465,33.0,126.0,N/A -- Daily Record,local bus,Santa Rosa CityBus,Santa Rosa CityBus,465.0,Santa Rosa CityBus,10,10 Coddingtown,N/A -- Daily Record,N/A -- Daily Record,Uncogested with Link21 Parameters (Ashish),0.0
66.0,b,Santa Rosa CityBus,Local Bus,daily,0.0,6 - Fulton Road,628.74,1.5,1_SRCityBus_466,33.0,126.0,N/A -- Daily Record,local bus,Santa Rosa CityBus,Santa Rosa CityBus,466.0,Santa Rosa CityBus,11,11 Fulton Rd,N/A -- Daily Record,N/A -- Daily Record,Uncogested with Link21 Parameters (Ashish),0.0
66.0,b,Santa Rosa CityBus,Local Bus,daily,35.6389811,12 - Roseland,348.75,1.5,1_SRCityBus_467,33.0,145.3846154,N/A -- Daily Record,local bus,Santa Rosa CityBus,Santa Rosa CityBus,467.0,Santa Rosa CityBus,12,12 Roseland,N/A -- Daily Record,N/A -- Daily Record,Uncogested with Link21 Parameters (Ashish),0.0
66.0,b,Santa Rosa CityBus,Local Bus,daily,211.1953676,,,,1_SRCityBus_468,33.0,145.3846154,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
66.0,b,Santa Rosa CityBus,Local Bus,daily,23.03333795,15 - Stony Point Road,214.5,1.5,1_SRCityBus_469,33.0,63.0,N/A -- Daily Record,local bus,Santa Rosa CityBus,Santa Rosa CityBus,469.0,Santa Rosa CityBus,15,15 Stony Point Rd,N/A -- Daily Record,N/A -- Daily Record,Uncogested with Link21 Parameters (Ashish),0.0
66.0,b,Santa Rosa CityBus,Local Bus,daily,5.823019743,,,,1_SRCityBus_470,33.0,78.75,N/A -- Daily Record,,,,,,,,,,Uncogested with Link21 Parameters (Ashish),0.0
66.0,b,Santa Rosa CityBus,Local Bus,daily,0.326323211,18 - East Circulator,86.32,1.5,1_SRCityBus_471,33.0,47.25,N/A -- Daily Record,local bus,Santa Rosa CityBus,Santa Rosa CityBus,471.0,Santa Rosa CityBus,18,18 Southeast Circulator,N/A -- Daily Record,N/A -- Daily Record,Uncogested with Link21 Parameters (Ashish),0.0
66.0,b,Santa Rosa CityBus,Local Bus,daily,114.1207039,19 - North Circulator/Guerneville Road,56.0,1.5,1_SRCityBus_472,33.0,145.3846154,N/A -- Daily Record,local bus,Santa Rosa CityBus,Santa Rosa CityBus,472.0,Santa Rosa CityBus,19,19 South City Connector,N/A -- Daily Record,N/A -- Daily Record,Uncogested with Link21 Parameters (Ashish),0.0
66.0,b,Santa Rosa CityBus,Local Bus,daily,105.8127251,1 - Mendocino Ave/Coddington Mall,1205.54,1.0,1_SRCityBus_473,33.0,111.1764706,N/A -- Daily Record,local bus,Santa Rosa CityBus,Santa Rosa CityBus,473.0,Santa Rosa CityBus,1,1 Mendocino Ave,N/A -- Daily Record,N/A -- Daily Record,Uncogested with Link21 Parameters (Ashish),0.0
66.0,b,Santa Rosa CityBus,Local Bus,daily,4.219216347,8 - Bennett Valley,487.3,1.5,1_SRCityBus_474,33.0,78.75,N/A -- Daily Record,local bus,Santa Rosa CityBus,Santa Rosa CityBus,474.0,Santa Rosa CityBus,2,2 Bennett Valley,N/A -- Daily Record,N/A -- Daily Record,Uncogested with Link21 Parameters (Ashish),0.0
66.0,b,Santa Rosa CityBus,Local Bus,daily,21.82885218,9 - West 9th Street/Finley Community Center,266.52,1.5,1_SRCityBus_475,33.0,126.0,N/A -- Daily Record,local bus,Santa Rosa CityBus,Santa Rosa CityBus,475.0,Santa Rosa CityBus,3,3 West Ninth St,N/A -- Daily Record,N/A -- Daily Record,Uncogested with Link21 Parameters (Ashish),0.0
66.0,b,Santa Rosa CityBus,Local Bus,daily,39.54450941,"4 - Rincon Valley, Mission Blvd, Calistoga Rd",289.53,1.5,1_SRCityBus_476,33.0,63.0,N/A -- Daily Record,local bus,Santa Rosa CityBus,Santa Rosa CityBus,476.0,Santa Rosa CityBus,4,4 Rincon Valley,N/A -- Daily Record,N/A -- Daily Record,Uncogested with Link21 Parameters (Ashish),0.0
