line_name,description,total_boarding,total_hour_cap,tm2_mode,line_mode,headway,fare_system
17_alliance_705_AM_d0_s2146,So. San Francisco-Centennial Towers BART/Caltrain,0,82.29198415117342,14,b,32.81,46
17_alliance_706_AM_d0_s2147,So. San Francisco-Oyster Pt BART,48.963897705078125,96.80889207601291,14,b,27.89,46
17_alliance_707_AM_d0_s2149,So. San Francisco-Oyster Pt Caltrain,0,96.80889207601291,14,b,27.89,46
17_alliance_708_AM_d0_s2153,So. San Francisco-Oyster Point Ferry,0,54.855749695245834,14,b,49.22,46
17_alliance_709_AM_d0_s2154,So. San Francisco-Utah/Grand BART,111.41731262207031,109.71149939049167,14,b,24.61,46
17_alliance_710_AM_d1_s2155,So. San Francisco-Utah/Grand Caltrain,0,96.80889207601291,14,b,27.89,46
17_alliance_711_AM_d0_s2157,So. San Francisco-Utah/Grand Ferry,0,41.13972268779522,14,b,65.63,46
17_alliance_711_AM_d1_s2156,So. San Francisco-Utah/Grand Ferry,0,13.713937423811458,14,b,196.88,46
17_alliance_712_AM_d0_s2132,Brisbane-Bayshore Caltrain,8.084858894348145,41.13972268779522,14,b,65.63,46
17_alliance_713_AM_d0_s2129,Bayshore Technology Park,0,68.56272219400711,14,b,39.38,46
17_alliance_714_AM_d0_s2124,Burlingame-North BART/Caltrain,57.98515796661377,109.71149939049167,14,b,24.61,46
17_alliance_715_AM_d0_s2134,Burlingame-Bayside BART/Caltrain,0,68.56272219400711,14,b,39.38,46
17_alliance_716_AM_d0_s2130,Brisbane-Crocker Park BART/Caltrain,110.73875570297241,137.12544438801422,14,b,19.69,46
17_alliance_717_AM_d0_s2136,Foster City-North BART/Caltrain,48.393314361572266,109.71149939049167,14,b,24.61,46
17_alliance_718_AM_d0_s2126,Foster City-Lincoln Centre Caltrain,9.85372257232666,54.855749695245834,14,b,49.22,46
17_alliance_719_AM_d0_s2142,Redwood City-Midpoint Caltrain,109.8443603515625,82.29198415117342,14,b,32.81,46
17_alliance_720_AM_d0_s2143,Redwood City-Seaport Centre Caltrain,49.97878360748291,96.80889207601291,14,b,27.89,46
17_alliance_721_AM_d0_s2144,San Mateo-Campus Drive Caltrain,0,68.56272219400711,14,b,39.38,46
17_alliance_722_AM_d0_s2127,San Mateo-Mariners' Island Caltrain,12.315901756286621,68.56272219400711,14,b,39.38,46
17_alliance_723_AM_d0_s2141,San Mateo-Norfolk Caltrain,8.43777084350586,82.29198415117342,14,b,32.81,46
17_caltrain-ca-us_193_AM_d0_s484,Bullet,2492.277675628662,1760.260056887444,130,r,49.22,3
17_caltrain-ca-us_193_AM_d1_s482,Bullet,2032.5902862548828,2200.10157440325,130,r,39.38,3
17_caltrain-ca-us_194_AM_d0_s484,Limited,8620.246490478516,4061.8846694796066,130,r,21.33,3
17_caltrain-ca-us_194_AM_d1_s483,Limited,6608.332948684692,4400.2031488065,130,r,19.69,3
17_caltrain-ca-us_195_AM_d0_s484,Local,1115.2732343673706,440.065014221861,130,r,196.88,3
17_caltrain-ca-us_195_AM_d1_s482,Local,673.6042699813843,440.065014221861,130,r,196.88,3
19_175_495_AM_d0_s1508,Russian River Area_ Forestville_ Sebastopol_ Santa,17.219600081443787,57.59561176291331,63,b,65.63,7
19_175_495_AM_d1_s1499,Russian River Area_ Forestville_ Sebastopol_ Santa,4.360614627599716,38.399024786672086,63,b,98.44,7
19_175_496_AM_d0_s1511,Sebastopol_ Santa Rosa,0.8215876817703247,38.399024786672086,63,b,98.44,7
19_175_496_AM_d1_s1463,Sebastopol_ Santa Rosa,3.303910493850708,38.399024786672086,63,b,98.44,7
19_175_497_AM_d0_s1489,Sebastopol_ Rohnert Park_ Cotati,0.40496906638145447,57.59561176291331,63,b,65.63,7
19_175_497_AM_d1_s1500,Sebastopol_ Rohnert Park_ Cotati,0,38.399024786672086,63,b,98.44,7
19_175_498_AM_d0_s1520,Santa Rosa_ Sonoma Valley,11.52797731757164,38.399024786672086,63,b,98.44,7
19_175_498_AM_d1_s1487,Santa Rosa_ Sonoma Valley,19.595813274383545,38.399024786672086,63,b,98.44,7
19_175_500_AM_d0_s1514,Sonoma_ Petaluma,0,38.399024786672086,63,b,98.44,7
19_175_500_AM_d1_s1547,Sonoma_ Petaluma,2.4911999702453613,38.399024786672086,63,b,98.44,7
19_175_501_AM_d0_s1554,Santa Rosa_ Industry West Business Park,0,38.399024786672086,63,b,98.44,7
19_175_501_AM_d1_s1543,Santa Rosa_ Industry West Business Park,10.992152214050293,57.59561176291331,63,b,65.63,7
19_175_502_AM_d0_s1464,Petaluma JC_ SSU_ Santa Rosa,74.31853541731834,57.59561176291331,63,b,65.63,7
19_175_502_AM_d1_s1470,Petaluma JC_ SSU_ Santa Rosa,28.696460962295532,76.79804957334417,63,b,49.22,7
19_175_503_AM_d0_s1466,Santa Rosa_ Sonoma State University,0,19.199512393336043,63,b,196.88,7
19_175_503_AM_d1_s1557,Santa Rosa_ Sonoma State University,0.4878969192504883,19.199512393336043,63,b,196.88,7
19_175_504_AM_d0_s1506,Petaluma_ Rohnert Park_ Cotati_ Santa Rosa,72.27680584788322,57.59561176291331,63,b,65.63,7
19_175_504_AM_d1_s1509,Petaluma_ Rohnert Park_ Cotati_ Santa Rosa,48.37808322906494,57.59561176291331,63,b,65.63,7
19_175_505_AM_d0_s1468,Cloverdale_ Healdsburg_ Windsor_ Santa Rosa,64.33125567436218,76.79804957334417,63,b,49.22,7
19_175_505_AM_d1_s1479,Cloverdale_ Healdsburg_ Windsor_ Santa Rosa,21.4231134057045,95.98781107160995,63,b,39.38,7
19_175_506_AM_d0_s1530,Santa Rosa_ County Airport_ Windsor,78.57434546947479,57.59561176291331,63,b,65.63,7
19_175_506_AM_d1_s1524,Santa Rosa_ County Airport_ Windsor,6.5405899584293365,57.59561176291331,63,b,65.63,7
19_175_507_AM_d0_s1512,Cotati_ Rohnert Park_ Sonoma State University,29.461613059043884,76.79804957334417,63,b,49.22,7
19_175_508_AM_d0_s1510,Northern Rohnert Park,0,57.59561176291331,63,b,65.63,7
19_175_509_AM_d0_s1525,Northern Rohnert Park,1.2172026634216309,38.399024786672086,63,b,98.44,7
19_175_510_AM_d0_s1477,Sebastopol Shuttle,0,38.399024786672086,63,b,98.44,7
19_175_511_AM_d0_s1467,Guerneville_ Monte Rio,0,38.399024786672086,63,b,98.44,7
19_175_512_AM_d0_s1541,Sonoma Valley,0,57.59561176291331,63,b,65.63,7
19_175_512_AM_d1_s1561,Sonoma Valley,0,57.59561176291331,63,b,65.63,7
19_175_513_AM_d0_s1459,Windsor Shuttle,0,57.59561176291331,63,b,65.63,7
19_175_515_AM_d0_s1462,Cotati_ Rohnert Park Schools,6.343290701508522,19.199512393336043,63,b,196.88,7
19_175_516_AM_d0_s1505,Cotati_ Rohnert Park Schools,0,19.199512393336043,63,b,196.88,7
19_175_517_AM_d0_s1521,Cotati_ Rohnert Park Schools,0,19.199512393336043,63,b,196.88,7
19_175_518_AM_d0_s1480,Russian River Area_ Forestville_ Sebastopol_ Santa,2.180307313799858,19.199512393336043,63,b,196.88,7
19_175_519_AM_d0_s1486,Santa Rosa_ Sonoma,3.583681344985962,19.199512393336043,63,b,196.88,7
19_175_520_AM_d1_s1485,Santa Rosa_ Glen Ellen_ Sonoma,9.797906637191772,19.199512393336043,63,b,196.88,7
19_175_521_AM_d0_s1513,Santa Rosa_ Rohnert Park_ Petaluma,23.170852929353714,38.399024786672086,63,b,98.44,7
19_175_522_AM_d0_s1475,Santa Rosa_ Windsor_ Healdsburg_ Cloverdale,3.796790301799774,19.199512393336043,63,b,196.88,7
19_175_522_AM_d1_s1503,Santa Rosa_ Windsor_ Healdsburg_ Cloverdale,2.180307313799858,19.199512393336043,63,b,196.88,7
19_175_523_AM_d0_s1540,Healdsburg Shuttle,0,76.79804957334417,63,b,49.22,7
19_183_514_AM_d0_s1460,Cloverdale Shuttle,0,57.59561176291331,63,b,65.63,7
1_SRCityBus_464_AM_d1_s1413,9 Sebastopol Rd,171.85200762748718,177.21518987341773,66,b,21.33,33
1_SRCityBus_465_AM_d1_s1397,10 Coddingtown,81.46941411495209,153.59609914668835,66,b,24.61,33
1_SRCityBus_466_AM_d1_s1398,11 Fulton Rd,25.38343906402588,153.59609914668835,66,b,24.61,33
1_SRCityBus_467_AM_d1_s1399,12 Roseland,30.120646238327026,177.21518987341773,66,b,21.33,33
1_SRCityBus_468_AM_d1_s1400,14 County Center,158.27995532751083,177.21518987341773,66,b,21.33,33
1_SRCityBus_469_AM_d1_s1401,15 Stony Point Rd,38.37164258956909,76.79804957334417,66,b,49.22,33
1_SRCityBus_470_AM_d1_s1402,17 Piner Rd,34.92394828796387,95.98781107160995,66,b,39.38,33
1_SRCityBus_471_AM_d1_s1403,18 Southeast Circulator,8.21307897567749,57.59561176291331,66,b,65.63,33
1_SRCityBus_472_AM_d1_s1404,19 South City Connector,86.97464632987976,177.21518987341773,66,b,21.33,33
1_SRCityBus_473_AM_d1_s1405,1 Mendocino Ave,65.79135835170746,135.53244890641807,66,b,27.89,33
1_SRCityBus_474_AM_d1_s1406,2 Bennett Valley,11.575920104980469,95.98781107160995,66,b,39.38,33
1_SRCityBus_475_AM_d1_s1407,3 West Ninth St,77.00883913040161,153.59609914668835,66,b,24.61,33
1_SRCityBus_476_AM_d1_s1408,4 Rincon Valley,45.309698700904846,76.79804957334417,66,b,49.22,33
1_SRCityBus_477_AM_d1_s1409,5 Santa Rosa Ave,44.824058532714844,153.59609914668835,66,b,24.61,33
1_SRCityBus_478_AM_d1_s1410,6 West Third St,47.82176685333252,115.20877781164279,66,b,32.81,33
1_SRCityBus_479_AM_d1_s1411,7 Montgomery Village / Rincon Valley,49.52137053012848,95.98781107160995,66,b,39.38,33
1_SRCityBus_480_AM_d1_s1412,8 Sonoma Ave,63.40536904335022,153.59609914668835,66,b,24.61,33
20__257_AM_d0_s668,Larkspur - San Francisco Ferry,32.861717224121094,685.6272219400711,101,f,39.38,19
20__257_AM_d1_s669,Larkspur - San Francisco Ferry,1169.4697265625,968.0889207601291,101,f,27.89,19
20__258_AM_d0_s670,Sausalito - San Francisco Ferry,0,137.13937423811458,101,f,196.88,20
20__258_AM_d1_s671,Sausalito - San Francisco Ferry,203.41415405273438,274.27874847622917,101,f,98.44,20
21_267_676_AM_d0_s2058,nan,3.1881827116012573,38.399024786672086,68,b,98.44,47
21_267_677_AM_d0_s2049,nan,4.782031059265137,57.59561176291331,68,b,65.63,47
21_267_678_AM_d0_s2050,nan,2.2274999618530273,153.59609914668835,68,b,24.61,47
21_267_678_AM_d1_s2055,nan,7.139999866485596,153.59609914668835,68,b,24.61,47
21_267_679_AM_d0_s2052,nan,52.64962863922119,76.79804957334417,68,b,49.22,47
21_267_680_AM_d0_s2048,nan,55.74353885650635,76.79804957334417,68,b,49.22,47
21_267_681_AM_d0_s2054,nan,24.473224639892578,153.59609914668835,68,b,24.61,47
21_267_681_AM_d1_s2053,nan,34.30396127700806,153.59609914668835,68,b,24.61,47
21_267_682_AM_d0_s2063,nan,8.339868068695068,57.59561176291331,68,b,65.63,47
21_267_683_AM_d0_s2043,nan,1.0529999732971191,19.199512393336043,68,b,196.88,47
21_267_685_AM_d0_s2051,nan,7.785371541976929,19.199512393336043,68,b,196.88,47
22_SFMTA_302_AM_d0_s798,Clement,332.81339478492737,354.5966228893058,20,b,10.66,25
22_SFMTA_302_AM_d1_s800,Clement,699.015140414238,384.1463414634146,20,b,9.84,25
22_SFMTA_303_AM_d0_s799,Jackson,207.22779822349548,307.0674248578391,20,b,12.31,25
22_SFMTA_303_AM_d1_s802,Jackson,353.7736395597458,307.0674248578391,20,b,12.31,25
22_SFMTA_304_AM_d0_s808,FULTON,914.5613746643066,921.9512195121952,20,b,4.1,25
22_SFMTA_304_AM_d1_s814,FULTON,1816.483933210373,658.5365853658536,20,b,5.74,25
22_SFMTA_305_AM_d0_s816,PARNASSUS,136.20703554153442,384.1463414634146,20,b,9.84,25
22_SFMTA_305_AM_d1_s819,PARNASSUS,1027.4151104688644,460.9756097560976,20,b,8.2,25
22_SFMTA_306_AM_d0_s841,Townsend,686.8924617767334,287.8903274942879,20,b,13.13,25
22_SFMTA_306_AM_d1_s845,Townsend,885.6743334531784,384.1463414634146,20,b,9.84,25
22_SFMTA_307_AM_d0_s843,FOLSOM/PACIFIC,397.9255862236023,230.3473491773309,20,b,16.41,25
22_SFMTA_307_AM_d1_s846,FOLSOM/PACIFIC,463.5324574112892,255.92417061611374,20,b,14.77,25
22_SFMTA_308_AM_d0_s900,19TH AVENUE,1088.5174752473831,419.06873614190687,20,b,9.02,25
22_SFMTA_308_AM_d1_s903,19TH AVENUE,1447.9264476299286,460.9756097560976,20,b,8.2,25
22_SFMTA_309_AM_d0_s902,19TH AVENUE Rapid,298.7128811478615,255.92417061611374,20,b,14.77,25
22_SFMTA_309_AM_d1_s905,19TH AVENUE Rapid,321.0045714378357,191.9756221432199,20,b,19.69,25
22_SFMTA_310_AM_d0_s920,STOCKTON,2201.972354888916,1375.609756097561,20,b,4.1,25
22_SFMTA_310_AM_d1_s928,STOCKTON,2303.3175840377808,1146.341463414634,20,b,4.92,25
22_SFMTA_311_AM_d1_s1071,BALBOA A EXPRESS,177.0144047141075,270.9677419354839,20,b,13.95,25
22_SFMTA_312_AM_d1_s1072,BALBOA B EXPRESS,286.60898208618164,287.8903274942879,20,b,13.13,25
22_SFMTA_313_AM_d1_s1069,CALIFORNIA A EXPRESS,276.3179044723511,354.5966228893058,20,b,10.66,25
22_SFMTA_314_AM_d1_s1070,CALIFORNIA B EXPRESS,712.1826522350311,687.8048780487806,20,b,8.2,25
22_SFMTA_315_AM_d1_s1073,GEARY A EXPRESS,254.74858903884888,219.38479396401624,20,b,17.23,25
22_SFMTA_316_AM_d1_s1074,GEARY B EXPRESS,342.1685481071472,219.38479396401624,20,b,17.23,25
22_SFMTA_317_AM_d0_s925,STOCKTON - UNION,1065.2866487503052,658.5365853658536,20,b,5.74,25
22_SFMTA_317_AM_d1_s933,STOCKTON - UNION,1595.3521490097046,576.219512195122,20,b,6.56,25
22_SFMTA_318_AM_d0_s809,FULTON RAPID,663.3742301464081,768.2926829268292,20,b,4.92,25
22_SFMTA_318_AM_d1_s815,FULTON RAPID,2519.9311892986298,768.2926829268292,20,b,4.92,25
22_SFMTA_319_AM_d0_s1019,nan,167.7445831298828,512.1951219512196,21,b,7.38,26
22_SFMTA_319_AM_d1_s1024,nan,6.803030014038086,460.9756097560976,21,b,8.2,26
22_SFMTA_320_AM_d0_s1021,nan,208.28004455566406,512.1951219512196,21,b,7.38,26
22_SFMTA_320_AM_d1_s1026,nan,17.246057510375977,460.9756097560976,21,b,8.2,26
22_SFMTA_321_AM_d0_s817,HAIGHT - NORIEGA,403.96197867393494,384.1463414634146,20,b,9.84,25
22_SFMTA_321_AM_d1_s820,HAIGHT - NORIEGA,994.4125627577305,230.3473491773309,20,b,16.41,25
22_SFMTA_322_AM_d1_s821,NORIEGA RAPID,714.7032209932804,191.9756221432199,20,b,19.69,25
22_SFMTA_323_AM_d0_s793,CALIFORNIA,1959.9931726455688,1152.439024390244,20,b,3.28,25
22_SFMTA_323_AM_d1_s796,CALIFORNIA,4249.351992666721,1152.439024390244,20,b,3.28,25
22_SFMTA_324_AM_d0_s850,MISSION,1578.0420413017273,982.5783972125436,20,b,5.74,25
22_SFMTA_324_AM_d1_s854,MISSION,2444.850094616413,982.5783972125436,20,b,5.74,25
22_SFMTA_325_AM_d1_s857,NORIEGA EXPRESS,548.825478553772,287.8903274942879,20,b,13.13,25
22_SFMTA_326_AM_d0_s858,PARKMERCED,0,153.59609914668835,20,b,24.61,25
22_SFMTA_326_AM_d1_s859,PARKMERCED,0,153.59609914668835,20,b,24.61,25
22_SFMTA_327_AM_d0_s860,46TH AVENUE,125.52917122840881,219.38479396401624,20,b,17.23,25
22_SFMTA_327_AM_d1_s861,46TH AVENUE,287.0192861557007,230.3473491773309,20,b,16.41,25
22_SFMTA_328_AM_d0_s862,POLK,759.8156342506409,307.0674248578391,20,b,12.31,25
22_SFMTA_328_AM_d1_s863,POLK,785.5143918991089,307.0674248578391,20,b,12.31,25
22_SFMTA_329_AM_d0_s864,HAYES,168.93781089782715,460.9756097560976,20,b,8.2,25
22_SFMTA_329_AM_d1_s867,HAYES,505.3421058654785,658.5365853658536,20,b,5.74,25
22_SFMTA_330_AM_d0_s872,FILLMORE,1953.2417163848877,576.219512195122,20,b,6.56,25
22_SFMTA_330_AM_d1_s876,FILLMORE,1475.242441892624,576.219512195122,20,b,6.56,25
22_SFMTA_331_AM_d0_s879,MONTEREY,268.904109954834,219.38479396401624,20,b,17.23,25
22_SFMTA_331_AM_d1_s882,MONTEREY,450.5289618372917,255.92417061611374,20,b,14.77,25
22_SFMTA_332_AM_d0_s885,DIVISADERO,1175.6879564523697,512.1951219512196,20,b,7.38,25
22_SFMTA_332_AM_d1_s892,DIVISADERO,1942.7625379562378,512.1951219512196,20,b,7.38,25
22_SFMTA_333_AM_d0_s897,BRYANT,439.53601717948914,287.8903274942879,20,b,13.13,25
22_SFMTA_333_AM_d1_s899,BRYANT,690.2503353357315,329.2682926829268,20,b,11.48,25
22_SFMTA_334_AM_d0_s906,SUNSET,2641.553503215313,460.9756097560976,20,b,8.2,25
22_SFMTA_334_AM_d1_s910,SUNSET,3436.9953241348267,658.5365853658536,20,b,5.74,25
22_SFMTA_335_AM_d0_s936,BALBOA,1199.0241284370422,460.9756097560976,20,b,8.2,25
22_SFMTA_335_AM_d1_s938,BALBOA,942.5811274051666,384.1463414634146,20,b,9.84,25
22_SFMTA_336_AM_d0_s940,ASHBURY-18TH,793.3529767990112,384.1463414634146,20,b,9.84,25
22_SFMTA_336_AM_d1_s943,ASHBURY-18TH,588.1080092191696,354.5966228893058,20,b,10.66,25
22_SFMTA_337_AM_d0_s945,EUREKA,5.306212425231934,82.29198415117342,20,b,32.81,25
22_SFMTA_337_AM_d1_s946,EUREKA,21.50782012939453,82.29198415117342,20,b,32.81,25
22_SFMTA_338_AM_d0_s947,TERESITA,57.61581802368164,109.71149939049167,20,b,24.61,25
22_SFMTA_338_AM_d1_s949,TERESITA,82.89622884988785,109.71149939049167,20,b,24.61,25
22_SFMTA_339_AM_d0_s952,CORBETT,110.109792470932,219.33387489845654,20,b,12.31,25
