line_name,description,total_boarding,tm2_mode,line_mode,headway,fare_system,vehicle_mode
19_175_522_PM_d0_s1495,Santa Rosa_ Windsor_ Healdsburg_ Cloverdale,0,63,m,190.17,7,m
19_175_523_PM_d0_s1471,Healdsburg Shuttle,0,63,m,95.09,7,m
1_SRCityBus_464_PM_d1_s1413,9 Sebastopol Rd,19.400325775146484,66,d,20.6,99,d
1_SRCityBus_465_PM_d1_s1397,10 Coddingtown,26.99777913093567,66,d,19.02,99,d
1_SRCityBus_466_PM_d1_s1398,11 Fulton Rd,6.204999923706055,66,d,23.77,99,d
1_SRCityBus_467_PM_d1_s1399,12 Roseland,23.9944514259696,66,d,23.77,99,d
1_SRCityBus_468_PM_d1_s1400,14 County Center,22.65352952480316,66,d,23.77,99,d
1_SRCityBus_469_PM_d1_s1401,15 Stony Point Rd,11.320000171661377,66,d,47.54,99,d
1_SRCityBus_470_PM_d1_s1402,17 Piner Rd,2.482300043106079,66,d,47.54,99,d
1_SRCityBus_471_PM_d1_s1403,18 Southeast Circulator,0,66,d,95.09,99,d
1_SRCityBus_472_PM_d1_s1404,19 South City Connector,0,66,d,23.77,99,d
1_SRCityBus_473_PM_d1_s1405,1 Mendocino Ave,20.348127603530884,66,d,23.77,99,d
1_SRCityBus_474_PM_d1_s1406,2 Bennett Valley,0,66,d,47.54,99,d
1_SRCityBus_475_PM_d1_s1407,3 West Ninth St,30.888999938964844,66,d,23.77,99,d
1_SRCityBus_476_PM_d1_s1408,4 Rincon Valley,33.52086126804352,66,d,47.54,99,d
1_SRCityBus_477_PM_d1_s1409,5 Santa Rosa Ave,0,66,d,23.77,99,d
1_SRCityBus_478_PM_d1_s1410,6 West Third St,9.767786026000977,66,d,38.03,99,d
1_SRCityBus_479_PM_d1_s1411,7 Montgomery Village / Rincon Valley,22.14327621459961,66,d,47.54,99,d
1_SRCityBus_480_PM_d1_s1412,8 Sonoma Ave,6.105000019073486,66,d,26.94,99,d
20__257_PM_d0_s668,Larkspur - San Francisco Ferry,422.50982666015625,101,k,23.77,19,k
20__257_PM_d1_s669,Larkspur - San Francisco Ferry,92.49986267089844,101,k,38.03,19,k
20__258_PM_d0_s670,Sausalito - San Francisco Ferry,13.63714599609375,101,k,38.03,20,k
20__258_PM_d1_s671,Sausalito - San Francisco Ferry,0,101,k,38.03,20,k
21_267_676_PM_d0_s2058,nan,0,68,d,95.09,99,d
21_267_678_PM_d0_s2050,nan,0.18175235390663147,68,d,26.94,99,d
21_267_678_PM_d1_s2055,nan,0,68,d,26.94,99,d
21_267_679_PM_d0_s2052,nan,0.5422286540269852,68,d,63.39,99,d
21_267_680_PM_d0_s2048,nan,0.6200140118598938,68,d,47.54,99,d
21_267_681_PM_d0_s2054,nan,0,68,d,23.77,99,d
21_267_681_PM_d1_s2053,nan,0.20599108934402466,68,d,23.77,99,d
21_267_682_PM_d0_s2056,nan,0,68,d,63.39,99,d
22_SFMTA_302_PM_d0_s798,Clement,1464.3942914009094,20,s,9.51,25,s
22_SFMTA_302_PM_d1_s800,Clement,662.2524585723877,20,s,9.51,25,s
22_SFMTA_303_PM_d0_s799,Jackson,1100.017204463482,20,s,9.51,25,s
22_SFMTA_303_PM_d1_s802,Jackson,571.2797904014587,20,s,9.51,25,s
22_SFMTA_304_PM_d0_s808,FULTON,2436.487979412079,20,s,6.34,25,s
22_SFMTA_304_PM_d1_s814,FULTON,1669.179874420166,20,s,6.34,25,s
22_SFMTA_305_PM_d0_s816,PARNASSUS,1637.1457269191742,20,s,7.92,25,s
22_SFMTA_305_PM_d1_s819,PARNASSUS,1992.0208768844604,20,s,7.92,25,s
22_SFMTA_306_PM_d0_s841,Townsend,2003.560651242733,20,s,13.47,25,s
22_SFMTA_306_PM_d1_s845,Townsend,798.9762389659882,20,s,15.85,25,s
22_SFMTA_307_PM_d0_s843,FOLSOM/PACIFIC,1361.9490690231323,20,s,15.85,25,s
22_SFMTA_307_PM_d1_s846,FOLSOM/PACIFIC,1010.2547340393066,20,s,15.85,25,s
22_SFMTA_308_PM_d0_s900,19TH AVENUE,2751.2461743354797,20,s,7.13,25,s
22_SFMTA_308_PM_d1_s903,19TH AVENUE,2301.132965326309,20,s,7.92,25,s
22_SFMTA_309_PM_d0_s902,19TH AVENUE Rapid,317.47758650779724,20,s,20.6,25,s
22_SFMTA_309_PM_d1_s905,19TH AVENUE Rapid,257.4031431674957,20,s,26.94,25,s
22_SFMTA_310_PM_d0_s920,STOCKTON,4787.959323167801,20,s,3.17,25,s
22_SFMTA_310_PM_d1_s929,STOCKTON,5118.573011398315,20,s,3.17,25,s
22_SFMTA_311_PM_d0_s1065,BALBOA A EXPRESS,198.92825984954834,20,s,14.26,25,s
22_SFMTA_312_PM_d0_s1066,BALBOA B EXPRESS,194.27953386306763,20,s,15.85,25,s
22_SFMTA_313_PM_d0_s1063,CALIFORNIA A EXPRESS,53.45603168010712,20,s,19.02,25,s
22_SFMTA_314_PM_d0_s1064,CALIFORNIA B EXPRESS,24.132256507873535,20,s,16.64,25,s
22_SFMTA_315_PM_d0_s1067,GEARY A EXPRESS,43.64361572265625,20,s,12.68,25,s
22_SFMTA_316_PM_d0_s1068,GEARY B EXPRESS,248.12420362234116,20,s,13.47,25,s
22_SFMTA_317_PM_d0_s925,STOCKTON - UNION,3175.073935508728,20,s,6.34,25,s
22_SFMTA_317_PM_d1_s933,STOCKTON - UNION,3214.60959482193,20,s,7.13,25,s
22_SFMTA_318_PM_d0_s809,FULTON RAPID,3238.3561906814575,20,s,4.75,25,s
22_SFMTA_318_PM_d1_s815,FULTON RAPID,2497.3114371299744,20,s,4.75,25,s
22_SFMTA_319_PM_d0_s1019,nan,1069.0733938217163,21,q,6.34,26,q
22_SFMTA_319_PM_d1_s1024,nan,0,21,q,6.34,26,q
22_SFMTA_320_PM_d0_s1021,nan,1134.2913074493408,21,q,6.34,26,q
22_SFMTA_320_PM_d1_s1026,nan,66.7129898071289,21,q,5.55,26,q
22_SFMTA_321_PM_d0_s817,HAIGHT - NORIEGA,836.9945294260979,20,s,26.94,25,s
22_SFMTA_321_PM_d1_s820,HAIGHT - NORIEGA,3415.7973957061768,20,s,7.92,25,s
22_SFMTA_322_PM_d0_s818,NORIEGA RAPID,1706.9025688171387,20,s,12.68,25,s
22_SFMTA_323_PM_d0_s793,CALIFORNIA,8587.385333776474,20,s,2.38,25,s
22_SFMTA_323_PM_d1_s796,CALIFORNIA,5050.498406887054,20,s,2.38,25,s
22_SFMTA_324_PM_d0_s850,MISSION,8565.097343444824,20,s,5.55,25,s
22_SFMTA_324_PM_d1_s854,MISSION,6349.800185680389,20,s,5.55,25,s
22_SFMTA_325_PM_d0_s856,NORIEGA EXPRESS,1221.248299241066,20,s,11.09,25,s
22_SFMTA_326_PM_d0_s858,PARKMERCED,0,20,s,23.77,25,s
22_SFMTA_326_PM_d1_s859,PARKMERCED,201.1099693775177,20,s,23.77,25,s
22_SFMTA_327_PM_d0_s860,46TH AVENUE,271.96127355098724,20,s,15.85,25,s
22_SFMTA_327_PM_d1_s861,46TH AVENUE,260.53536891937256,20,s,15.85,25,s
22_SFMTA_328_PM_d0_s862,POLK,1709.2500259578228,20,s,11.89,25,s
22_SFMTA_328_PM_d1_s863,POLK,1856.35556101799,20,s,11.89,25,s
22_SFMTA_329_PM_d0_s864,HAYES,1356.6039600372314,20,s,7.92,25,s
22_SFMTA_329_PM_d1_s867,HAYES,247.51095461845398,20,s,8.72,25,s
22_SFMTA_330_PM_d0_s872,FILLMORE,3378.28968167305,20,s,5.55,25,s
22_SFMTA_330_PM_d1_s876,FILLMORE,3326.9028038978577,20,s,5.55,25,s
22_SFMTA_331_PM_d0_s879,MONTEREY,801.3911900520325,20,s,15.85,25,s
22_SFMTA_331_PM_d1_s882,MONTEREY,1251.0811915397644,20,s,14.26,25,s
22_SFMTA_332_PM_d0_s885,DIVISADERO,2782.3106484413147,20,s,7.92,25,s
22_SFMTA_332_PM_d1_s892,DIVISADERO,2442.038707256317,20,s,7.92,25,s
22_SFMTA_333_PM_d0_s897,BRYANT,1634.6106394529343,20,s,11.89,25,s
22_SFMTA_333_PM_d1_s899,BRYANT,1185.5860652923584,20,s,12.68,25,s
22_SFMTA_334_PM_d0_s906,SUNSET,4396.907392978668,20,s,6.34,25,s
22_SFMTA_334_PM_d1_s910,SUNSET,3588.0288739204407,20,s,7.92,25,s
22_SFMTA_335_PM_d0_s936,BALBOA,1844.7715716362,20,s,11.09,25,s
22_SFMTA_335_PM_d1_s938,BALBOA,1194.4841780662537,20,s,11.09,25,s
22_SFMTA_336_PM_d0_s940,ASHBURY-18TH,1269.128160238266,20,s,11.89,25,s
22_SFMTA_336_PM_d1_s943,ASHBURY-18TH,1320.6331963539124,20,s,11.09,25,s
22_SFMTA_337_PM_d0_s945,EUREKA,69.11716032028198,20,s,16.64,25,s
22_SFMTA_337_PM_d1_s946,EUREKA,78.9005298614502,20,s,16.64,25,s
22_SFMTA_338_PM_d0_s947,TERESITA,391.01068460941315,20,s,23.77,25,s
22_SFMTA_338_PM_d1_s949,TERESITA,124.58205533027649,20,s,23.77,25,s
22_SFMTA_339_PM_d0_s952,CORBETT,191.96331405639648,20,s,15.85,25,s
22_SFMTA_339_PM_d1_s955,CORBETT,104.46463775634766,20,s,15.85,25,s
22_SFMTA_340_PM_d0_s957,GEARY,3750.2790701389313,20,s,5.55,25,s
22_SFMTA_340_PM_d1_s961,GEARY,2777.180244445801,20,s,5.55,25,s
22_SFMTA_341_PM_d0_s966,COIT TOWER,8.19830322265625,20,s,15.85,25,s
22_SFMTA_341_PM_d1_s967,COIT TOWER,0,20,s,15.85,25,s
22_SFMTA_342_PM_d0_s970,UNION,1601.9230647087097,20,s,7.13,25,s
22_SFMTA_342_PM_d1_s972,UNION,1471.1722099781036,20,s,7.92,25,s
22_SFMTA_343_PM_d0_s975,MASONIC,2508.053337454796,20,s,9.51,25,s
22_SFMTA_343_PM_d1_s977,MASONIC,3095.3921797275543,20,s,9.51,25,s
22_SFMTA_344_PM_d0_s979,O'SHAUGHNESSY,3017.8682487010956,20,s,6.34,25,s
22_SFMTA_344_PM_d1_s984,O'SHAUGHNESSY,3615.246349334717,20,s,6.34,25,s
22_SFMTA_345_PM_d0_s990,VAN NESS,1393.4598140716553,20,s,7.92,25,s
22_SFMTA_345_PM_d1_s991,VAN NESS,3405.876076221466,20,s,7.92,25,s
22_SFMTA_346_PM_d0_s993,24TH STREET,1892.0859375,20,s,9.51,25,s
22_SFMTA_346_PM_d1_s995,24TH STREET,1451.4549901485443,20,s,8.72,25,s
22_SFMTA_347_PM_d0_s1001,VAN NESS-MISSION,5861.01235294342,20,s,5.55,25,s
22_SFMTA_347_PM_d1_s1005,VAN NESS-MISSION,3886.625086784363,20,s,5.55,25,s
22_SFMTA_348_PM_d0_s1006,EXCELSIOR,146.18742609024048,20,s,15.85,25,s
22_SFMTA_348_PM_d1_s1007,EXCELSIOR,53.970290303230286,20,s,15.85,25,s
22_SFMTA_349_PM_d0_s1008,FELTON,458.250559091568,20,s,15.85,25,s
22_SFMTA_349_PM_d1_s1009,FELTON,547.3055799007416,20,s,14.26,25,s
22_SFMTA_350_PM_d0_s1012,16TH STREET,174.0594071149826,20,s,11.89,25,s
22_SFMTA_350_PM_d1_s1013,16TH STREET,221.82894706726074,20,s,11.89,25,s
22_SFMTA_351_PM_d0_s1014,RUTLAND,0,20,s,23.77,25,s
22_SFMTA_351_PM_d1_s1016,RUTLAND,0,20,s,26.94,25,s
22_SFMTA_352_PM_d0_s1028,nan,159.0762176513672,21,q,6.34,26,q
22_SFMTA_352_PM_d1_s1030,nan,192.67429733276367,21,q,6.34,26,q
22_SFMTA_353_PM_d0_s1031,QUINTARA,56.9225252866745,20,s,15.85,25,s
22_SFMTA_353_PM_d1_s1032,QUINTARA,125.68804955482483,20,s,14.26,25,s
22_SFMTA_354_PM_d0_s1034,BERNAL HEIGHTS,102.58956909179688,20,s,15.85,25,s
22_SFMTA_354_PM_d1_s1035,BERNAL HEIGHTS,122.16325950622559,20,s,15.85,25,s
22_SFMTA_356_PM_d0_s1039,MID MARKET EXPRESS,0,20,s,16.64,25,s
22_SFMTA_356_PM_d1_s1040,MID MARKET EXPRESS,200.4066162109375,20,s,20.6,25,s
22_SFMTA_357_PM_d0_s1041,BART SHUTTLE,14.994419068098068,20,s,23.77,25,s
22_SFMTA_360_PM_d0_s1036,LEVI PLAZA EXPRESS,149.899320602417,20,s,15.85,25,s
22_SFMTA_361_PM_d0_s1056,MARKET & WHARVES,2292.157419204712,110,t,3.96,25,t
22_SFMTA_361_PM_d1_s1061,MARKET & WHARVES,1292.1719884872437,110,t,3.96,25,t
22_SFMTA_362_PM_d0_s1075,TREASURE ISLAND,413.4602966308594,20,s,11.89,25,s
22_SFMTA_362_PM_d1_s1076,TREASURE ISLAND,2366.80908203125,20,s,11.89,25,s
22_SFMTA_363_PM_d0_s1078,MISSION RAPID,3862.1042652130127,20,s,6.34,25,s
22_SFMTA_363_PM_d1_s1079,MISSION RAPID,2063.030626296997,20,s,7.92,25,s
22_SFMTA_364_PM_d0_s1081,MARINA EXPRESS,294.84397822618484,20,s,7.92,25,s
22_SFMTA_365_PM_d0_s1083,GEARY RAPID,3272.1451416015625,20,s,3.17,25,s
22_SFMTA_365_PM_d1_s1084,GEARY RAPID,2557.746196746826,20,s,3.17,25,s
22_SFMTA_366_PM_d0_s1085,N EXPRESS,0,20,s,10.3,25,s
22_SFMTA_367_PM_d0_s1088,MISSION EXPRESS,3582.8021697998047,20,s,6.34,25,s
22_SFMTA_368_PM_d0_s1126,JUDAH,7731.838494777679,110,t,5.55,25,t
22_SFMTA_368_PM_d1_s1134,JUDAH,3208.5801887512207,110,t,5.55,25,t
22_SFMTA_369_PM_d0_s1123,CHURCH,3121.045105934143,110,t,7.13,25,t
22_SFMTA_369_PM_d1_s1131,CHURCH,1861.894721031189,110,t,7.13,25,t
22_SFMTA_374_PM_d0_s822,Bayshore A Express,5564.312630176544,20,s,4.75,25,s
22_SFMTA_375_PM_d0_s823,Bayshore B Express,5652.164592027664,20,s,6.34,25,s
22_SFMTA_376_PM_d0_s824,BAYSHORE,1378.0347905158997,20,s,31.7,25,s
22_SFMTA_376_PM_d1_s828,BAYSHORE,4092.290086746216,20,s,4.75,25,s
22_SFMTA_377_PM_d0_s1097,INGLESIDE/THIRD,6411.007158756256,110,t,5.55,25,t
22_SFMTA_377_PM_d1_s1112,INGLESIDE/THIRD,4451.833424568176,110,t,7.13,25,t
22_SFMTA_378_PM_d0_s1105,CASTRO SHUTTLE,139.86408483982086,110,t,95.09,25,t
22_SFMTA_378_PM_d1_s1120,CASTRO SHUTTLE,40.252080872654915,110,t,95.09,25,t
22_SFMTA_379_PM_d0_s1101,TARAVAL,5243.872046709061,110,t,6.34,25,t
22_SFMTA_379_PM_d1_s1117,TARAVAL,1709.783082485199,110,t,5.55,25,t
22_SFMTA_380_PM_d0_s1103,OCEAN VIEW,3661.1948099136353,110,t,7.13,25,t
22_SFMTA_380_PM_d1_s1119,OCEAN VIEW,1635.2565578222275,110,t,7.92,25,t
22_SFMTA_381_PM_d0_s831,San Bruno,1678.580025434494,20,s,9.51,25,s
22_SFMTA_381_PM_d1_s834,San Bruno,2018.879192829132,20,s,9.51,25,s
22_SFMTA_382_PM_d0_s833,SAN BRUNO RAPID,582.9357671141624,20,s,11.89,25,s
22_SFMTA_382_PM_d1_s839,SAN BRUNO RAPID,384.23174011707306,20,s,13.47,25,s
23_AM_196_PM_d0_s487,nan,681.3935341835022,131,j,31.7,4,j
23_AM_196_PM_d1_s486,nan,461.79774475097656,131,j,47.54,4,j
24_LAVTA_640_PM_d0_s1966,E. BART - E. Dublin - E. Bart,8.431546211242676,17,d,26.94,99,d
24_LAVTA_640_PM_d1_s1967,E. BART - E. Dublin - E. Bart,1.1944358348846436,17,d,190.17,99,d
24_LAVTA_641_PM_d0_s2034,E. BART - Pleasanton - Livermore,32.441508293151855,17,d,11.89,99,d
24_LAVTA_641_PM_d1_s2032,E. BART - Pleasanton - Livermore,1799.7444858551025,17,d,11.89,99,d
24_LAVTA_642_PM_d0_s2040,Livermore Transit Center - Greenville  - Livermore,8.342961311340332,17,d,63.39,99,d
24_LAVTA_643_PM_d0_s1956,Livermore Transit Center - E. BART via College,585.4599370956421,17,d,26.94,99,d
24_LAVTA_643_PM_d1_s1955,Livermore Transit Center - E. BART via College,60.02350330352783,17,d,26.94,99,d
24_LAVTA_644_PM_d0_s1957,Livermore Transit Center - E. BART via Kittyhawk,331.76884484291077,17,d,47.54,99,d
24_LAVTA_644_PM_d1_s1960,Livermore Transit Center - E. BART via Kittyhawk,15.084990382194519,17,d,47.54,99,d
24_LAVTA_645_PM_d0_s1963,Livermore Transit Center - Downtown  - Livermore T,87.53684329986572,17,d,23.77,99,d
24_LAVTA_646_PM_d0_s1965,Livermore Livermore Transit Center - Springtown - ,78.24691677093506,17,d,23.77,99,d
24_LAVTA_647_PM_d0_s1974,E. BART - Dublin Ranch - E. BART,76.08317065238953,17,d,47.54,99,d
24_LAVTA_648_PM_d0_s1972,E. BART - Vasco Road - Livermore Transit Center,27.218767166137695,17,d,31.7,99,d
24_LAVTA_649_PM_d0_s1976,E. BART - Mall - West Dublin - E. BART,86.82682132720947,17,d,15.85,99,d
24_LAVTA_650_PM_d0_s1979,Big Trees Park Area - Livermore Transit Center,12.007441520690918,17,d,190.17,99,d
24_LAVTA_652_PM_d0_s1981,Livermore Transit Center - Granada High - Livermor,8.051862716674805,17,d,190.17,99,d
24_LAVTA_653_PM_d0_s1983,E. Dublin -Village Parkway- Dublin High,6.390543580055237,17,d,95.09,99,d
24_LAVTA_654_PM_d0_s1985,Dublin Ranch Village - Village Parkway- Dublin Hig,0,17,d,190.17,99,d
24_LAVTA_655_PM_d0_s1987,West BART - Dublin High School - E. BART,12.794068336486816,17,d,63.39,99,d
24_LAVTA_656_PM_d0_s1989,Livermore Transit Center - Civic Center,176.51804733276367,17,d,23.77,99,d
24_LAVTA_657_PM_d0_s1993,Pleasanton ACE Station - W.BART,52.587764739990234,17,d,26.94,99,d
24_LAVTA_658_PM_d0_s1996,Pleasanton ACE Station - Hacienda Business Park - ,33.65993309020996,17,d,63.39,99,d
24_LAVTA_659_PM_d0_s1999,Ruby Hill - Pleasanton Middle - Case Avenue,5.107142925262451,17,d,95.09,99,d
24_LAVTA_661_PM_d0_s2004,Muirwood Park - Hart Middle School - Muirwood Park,0,17,d,190.17,99,d
24_LAVTA_663_PM_d0_s2008,Fairlands - Santa Rita - Amador Valley High,0,17,d,190.17,99,d
24_LAVTA_664_PM_d0_s2010,Vintage Hills - Pleasanton Middle School - Vintage,0,17,d,190.17,99,d
24_LAVTA_665_PM_d0_s2012,Laguna Oaks - W. Las Positas - Hart Middle,0,17,d,190.17,99,d
24_LAVTA_666_PM_d0_s2014,Kamp Drive - Santa Rita -Harvest Park Middle,0,17,d,95.09,99,d
24_LAVTA_667_PM_d0_s2017,Del Prado - Hart Middle School,0,17,d,190.17,99,d
24_LAVTA_668_PM_d0_s2019,Fairlands - W. Las Positas - Hart Middle,0,17,d,190.17,99,d
24_LAVTA_669_PM_d0_s2021,Ruby Hill - Vintage Hills - Vineyard - Amador Vall,0,17,d,190.17,99,d
24_LAVTA_670_PM_d0_s2026,E BART - Pleasant Hill BART,56.361111640930176,17,d,19.02,99,d
24_LAVTA_671_PM_d0_s2023,Pleasant Hill BART - West Pleasanton BART,0,17,d,95.09,99,d
24_LAVTA_672_PM_d0_s2028,BART - Downtown -  BART via Hopyard,117.90367889404297,17,d,47.54,99,d
24_LAVTA_673_PM_d0_s2029,BART - Downtown -  BART via Santa Rita,136.69905757904053,17,d,47.54,99,d
24_LAVTA_674_PM_d0_s2031,BART - California Center - Hacienda - BART,57.38486194610596,17,d,16.64,99,d
24_LAVTA_675_PM_d0_s2038,Livermore - BART -  Mall,72.46419620513916,17,d,2.38,99,d
25_SB_383_PM_d0_s1146,Alameda - Oakland - San Francisco Ferry,0,101,u,31.7,28,u
25_SB_383_PM_d1_s101150,Alameda - Oakland - San Francisco Ferry,69.71443700790405,101,u,15.85,28,u
25_SB_384_PM_d0_s1137,Harbor Bay - San Francisco Ferry Building,0,101,u,47.54,30,u
25_SB_384_PM_d1_s1144,Harbor Bay - San Francisco Ferry Building,0,101,u,95.09,30,u
25_SB_386_PM_d0_s1151,Vallejo - San Francisco,578.7514572143555,101,u,23.77,29,u
25_SB_387_PM_d1_s1143,South San Francisco - San Francisco Ferry Building,0,101,u,190.17,32,u
25_SB_388_PM_d1_s1138,South SF - Alameda - Oakland,0,101,r,95.09,31,r
26_BART_154_PM_d0_s404,Pittsburg/Bay Point - SFIA/Millbrae,5829.902594089508,120,g,10.3,2,g
26_BART_154_PM_d1_s405,Pittsburg/Bay Point - SFIA/Millbrae,21113.43976688385,120,g,6.34,2,g
26_BART_155_PM_d0_s407,Fremont - Richmond,2874.2639985084534,120,g,11.89,2,g
26_BART_155_PM_d1_s406,Fremont - Richmond,2280.984570503235,120,g,11.89,2,g
26_BART_156_PM_d0_s409,Fremont - Daly City,13144.27039194107,120,g,11.89,2,g
26_BART_156_PM_d1_s408,Fremont - Daly City,3018.4339891672134,120,g,15.85,2,g
26_BART_157_PM_d0_s410,Richmond - Daly City/Millbrae,4053.0668902099133,120,g,12.68,2,g
26_BART_157_PM_d1_s411,Richmond - Daly City/Millbrae,10096.403032779694,120,g,11.89,2,g
26_BART_158_PM_d0_s412,Dublin/Pleasanton - Daly City,4157.798872470856,120,g,11.89,2,g
26_BART_158_PM_d1_s413,Dublin/Pleasanton - Daly City,10725.983348846436,120,g,11.89,2,g
26_BART_159_PM_d0_s414,Coliseum - Oakland Int'l Airport,0.9277784824371338,120,g,3.96,2,g
26_BART_159_PM_d1_s415,Coliseum - Oakland Int'l Airport,46.02392578125,120,g,3.96,2,g
28_36_206_PM_d0_s517,Fairfield/Vacaville,55.004249572753906,52,q,47.54,10,q
28_36_207_PM_d0_s505,WC/PH BART - Vacaville/Fairfield,0.26249998807907104,92,q,38.03,10,q
28_36_207_PM_d1_s540,WC/PH BART - Vacaville/Fairfield,8.513025283813477,92,q,47.54,10,q
28_36_208_PM_d0_s512,FTC/El Cerrito Del Norte BART/Suisun City Amtrak,8.400198936462402,92,q,31.7,10,q
28_36_208_PM_d1_s539,FTC/El Cerrito Del Norte BART/Suisun City Amtrak,153.27410888671875,92,q,14.26,10,q
28_36_209_PM_d0_s522,Suisun Senior Center/Suisun City Walmart,0,52,q,23.77,10,q
28_36_209_PM_d1_s520,Suisun Senior Center/Suisun City Walmart,0,52,q,23.77,10,q
28_36_212_PM_d0_s511,7T-Solano Town Center,8.563662342727184,52,q,95.09,10,q
28_36_213_PM_d0_s537,FTC/Walmart,2.926311731338501,52,q,23.77,10,q
28_36_213_PM_d1_s536,FTC/Walmart,0,52,q,23.77,10,q
28_36_214_PM_d0_s534,Solano Town Ctr/Huntington Ct,38.7599983215332,52,q,23.77,10,q
28_36_214_PM_d1_s535,Solano Town Ctr/Huntington Ct,36.014649391174316,52,q,23.77,10,q
28_36_215_PM_d0_s533,FTC/Solano Town Center/Walmart,2.926311731338501,52,q,23.77,10,q
28_36_215_PM_d1_s532,FTC/Solano Town Center/Walmart,10.074999809265137,52,q,23.77,10,q
28_36_216_PM_d0_s529,KMart/Travis Air Force Base,0,52,q,47.54,10,q
28_36_216_PM_d1_s530,KMart/Travis Air Force Base,0,52,q,47.54,10,q
28_36_217_PM_d0_s519,FTC/Suisun Senior Center,3.8764889240264893,52,q,47.54,10,q
28_36_217_PM_d1_s518,FTC/Suisun Senior Center,8.645561218261719,52,q,47.54,10,q
28_36_218_PM_d0_s527,Solano Town Ctr/Suisun Senior Ctr/Montebello Dr,0,52,q,23.77,10,q
28_36_218_PM_d1_s528,Solano Town Ctr/Suisun Senior Ctr/Montebello Dr,4.6546502113342285,52,q,23.77,10,q
28_36_219_PM_d0_s525,FTC/Cordelia Library,0,52,q,23.77,10,q
28_36_219_PM_d1_s526,FTC/Cordelia Library,0,52,q,23.77,10,q
28_36_220_PM_d0_s523,Cordelia Library/Oakbrook Dr,15.444985389709473,52,q,47.54,10,q
28_36_220_PM_d1_s524,Cordelia Library/Oakbrook Dr,0,52,q,47.54,10,q
30_AC Transit_100_PM_d0_s274,Eastmont T.C. - Oakland Airport,81.62185382843018,30,o,11.09,9,o
30_AC Transit_100_PM_d1_s275,Eastmont T.C. - Oakland Airport,18.96108055114746,30,o,11.89,9,o
30_AC Transit_101_PM_d0_s277,CCC/Richmond BART/Ford Pt.,117.83219420909882,30,o,23.77,9,o
30_AC Transit_101_PM_d1_s276,CCC/Richmond BART/Ford Pt.,66.72884559631348,30,o,23.77,9,o
30_AC Transit_102_PM_d0_s279,Bayfair Bart-Washington Manor-S. L. Bart,73.55120360851288,30,o,47.54,9,o
30_AC Transit_102_PM_d1_s278,Bayfair Bart-Washington Manor-S. L. Bart,94.94004547595978,30,o,47.54,9,o
30_AC Transit_103_PM_d0_s280,Hilltop Mall - CCC - del Norte BART,120.03506326675415,30,o,19.02,9,o
30_AC Transit_103_PM_d1_s281,Hilltop Mall - CCC - del Norte BART,165.14194655418396,30,o,20.6,9,o
30_AC Transit_108_PM_d0_s298,Hayward BART - S. Hayward BART,128.83202069997787,30,o,47.54,9,o
30_AC Transit_108_PM_d1_s299,Hayward BART - S. Hayward BART,18.747258603572845,30,o,47.54,9,o
30_AC Transit_10_PM_d0_s26,Fruitvale ave - Alameda - Oakland Airport,149.20503675937653,30,o,23.77,9,o
30_AC Transit_10_PM_d1_s29,Fruitvale ave - Alameda - Oakland Airport,117.41212964057922,30,o,23.77,9,o
30_AC Transit_110_PM_d0_s302,San Leandro BART - Union Landing,209.2480890750885,30,o,47.54,9,o
30_AC Transit_110_PM_d1_s303,San Leandro BART - Union Landing,93.69913899898529,30,o,47.54,9,o
30_AC Transit_112_PM_d0_s306,Hayward BART - S. Hayward BART,0,30,o,23.77,9,o
30_AC Transit_112_PM_d1_s307,Hayward BART - S. Hayward BART,54.61181974411011,30,o,23.77,9,o
30_AC Transit_113_PM_d0_s312,Berkeley BART - Downtown Oakland,427.4425913095474,30,o,16.64,9,o
30_AC Transit_113_PM_d1_s313,Berkeley BART - Downtown Oakland,271.3086712360382,30,o,15.85,9,o
30_AC Transit_114_PM_d0_s314,San Leandro Bart-S. L. Marina-Bayfair Bart,369.6322877407074,30,o,20.6,9,o
30_AC Transit_114_PM_d1_s315,San Leandro Bart-S. L. Marina-Bayfair Bart,230.23118257522583,30,o,20.6,9,o
30_AC Transit_115_PM_d0_s317,Hayward Bart-Bayfair Bart-San Lorenzo,75.36078703403473,30,o,47.54,9,o
30_AC Transit_115_PM_d1_s316,Hayward Bart-Bayfair Bart-San Lorenzo,83.41142654418945,30,o,47.54,9,o
30_AC Transit_116_PM_d0_s318,Hayward Bart-Hayward Hills,7.147912248969078,30,o,47.54,9,o
30_AC Transit_116_PM_d1_s319,Hayward Bart-Hayward Hills,0,30,o,47.54,9,o
30_AC Transit_117_PM_d0_s320,Kelly Hill - Hayward BART,64.91617012023926,30,o,23.77,9,o
30_AC Transit_117_PM_d1_s323,Kelly Hill - Hayward BART,41.46872138977051,30,o,31.7,9,o
30_AC Transit_118_PM_d0_s324,Union City BART - Hesperian Blvd.,554.6798942089081,30,o,11.89,9,o
30_AC Transit_118_PM_d1_s326,Union City BART - Hesperian Blvd.,255.645441532135,30,o,13.47,9,o
30_AC Transit_119_PM_d0_s327,Coliseum Bart - 98th Ave.,353.87121295928955,30,o,15.85,9,o
30_AC Transit_119_PM_d1_s328,Coliseum Bart - 98th Ave.,341.53471422195435,30,o,16.64,9,o
