line_name,description,total_boarding,tm2_mode,line_mode,headway,fare_system,vehicle_mode
30_AC Transit_11_PM_d0_s24,Union Landing - Frmt. Blvd. - Ohlone,170.12369215488434,30,o,23.77,9,o
30_AC Transit_11_PM_d1_s25,Union Landing - Frmt. Blvd. - Ohlone,208.59210753440857,30,o,23.77,9,o
30_AC Transit_120_PM_d0_s329,Bayfair Bart - Hwd.BART- UC  Bart - Fmt Bart,843.0222090482712,30,o,16.64,9,o
30_AC Transit_120_PM_d1_s330,Bayfair Bart - Hwd.BART- UC  Bart - Fmt Bart,760.5910017490387,30,o,15.85,9,o
30_AC Transit_121_PM_d0_s331,San Francisco - Trestle Glen,267.78533935546875,84,p,31.7,9,p
30_AC Transit_121_PM_d1_s333,San Francisco - Trestle Glen,4.278932571411133,84,p,63.39,9,p
30_AC Transit_122_PM_d0_s335,BROADWAY SHUTTLE DAY,19.935181260108948,30,f,9.51,11,f
30_AC Transit_122_PM_d1_s336,BROADWAY SHUTTLE DAY,16.65784740447998,30,f,9.51,11,f
30_AC Transit_123_PM_d0_s337,BROADWAY SHUTTLE NIGHT,0.9969163089990616,30,f,190.17,11,f
30_AC Transit_124_PM_d0_s339,San Francisco - Piedmont,138.0507389307022,84,p,38.03,9,p
30_AC Transit_125_PM_d0_s342,San Francisco - Montclair,98.89368271827698,84,p,47.54,9,p
30_AC Transit_126_PM_d0_s343,Dumbarton Express,143.75543403625488,84,p,23.77,9,p
30_AC Transit_126_PM_d1_s344,Dumbarton Express,40.115964233875275,84,p,26.94,9,p
30_AC Transit_127_PM_d0_s346,Dumbarton Express,231.03475189208984,84,p,15.85,9,p
30_AC Transit_127_PM_d1_s347,Dumbarton Express,51.85540819168091,84,p,19.02,9,p
30_AC Transit_128_PM_d0_s349,San Francisco - Claremont -Parkwood,18.992692947387695,84,p,47.54,9,p
30_AC Transit_128_PM_d1_s351,San Francisco - Claremont -Parkwood,6.7356648445129395,84,p,47.54,9,p
30_AC Transit_129_PM_d0_s354,San Francisco - Berkeley,741.3800595402718,84,o,20.6,9,o
30_AC Transit_129_PM_d1_s355,San Francisco - Berkeley,751.4294056892395,84,o,20.6,9,o
30_AC Transit_12_PM_d0_s32,Fremont BART-Newpark Mall-Pacific Commons,122.9312207698822,30,o,23.77,9,o
30_AC Transit_12_PM_d1_s33,Fremont BART-Newpark Mall-Pacific Commons,106.85519933700562,30,o,23.77,9,o
30_AC Transit_130_PM_d0_s357,San Francisco - Berkeley,0,84,o,63.39,9,o
30_AC Transit_131_PM_d0_s360,San Francisco - El Cerrito,86.37686228752136,84,p,47.54,9,p
30_AC Transit_132_PM_d0_s362,San Francisco - Richmond,403.57613253593445,84,p,23.77,9,p
30_AC Transit_133_PM_d0_s364,Berkeley - San Francisco,345.2407741546631,84,o,26.94,9,o
30_AC Transit_134_PM_d0_s366,San Francisco - El Sobrante,303.9872131347656,84,p,16.64,9,p
30_AC Transit_135_PM_d0_s370,San Francisco - El Sobrante,195.15380430221558,84,o,14.26,9,o
30_AC Transit_137_PM_d0_s374,Hayward BART- Hillsdale Mall- Oracle,58.902652740478516,84,p,38.03,9,p
30_AC Transit_137_PM_d1_s375,Hayward BART- Hillsdale Mall- Oracle,27.813135862350464,84,p,47.54,9,p
30_AC Transit_138_PM_d0_s377,San Francisco - Eastmont T.C.,1323.6807487159967,84,o,13.47,9,o
30_AC Transit_138_PM_d1_s376,San Francisco - Eastmont T.C.,1148.3554315567017,84,o,14.26,9,o
30_AC Transit_13_PM_d0_s34,Fremont BART-Mission-Warm Springs-Industrial Area,40.7465124130249,30,o,47.54,9,o
30_AC Transit_13_PM_d1_s36,Fremont BART-Mission-Warm Springs-Industrial Area,26.46207630634308,30,o,47.54,9,o
30_AC Transit_140_PM_d0_s379,San Francisco - East Oakland,140.31566170603037,84,p,26.94,9,p
30_AC Transit_141_PM_d0_s380,San Francisco - East Oakland,24.495546340942383,84,p,19.02,9,p
30_AC Transit_142_PM_d0_s382,San Francisco - San Leandro,48.74470520019531,84,o,26.94,9,o
30_AC Transit_143_PM_d0_s384,San Francisco - Castro Valley,217.60306358337402,84,o,23.77,9,o
30_AC Transit_145_PM_d0_s386,San Francisco - Alameda - Fruitvale Bart,684.9851763248444,84,o,11.89,9,o
30_AC Transit_145_PM_d1_s387,San Francisco - Alameda - Fruitvale Bart,184.18047040700912,84,o,26.94,9,o
30_AC Transit_146_PM_d0_s389,San Francisco - Alameda - Bay Farm Is.,151.8957657814026,84,o,15.85,9,o
30_AC Transit_147_PM_d0_s390,San Francisco - Piedmont,750.3019270896912,84,p,11.89,9,p
30_AC Transit_148_PM_d0_s393,San Francisco - San Lorenzo- Hayward,20.880330562591553,84,p,38.03,9,p
30_AC Transit_149_PM_d0_s395,San Francisco - Hayward - Newark,98.81039714813232,84,o,26.94,9,o
30_AC Transit_14_PM_d0_s38,U.C. BART- Niles -Fremont BART-Ohlone Newark,66.58113956451416,30,o,47.54,9,o
30_AC Transit_14_PM_d1_s39,U.C. BART- Niles -Fremont BART-Ohlone Newark,14.847273826599121,30,o,47.54,9,o
30_AC Transit_150_PM_d0_s396,Frmt. BART- Stanford University,15.48324966430664,84,p,38.03,9,p
30_AC Transit_151_PM_d0_s399,San Francisco - Montclair,394.0730299949646,84,p,13.47,9,p
30_AC Transit_152_PM_d0_s401,San Francisco - Alameda,68.91920781135559,84,p,20.6,9,p
30_AC Transit_153_PM_d1_s403,San Francisco - Albany,0,84,p,95.09,9,p
30_AC Transit_15_PM_d0_s42,Frmt BART - Mission - Milpitas - Alder,53.068599224090576,30,o,23.77,9,o
30_AC Transit_15_PM_d1_s43,Frmt BART - Mission - Milpitas - Alder,142.29489517211914,30,o,23.77,9,o
30_AC Transit_16_PM_d0_s45,Hayward Bart -South Hayward Bart - Chabot,317.41024100780487,30,o,23.77,9,o
30_AC Transit_16_PM_d1_s44,Hayward Bart -South Hayward Bart - Chabot,128.56749141216278,30,o,23.77,9,o
30_AC Transit_17_PM_d0_s46,Fremont BART-U.C. BART-Mission-Ohlone Newark,33.22730374336243,30,o,47.54,9,o
30_AC Transit_17_PM_d1_s47,Fremont BART-U.C. BART-Mission-Ohlone Newark,24.083342134952545,30,o,47.54,9,o
30_AC Transit_18_PM_d0_s48,Fremont BART-Warm Springs,24.656424522399902,30,o,47.54,9,o
30_AC Transit_18_PM_d1_s49,Fremont BART-Warm Springs,53.386545181274414,30,o,38.03,9,o
30_AC Transit_19_PM_d0_s50,El Cerrito BART-Cntr & Shatt-UC Village,370.7032301425934,30,o,31.7,9,o
30_AC Transit_19_PM_d1_s51,El Cerrito BART-Cntr & Shatt-UC Village,171.93544760346413,30,o,31.7,9,o
30_AC Transit_20_PM_d0_s52,Fremont BART-Mowry-Thornton,66.54596257209778,30,o,47.54,9,o
30_AC Transit_20_PM_d1_s53,Fremont BART-Mowry-Thornton,59.649956464767456,30,o,47.54,9,o
30_AC Transit_21_PM_d0_s55,Emeryville/14th Bdwy/lLakeshore,886.6318564414978,30,o,15.85,9,o
30_AC Transit_21_PM_d1_s57,Emeryville/14th Bdwy/lLakeshore,419.28801465034485,30,o,15.85,9,o
30_AC Transit_22_PM_d0_s60,U.C.BART- Thornton- Lido Faire,48.33515667915344,30,o,31.7,9,o
30_AC Transit_22_PM_d1_s59,U.C.BART- Thornton- Lido Faire,137.28767132759094,30,o,31.7,9,o
30_AC Transit_23_PM_d0_s61,Alameda Point/ W. Oakland/MACA BART,308.80952739715576,30,o,23.77,9,o
30_AC Transit_23_PM_d1_s62,Alameda Point/ W. Oakland/MACA BART,320.4512162208557,30,o,23.77,9,o
30_AC Transit_24_PM_d0_s63,Hayward Bart-C.V. Bart-Hwd. Bart-Cherryland,78.15594327449799,30,o,63.39,9,o
30_AC Transit_24_PM_d1_s64,Hayward Bart-C.V. Bart-Hwd. Bart-Cherryland,85.28902673721313,30,o,47.54,9,o
30_AC Transit_25_PM_d1_s65,Fruitvale Bart - Chabot Observatory,4.880790621042252,30,o,190.17,9,o
30_AC Transit_27_PM_d0_s69,HWD. BART-WHITMAN-SO. HWD. BART,35.88239133358002,30,o,47.54,9,o
30_AC Transit_27_PM_d1_s70,HWD. BART-WHITMAN-SO. HWD. BART,29.49589765071869,30,o,47.54,9,o
30_AC Transit_29_PM_d0_s74,Fruitvale Bart - Skyline High School,33.31429976224899,30,o,47.54,9,o
30_AC Transit_29_PM_d1_s73,Fruitvale Bart - Skyline High School,19.52418863773346,30,o,47.54,9,o
30_AC Transit_2_PM_d0_s5,Bayfair Bart- Dtn. Berkeley,2167.0589319467545,30,o,11.89,9,o
30_AC Transit_2_PM_d1_s3,Bayfair Bart- Dtn. Berkeley,2291.838510274887,30,o,12.68,9,o
30_AC Transit_30_PM_d0_s75,Dtn. Oakland - Bayfair Bart,2357.218947172165,30,o,7.92,9,o
30_AC Transit_30_PM_d1_s77,Dtn. Oakland - Bayfair Bart,2684.2046052217484,30,o,7.92,9,o
30_AC Transit_31_PM_d0_s79,Eastmont T. C. - Foothill Sq.,486.3117346763611,30,o,15.85,9,o
30_AC Transit_31_PM_d1_s80,Eastmont T. C. - Foothill Sq.,281.48631381988525,30,o,15.85,9,o
30_AC Transit_32_PM_d0_s81,Coliseum Bart - Knowland Zoo,81.6573257446289,30,o,47.54,9,o
30_AC Transit_32_PM_d1_s83,Coliseum Bart - Knowland Zoo,84.01544427871704,30,o,38.03,9,o
30_AC Transit_33_PM_d0_s85,Coliseum BART-Mountain -Golf Links Rd-Dunkirk Ave,69.54226684570312,30,o,47.54,9,o
30_AC Transit_33_PM_d1_s86,Coliseum BART-Mountain -Golf Links Rd-Dunkirk Ave,29.496037483215332,30,o,47.54,9,o
30_AC Transit_34_PM_d0_s87,Fruitvale Bart - Maxwell Park,0,30,o,47.54,9,o
30_AC Transit_34_PM_d1_s88,Fruitvale Bart - Maxwell Park,29.901163578033447,30,o,38.03,9,o
30_AC Transit_35_PM_d0_s89,Bayfair BART- Castro Valley- Hayward bart,67.75806188583374,30,o,47.54,9,o
30_AC Transit_35_PM_d1_s90,Bayfair BART- Castro Valley- Hayward bart,93.81642961502075,30,o,47.54,9,o
30_AC Transit_36_PM_d0_s92,Rockridge Bart / Dwight S.P.,219.6728436499834,30,o,23.77,9,o
30_AC Transit_36_PM_d1_s91,Rockridge Bart / Dwight S.P.,319.7744528800249,30,o,23.77,9,o
30_AC Transit_37_PM_d0_s94,RockRidge to FBBA,1773.0981658697128,30,o,7.92,9,o
30_AC Transit_37_PM_d1_s95,RockRidge to FBBA,2390.0853585600853,30,o,6.34,9,o
30_AC Transit_38_PM_d0_s97,RockRidge - 3RUN,1318.2187286615372,30,o,7.13,9,o
30_AC Transit_38_PM_d1_s99,RockRidge - 3RUN,1530.8930368423462,30,o,7.92,9,o
30_AC Transit_39_PM_d0_s100,U.C. Village - U.C. Campus,249.30841946601868,30,o,13.47,9,o
30_AC Transit_39_PM_d1_s102,U.C. Village - U.C. Campus,177.56579840183258,30,o,13.47,9,o
30_AC Transit_3_PM_d0_s7,Piedmont - Fruitvale Ave.,926.3360614776611,30,o,19.02,9,o
30_AC Transit_3_PM_d1_s9,Piedmont - Fruitvale Ave.,412.81853675842285,30,o,23.77,9,o
30_AC Transit_40_PM_d0_s104,Fruitvale BART - Merritt College,477.37563610076904,30,o,12.68,9,o
30_AC Transit_40_PM_d1_s105,Fruitvale BART - Merritt College,526.8902373313904,30,o,11.89,9,o
30_AC Transit_41_PM_d0_s107,San Pablo Ave to Foothill Sq,975.9547176659107,30,o,11.89,9,o
30_AC Transit_41_PM_d1_s106,San Pablo Ave to Foothill Sq,952.5144610404968,30,o,11.89,9,o
30_AC Transit_42_PM_d0_s108,Eastmont T.C. - Oakland Amtrak,261.0847731232643,30,o,23.77,9,o
30_AC Transit_42_PM_d1_s109,Eastmont T.C. - Oakland Amtrak,413.79823046922684,30,o,26.94,9,o
30_AC Transit_43_PM_d0_s111,CSUEB / HAYWARD BART SHUTTLE,21.43922781944275,30,o,15.85,9,o
30_AC Transit_43_PM_d1_s110,CSUEB / HAYWARD BART SHUTTLE,17.008079528808594,30,o,15.85,9,o
30_AC Transit_44_PM_d1_s114,Berkeley - Oakland - H.Royce School,55.688875049352646,30,o,95.09,9,o
30_AC Transit_45_PM_d1_s117,Berkeley - Oakland - H.Royce School,30.841510474681854,30,o,190.17,9,o
30_AC Transit_46_PM_d1_s118,Berkeley - Oakland - H.Royce School,0,30,o,95.09,9,o
30_AC Transit_48_PM_d0_s122,Montera J.H.S. - Skyline High School,9.29135112464428,30,o,190.17,9,o
30_AC Transit_49_PM_d0_s123,West  Oakland - Fruitvale Bart,360.3513839840889,30,o,12.68,9,o
30_AC Transit_49_PM_d1_s126,West  Oakland - Fruitvale Bart,367.8293571472168,30,o,11.89,9,o
30_AC Transit_4_PM_d0_s11,Dtn. Oakland /Dtn. Berkeley,552.5904660224915,30,o,15.85,9,o
30_AC Transit_4_PM_d1_s10,Dtn. Oakland /Dtn. Berkeley,284.7618238925934,30,o,15.85,9,o
30_AC Transit_50_PM_d0_s125,Cedar Blvd.,0,30,o,190.17,9,o
30_AC Transit_51_PM_d0_s127,Fremont - American H.S.,0,30,o,190.17,9,o
30_AC Transit_52_PM_d1_s132,Horner JH - P. Padre Pkwy & Mission,3.40580677986145,30,o,95.09,9,o
30_AC Transit_53_PM_d1_s134,Paseo Padre - Mission S.J. High School,0,30,o,190.17,9,o
30_AC Transit_54_PM_d0_s136,Centerville JHS - Niles & El Portal,0,30,o,190.17,9,o
30_AC Transit_55_PM_d1_s138,Newark Blvd.,0,30,o,190.17,9,o
30_AC Transit_56_PM_d1_s140,Cedar Blvd.,0,30,o,190.17,9,o
30_AC Transit_57_PM_d1_s143,Cherry St.,0.8491586446762085,30,o,95.09,9,o
30_AC Transit_58_PM_d1_s145,Alameda - Encinal High School,8.423505187034607,30,o,95.09,9,o
30_AC Transit_59_PM_d1_s148,73rd International Blvd - Skyline High,4.2811069786548615,30,o,190.17,9,o
30_AC Transit_5_PM_d0_s13,11th Jefferson - Fruitvale Bart,647.45450258255,30,o,11.89,9,o
30_AC Transit_5_PM_d1_s12,11th Jefferson - Fruitvale Bart,569.1184582710266,30,o,11.89,9,o
30_AC Transit_60_PM_d1_s151,Fremont High- Frick Middle - 106th Bancroft,6.054302886128426,30,o,190.17,9,o
30_AC Transit_61_PM_d0_s153,Montclair/Montera,0,30,o,190.17,9,o
30_AC Transit_61_PM_d1_s155,Montclair/Montera,2.621812582015991,30,o,63.39,9,o
30_AC Transit_62_PM_d1_s159,Skyline High - Fruitvale & Montana,1.7585735321044922,30,o,190.17,9,o
30_AC Transit_63_PM_d0_s161,Montera -Skyline High- Coliseum Bart,67.2088212966919,30,o,47.54,9,o
30_AC Transit_64_PM_d1_s167,Fruitvale Bart - Skyline High,28.735496044158936,30,o,63.39,9,o
30_AC Transit_65_PM_d0_s172,Skyline High - Grass Valley,0,30,o,95.09,9,o
30_AC Transit_66_PM_d0_s181,Spruce St. - Euclid Ave.,25.127144813537598,30,o,23.77,9,o
30_AC Transit_66_PM_d1_s182,Spruce St. - Euclid Ave.,1.3820680379867554,30,o,26.94,9,o
30_AC Transit_67_PM_d0_s179,Skyline High - Montera Middle School,44.96409195661545,30,o,63.39,9,o
30_AC Transit_68_PM_d1_s185,Holy Names,6.033166944980621,30,o,190.17,9,o
30_AC Transit_69_PM_d0_s188,Skyline High - 90th. & International Blvd,0,30,o,190.17,9,o
30_AC Transit_6_PM_d0_s14,San Pablo & Monroe - Moraga & Mountain,1698.4991067647934,30,o,11.09,9,o
30_AC Transit_6_PM_d1_s15,San Pablo & Monroe - Moraga & Mountain,1206.9394810199738,30,o,12.68,9,o
30_AC Transit_70_PM_d0_s191,Montera J.H.S. - Skyline High School,23.896616905927658,30,o,190.17,9,o
30_AC Transit_71_PM_d1_s194,Fruitvale Bart - Skyline High,100.15859597921371,30,o,38.03,9,o
30_AC Transit_72_PM_d1_s197,Fruitvale Bart - Montera Middle School,20.029612198472023,30,o,190.17,9,o
30_AC Transit_73_PM_d0_s201,Oakland Tech. High - Coliseum Bart,200.8957848623395,30,o,38.03,9,o
30_AC Transit_73_PM_d1_s202,Oakland Tech. High - Coliseum Bart,20.09527477622032,30,o,190.17,9,o
30_AC Transit_74_PM_d0_s207,East Oakland - Skyline,72.13785377144814,30,o,63.39,9,o
30_AC Transit_74_PM_d1_s208,East Oakland - Skyline,0,30,o,95.09,9,o
30_AC Transit_75_PM_d1_s210,Montera Jr. High School,0,30,o,95.09,9,o
30_AC Transit_76_PM_d1_s212,Skyline High School,7.427705526351929,30,o,190.17,9,o
30_AC Transit_77_PM_d1_s216,Ferry Term. - Island High - Broadway Blanding,5.353253036737442,30,o,190.17,9,o
30_AC Transit_78_PM_d1_s217,N.Richmond - Rich. BART - El Cerrito,7.728242799639702,30,o,190.17,9,o
30_AC Transit_79_PM_d1_s220,21st & Macdonald Ave. - El Cerrito,2.1944172382354736,30,o,190.17,9,o
30_AC Transit_7_PM_d0_s17,Univ/Calif - BYBA,1189.3145308494568,30,o,9.51,9,o
30_AC Transit_7_PM_d1_s16,Univ/Calif - BYBA,1392.6658895015717,30,o,9.51,9,o
30_AC Transit_80_PM_d1_s224,CCC - DeAnza HS/Crespi MS,0.9740024209022522,30,o,190.17,9,o
30_AC Transit_81_PM_d0_s226,Berkeley Bart - Grizzly Peak Blvd.,11.211750030517578,30,o,31.7,9,o
30_AC Transit_81_PM_d1_s227,Berkeley Bart - Grizzly Peak Blvd.,0,30,o,31.7,9,o
30_AC Transit_82_PM_d1_s229,CCC - De Anza HS/Crespi MS,0,30,o,95.09,9,o
30_AC Transit_84_PM_d1_s233,21st & Macdonald Ave. - El Cerrito,7.380812168121338,30,o,190.17,9,o
30_AC Transit_85_PM_d1_s238,N.Richmond - San Pablo - El Sobrante,5.001331627368927,30,o,190.17,9,o
30_AC Transit_87_PM_d1_s241,E. Oakland - Bishop O'Dowd H.S.,10.95401594415307,30,o,190.17,9,o
30_AC Transit_89_PM_d1_s245,E. Oakland - Bishop O'Dowd H.S.,7.619424939155579,30,o,95.09,9,o
30_AC Transit_8_PM_d0_s20,Fruitvale ave - Alameda - 11th Jefferson,234.67799043655396,30,o,23.77,9,o
30_AC Transit_8_PM_d1_s22,Fruitvale ave - Alameda - 11th Jefferson,170.3155678510666,30,o,23.77,9,o
30_AC Transit_90_PM_d1_s248,Rich. BART /El Cerrito HS,0,30,o,190.17,9,o
30_AC Transit_92_PM_d1_s251,ST. MARYS HIGH SCHOOL,6.150166943669319,30,o,190.17,9,o
30_AC Transit_93_PM_d0_s254,Oakland Tech H.S./Skyline/Redwood,3.8836631178855896,30,o,95.09,9,o
30_AC Transit_94_PM_d0_s257,D.NORTE BART/BERKELEY BART,75.68989050388336,30,o,31.7,9,o
30_AC Transit_94_PM_d1_s258,D.NORTE BART/BERKELEY BART,90.51792049407959,30,o,31.7,9,o
30_AC Transit_95_PM_d0_s255,Richmond Pkwy. TC. - Richmond BART,140.10824871063232,30,o,23.77,9,o
30_AC Transit_95_PM_d1_s256,Richmond Pkwy. TC. - Richmond BART,73.94299626350403,30,o,23.77,9,o
30_AC Transit_96_PM_d0_s259,Richmond Pkwy TC - El Cerrito Plaza BART,279.393466591835,30,o,23.77,9,o
30_AC Transit_96_PM_d1_s261,Richmond Pkwy TC - El Cerrito Plaza BART,169.88008069992065,30,o,23.77,9,o
30_AC Transit_97_PM_d0_s265,Richmond - Downtown Oakland,722.3485839366913,30,o,23.77,9,o
30_AC Transit_97_PM_d1_s266,Richmond - Downtown Oakland,510.446568608284,30,o,26.94,9,o
30_AC Transit_98_PM_d0_s268,Richmond - Downtown Oakland,631.1971666812897,30,o,23.77,9,o
30_AC Transit_98_PM_d1_s271,Richmond - Downtown Oakland,550.904040813446,30,o,23.77,9,o
30_AC Transit_99_PM_d0_s272,San Pablo Rapid BUS,1542.7039217948914,30,o,9.51,9,o
30_AC Transit_99_PM_d1_s273,San Pablo Rapid BUS,714.9032934904099,30,o,9.51,9,o
30_AC Transit_9_PM_d0_s18,Union City BART-Newpark Mall-Fremont BART,102.12817513942719,30,o,23.77,9,o
30_AC Transit_9_PM_d1_s19,Union City BART-Newpark Mall-Fremont BART,140.69804561138153,30,o,23.77,9,o
31_VTA_547_PM_d0_s1626,SANTA CLARA TRANSIT- METRO AIRPORT,340.1917724609375,28,d,11.89,99,d
31_VTA_547_PM_d1_s1627,SANTA CLARA TRANSIT- METRO AIRPORT,278.1498260498047,28,d,11.89,99,d
31_VTA_548_PM_d1_s1619,CAMDEN & HWY 85 - PALO ALTO,15.74235725402832,81,d,95.09,99,d
31_VTA_549_PM_d1_s1621,SOUTH SAN JOSE - PALO ALTO,56.1544508934021,81,d,26.94,99,d
31_VTA_550_PM_d0_s1622,EASTRIDGE - PALO ALTO,7.6462706327438354,81,d,63.39,99,d
31_VTA_551_PM_d0_s1624,PENITENCIA TRANS CTR - PALO ALTO,17.649004101753235,81,d,95.09,99,d
31_VTA_552_PM_d0_s1629,FREMONT BART - LOCKHEED MARTIN,38.049124002456665,81,d,26.94,99,d
31_VTA_553_PM_d1_s1633,GILROY TRANS CTR - LOCKHEED MARTIN,6.652757167816162,81,d,20.6,99,d
31_VTA_554_PM_d1_s1635,SOUTH SAN JOSE - LOCKHEED MARTIN,1.1707980632781982,81,d,190.17,99,d
31_VTA_555_PM_d0_s1636,ALMADEN & MCKEAN- OHLONE/CHYNWTH,26.87790012359619,28,d,47.54,99,d
31_VTA_555_PM_d1_s1637,ALMADEN & MCKEAN- OHLONE/CHYNWTH,10.0600004196167,28,d,63.39,99,d
31_VTA_556_PM_d0_s1640,GILROY TRANS CTR - ST. LOUISE HOSP,0,28,d,47.54,99,d
31_VTA_556_PM_d1_s1641,GILROY TRANS CTR - ST. LOUISE HOSP,0,28,d,47.54,99,d
31_VTA_557_PM_d0_s1638,FREMONT BART - M.COLLEGE & MONTAGUE,51.842571556568146,81,d,38.03,99,d
31_VTA_558_PM_d0_s1645,M.H. CIVIC CTR - BURNETT AVE,0,28,d,95.09,99,d
31_VTA_558_PM_d1_s1648,M.H. CIVIC CTR - BURNETT AVE,0,28,d,38.03,99,d
31_VTA_559_PM_d1_s1644,GILROY TRANS CTR - SAN JOSE DIRIDON,106.39291429519653,81,d,31.7,99,d
31_VTA_560_PM_d0_s1651,GILROY TRNS CTR - MNTRY & LS ANIMAS,0,28,d,47.54,99,d
31_VTA_560_PM_d1_s1652,GILROY TRNS CTR - MNTRY & LS ANIMAS,0,28,d,47.54,99,d
31_VTA_561_PM_d0_s1667,GILROY TRANS CTR - GAVILAN COLLEGE,0,28,d,38.03,99,d
31_VTA_561_PM_d1_s1668,GILROY TRANS CTR - GAVILAN COLLEGE,0,28,d,38.03,99,d
31_VTA_562_PM_d0_s1653,GREAT MALL/MAIN - FREMONT BART,171.44376921653748,81,d,23.77,99,d
31_VTA_562_PM_d1_s1657,GREAT MALL/MAIN - FREMONT BART,369.13922119140625,81,d,23.77,99,d
31_VTA_563_PM_d0_s1658,SAN JOSE DIRIDON - FREMONT BART,423.0002419948578,81,d,10.3,99,d
31_VTA_563_PM_d1_s1661,SAN JOSE DIRIDON - FREMONT BART,483.5600211620331,81,d,11.89,99,d
31_VTA_564_PM_d0_s1665,PALO ALTO - IBM/BAILEY AVE,0,81,d,190.17,99,d
31_VTA_565_PM_d0_s1669,GILROY TRANS CTR - WREN & MANTELLI,0,28,d,38.03,99,d
31_VTA_565_PM_d1_s1670,GILROY TRANS CTR - WREN & MANTELLI,0,28,d,38.03,99,d
31_VTA_567_PM_d0_s1674,DOWNTOWN AREA SHUTTLE (DASH),11.674839973449707,28,d,7.92,99,d
31_VTA_567_PM_d1_s1675,DOWNTOWN AREA SHUTTLE (DASH),17.569482803344727,28,d,7.92,99,d
31_VTA_568_PM_d0_s1677,PALO ALTO - EASTRIDGE,2849.832692563534,28,d,9.51,99,d
31_VTA_568_PM_d1_s1679,PALO ALTO - EASTRIDGE,2593.8457499444485,28,d,9.51,99,d
31_VTA_569_PM_d0_s1681,DE ANZA COL - ALUM ROCK TRANS CTR,952.3573617935181,28,d,9.51,99,d
31_VTA_569_PM_d1_s1685,DE ANZA COL - ALUM ROCK TRANS CTR,926.8379902839661,28,d,10.3,99,d
31_VTA_570_PM_d0_s1688,DE ANZA COL - ALUM ROCK TRANS CTR,597.4090867042542,28,d,8.72,99,d
31_VTA_570_PM_d1_s1690,DE ANZA COL - ALUM ROCK TRANS CTR,779.7104234695435,28,d,10.3,99,d
31_VTA_571_PM_d0_s1694,SUNNYVALE/LOCKHEED - EASTRIDGE,474.4223186969757,28,d,15.85,99,d
31_VTA_571_PM_d1_s1695,SUNNYVALE/LOCKHEED - EASTRIDGE,375.610312461853,28,d,23.77,99,d
31_VTA_572_PM_d0_s1698,GOOD SAM HOSP - KAISER SAN JOSE,42.2714638710022,28,d,26.94,99,d
31_VTA_572_PM_d1_s1699,GOOD SAM HOSP - KAISER SAN JOSE,97.4452748298645,28,d,20.6,99,d
31_VTA_573_PM_d1_s1701,S. SAN JOSE - SUNNYVALE TRANS CTR,334.53478169441223,28,d,26.94,99,d
31_VTA_574_PM_d0_s1702,EVERGREEN VALLEY COL - EASTRIDGE,18.595766067504883,28,d,20.6,99,d
31_VTA_574_PM_d1_s1705,EVERGREEN VALLEY COL - EASTRIDGE,64.85394144058228,28,d,23.77,99,d
31_VTA_575_PM_d0_s1714,SN ANTONIO SHOP CTR - STA CLARA TC,589.690950512886,28,d,23.77,99,d
31_VTA_575_PM_d1_s1715,SN ANTONIO SHOP CTR - STA CLARA TC,339.469428461045,28,d,26.94,99,d
31_VTA_576_PM_d0_s1707,GREAT MALL/MAIN - LOCKHEED MARTIN,0,28,d,190.17,99,d
31_VTA_577_PM_d0_s1709,DE ANZA COL - DOWNTOWN SAN JOSE,19.97810697555542,28,d,13.47,99,d
31_VTA_577_PM_d1_s1710,DE ANZA COL - DOWNTOWN SAN JOSE,14.83854341506958,28,d,13.47,99,d
31_VTA_578_PM_d1_s1713,ALMADEN VALLEY - LOCKHEED MARTIN,9.619565486907959,28,d,63.39,99,d
31_VTA_579_PM_d1_s1717,ALMADEN VALLEY - TASMAN DRIVE,62.02903985977173,28,d,31.7,99,d
31_VTA_581_PM_d0_s1720,DNTN MTN VIEW - STANFORD SHOP CTR,339.2649195790291,28,d,23.77,99,d
31_VTA_581_PM_d1_s1723,DNTN MTN VIEW - STANFORD SHOP CTR,253.19915395975113,28,d,23.77,99,d
31_VTA_582_PM_d0_s1725,WEST VALLEY COLLEGE - CAPITOL LRT,99.07301902770996,28,d,26.94,99,d
31_VTA_582_PM_d1_s1729,WEST VALLEY COLLEGE - CAPITOL LRT,165.52463579177856,28,d,20.6,99,d
31_VTA_583_PM_d0_s1730,THE VILLAGES - EASTRIDGE,103.25470113754272,28,d,26.94,99,d
31_VTA_583_PM_d1_s1731,THE VILLAGES - EASTRIDGE,7.69980001449585,28,d,26.94,99,d
31_VTA_584_PM_d0_s1732,FOOTHILL COL - LA AVENIDA & SHOR,103.18629574775696,28,d,19.02,99,d
31_VTA_584_PM_d1_s1735,FOOTHILL COL - LA AVENIDA & SHOR,34.118046045303345,28,d,26.94,99,d
31_VTA_585_PM_d0_s1737,KAISER SJ - EVERGREEN VALLEY COL,10.808635830879211,28,d,38.03,99,d
31_VTA_585_PM_d1_s1739,KAISER SJ - EVERGREEN VALLEY COL,24.594928324222565,28,d,38.03,99,d
31_VTA_586_PM_d0_s1742,ALUM ROCK TC - PENITENCIA CK TC,7.450235366821289,28,d,47.54,99,d
31_VTA_586_PM_d1_s1743,ALUM ROCK TC - PENITENCIA CK TC,2.5169999599456787,28,d,47.54,99,d
