survey_route,survey_agency,survey_tech,standard_route_id,standard_line_name,BART_line_name,MTC_line_name,standard_operator,standard_headsign,standard_agency,standard_route_short_name,standard_route_long_name,canonical_operator
384 - Antioch / Brentwood EB to Brentwood Park n Ride,TriDelta Transit,LOCAL,528,4_tri-delta_528_AM_d1_s1594,4_tri-delta_528_AM_d1_s1594,4_528_AM_d1_s1594,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,384,Antioch / Brentwood,Tri Delta Transit
384 - Antioch / Brentwood EB to Brentwood Park n Ride,TriDelta Transit,LOCAL,528,4_tri-delta_528_AM_d0_s1593,4_tri-delta_528_AM_d0_s1593,4_528_AM_d0_s1593,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,384,Antioch / Brentwood,Tri Delta Transit
384 - Antioch / Brentwood EB to Brentwood Park n Ride,TriDelta Transit,LOCAL,528,4_tri-delta_528_MD_d0_s1593,4_tri-delta_528_MD_d0_s1593,4_528_MD_d0_s1593,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,384,Antioch / Brentwood,Tri Delta Transit
384 - Antioch / Brentwood EB to Brentwood Park n Ride,TriDelta Transit,LOCAL,528,4_tri-delta_528_MD_d1_s1594,4_tri-delta_528_MD_d1_s1594,4_528_MD_d1_s1594,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,384,Antioch / Brentwood,Tri Delta Transit
384 - Antioch / Brentwood EB to Brentwood Park n Ride,TriDelta Transit,LOCAL,528,4_tri-delta_528_PM_d1_s1594,4_tri-delta_528_PM_d1_s1594,4_528_PM_d1_s1594,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,384,Antioch / Brentwood,Tri Delta Transit
384 - Antioch / Brentwood EB to Brentwood Park n Ride,TriDelta Transit,LOCAL,528,4_tri-delta_528_PM_d0_s1593,4_tri-delta_528_PM_d0_s1593,4_528_PM_d0_s1593,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,384,Antioch / Brentwood,Tri Delta Transit
384 - Antioch / Brentwood WB to Antioch BART,TriDelta Transit,LOCAL,528,4_tri-delta_528_AM_d1_s1594,4_tri-delta_528_AM_d1_s1594,4_528_AM_d1_s1594,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,384,Antioch / Brentwood,Tri Delta Transit
384 - Antioch / Brentwood WB to Antioch BART,TriDelta Transit,LOCAL,528,4_tri-delta_528_AM_d0_s1593,4_tri-delta_528_AM_d0_s1593,4_528_AM_d0_s1593,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,384,Antioch / Brentwood,Tri Delta Transit
384 - Antioch / Brentwood WB to Antioch BART,TriDelta Transit,LOCAL,528,4_tri-delta_528_MD_d0_s1593,4_tri-delta_528_MD_d0_s1593,4_528_MD_d0_s1593,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,384,Antioch / Brentwood,Tri Delta Transit
384 - Antioch / Brentwood WB to Antioch BART,TriDelta Transit,LOCAL,528,4_tri-delta_528_MD_d1_s1594,4_tri-delta_528_MD_d1_s1594,4_528_MD_d1_s1594,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,384,Antioch / Brentwood,Tri Delta Transit
384 - Antioch / Brentwood WB to Antioch BART,TriDelta Transit,LOCAL,528,4_tri-delta_528_PM_d1_s1594,4_tri-delta_528_PM_d1_s1594,4_528_PM_d1_s1594,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,384,Antioch / Brentwood,Tri Delta Transit
384 - Antioch / Brentwood WB to Antioch BART,TriDelta Transit,LOCAL,528,4_tri-delta_528_PM_d0_s1593,4_tri-delta_528_PM_d0_s1593,4_528_PM_d0_s1593,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,384,Antioch / Brentwood,Tri Delta Transit
385 - Antioch / Brentwood EB to Brentwood Park n Ride,TriDelta Transit,LOCAL,529,4_tri-delta_529_PM_d0_s1595,4_tri-delta_529_PM_d0_s1595,4_529_PM_d0_s1595,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,385,Antioch / Brentwood,Tri Delta Transit
385 - Antioch / Brentwood EB to Brentwood Park n Ride,TriDelta Transit,LOCAL,529,4_tri-delta_529_AM_d0_s1595,4_tri-delta_529_AM_d0_s1595,4_529_AM_d0_s1595,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,385,Antioch / Brentwood,Tri Delta Transit
385 - Antioch / Brentwood EB to Brentwood Park n Ride,TriDelta Transit,LOCAL,529,4_tri-delta_529_MD_d1_s1597,4_tri-delta_529_MD_d1_s1597,4_529_MD_d1_s1597,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,385,Antioch / Brentwood,Tri Delta Transit
385 - Antioch / Brentwood EB to Brentwood Park n Ride,TriDelta Transit,LOCAL,529,4_tri-delta_529_AM_d1_s1597,4_tri-delta_529_AM_d1_s1597,4_529_AM_d1_s1597,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,385,Antioch / Brentwood,Tri Delta Transit
385 - Antioch / Brentwood EB to Brentwood Park n Ride,TriDelta Transit,LOCAL,529,4_tri-delta_529_MD_d0_s1595,4_tri-delta_529_MD_d0_s1595,4_529_MD_d0_s1595,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,385,Antioch / Brentwood,Tri Delta Transit
385 - Antioch / Brentwood EB to Brentwood Park n Ride,TriDelta Transit,LOCAL,529,4_tri-delta_529_PM_d1_s1597,4_tri-delta_529_PM_d1_s1597,4_529_PM_d1_s1597,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,385,Antioch / Brentwood,Tri Delta Transit
385 - Antioch / Brentwood WB to Antioch BART,TriDelta Transit,LOCAL,529,4_tri-delta_529_PM_d0_s1595,4_tri-delta_529_PM_d0_s1595,4_529_PM_d0_s1595,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,385,Antioch / Brentwood,Tri Delta Transit
385 - Antioch / Brentwood WB to Antioch BART,TriDelta Transit,LOCAL,529,4_tri-delta_529_AM_d0_s1595,4_tri-delta_529_AM_d0_s1595,4_529_AM_d0_s1595,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,385,Antioch / Brentwood,Tri Delta Transit
385 - Antioch / Brentwood WB to Antioch BART,TriDelta Transit,LOCAL,529,4_tri-delta_529_MD_d1_s1597,4_tri-delta_529_MD_d1_s1597,4_529_MD_d1_s1597,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,385,Antioch / Brentwood,Tri Delta Transit
385 - Antioch / Brentwood WB to Antioch BART,TriDelta Transit,LOCAL,529,4_tri-delta_529_AM_d1_s1597,4_tri-delta_529_AM_d1_s1597,4_529_AM_d1_s1597,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,385,Antioch / Brentwood,Tri Delta Transit
385 - Antioch / Brentwood WB to Antioch BART,TriDelta Transit,LOCAL,529,4_tri-delta_529_MD_d0_s1595,4_tri-delta_529_MD_d0_s1595,4_529_MD_d0_s1595,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,385,Antioch / Brentwood,Tri Delta Transit
385 - Antioch / Brentwood WB to Antioch BART,TriDelta Transit,LOCAL,529,4_tri-delta_529_PM_d1_s1597,4_tri-delta_529_PM_d1_s1597,4_529_PM_d1_s1597,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,385,Antioch / Brentwood,Tri Delta Transit
387 - Pittsburg BART / Antioch EB to Antioch BART,TriDelta Transit,LOCAL,535,4_tri-delta_535_MD_d0_s1599,4_tri-delta_535_MD_d0_s1599,4_535_MD_d0_s1599,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,387,Pittsburg BART / Antioch,Tri Delta Transit
387 - Pittsburg BART / Antioch EB to Antioch BART,TriDelta Transit,LOCAL,535,4_tri-delta_535_MD_d1_s1600,4_tri-delta_535_MD_d1_s1600,4_535_MD_d1_s1600,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,387,Pittsburg BART / Antioch,Tri Delta Transit
387 - Pittsburg BART / Antioch EB to Antioch BART,TriDelta Transit,LOCAL,535,4_tri-delta_535_PM_d0_s1599,4_tri-delta_535_PM_d0_s1599,4_535_PM_d0_s1599,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,387,Pittsburg BART / Antioch,Tri Delta Transit
387 - Pittsburg BART / Antioch EB to Antioch BART,TriDelta Transit,LOCAL,535,4_tri-delta_535_EA_d1_s1600,4_tri-delta_535_EA_d1_s1600,4_535_EA_d1_s1600,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,387,Pittsburg BART / Antioch,Tri Delta Transit
387 - Pittsburg BART / Antioch EB to Antioch BART,TriDelta Transit,LOCAL,535,4_tri-delta_535_EV_d1_s1600,4_tri-delta_535_EV_d1_s1600,4_535_EV_d1_s1600,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,387,Pittsburg BART / Antioch,Tri Delta Transit
387 - Pittsburg BART / Antioch EB to Antioch BART,TriDelta Transit,LOCAL,535,4_tri-delta_535_PM_d1_s1600,4_tri-delta_535_PM_d1_s1600,4_535_PM_d1_s1600,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,387,Pittsburg BART / Antioch,Tri Delta Transit
387 - Pittsburg BART / Antioch EB to Antioch BART,TriDelta Transit,LOCAL,535,4_tri-delta_535_AM_d0_s1599,4_tri-delta_535_AM_d0_s1599,4_535_AM_d0_s1599,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,387,Pittsburg BART / Antioch,Tri Delta Transit
387 - Pittsburg BART / Antioch EB to Antioch BART,TriDelta Transit,LOCAL,535,4_tri-delta_535_AM_d1_s1600,4_tri-delta_535_AM_d1_s1600,4_535_AM_d1_s1600,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,387,Pittsburg BART / Antioch,Tri Delta Transit
387 - Pittsburg BART / Antioch EB to Antioch BART,TriDelta Transit,LOCAL,535,4_tri-delta_535_EV_d0_s1599,4_tri-delta_535_EV_d0_s1599,4_535_EV_d0_s1599,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,387,Pittsburg BART / Antioch,Tri Delta Transit
387 - Pittsburg BART / Antioch WB to Pittsburg-Bay Point BART,TriDelta Transit,LOCAL,535,4_tri-delta_535_MD_d0_s1599,4_tri-delta_535_MD_d0_s1599,4_535_MD_d0_s1599,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,387,Pittsburg BART / Antioch,Tri Delta Transit
387 - Pittsburg BART / Antioch WB to Pittsburg-Bay Point BART,TriDelta Transit,LOCAL,535,4_tri-delta_535_MD_d1_s1600,4_tri-delta_535_MD_d1_s1600,4_535_MD_d1_s1600,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,387,Pittsburg BART / Antioch,Tri Delta Transit
387 - Pittsburg BART / Antioch WB to Pittsburg-Bay Point BART,TriDelta Transit,LOCAL,535,4_tri-delta_535_PM_d0_s1599,4_tri-delta_535_PM_d0_s1599,4_535_PM_d0_s1599,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,387,Pittsburg BART / Antioch,Tri Delta Transit
387 - Pittsburg BART / Antioch WB to Pittsburg-Bay Point BART,TriDelta Transit,LOCAL,535,4_tri-delta_535_EA_d1_s1600,4_tri-delta_535_EA_d1_s1600,4_535_EA_d1_s1600,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,387,Pittsburg BART / Antioch,Tri Delta Transit
387 - Pittsburg BART / Antioch WB to Pittsburg-Bay Point BART,TriDelta Transit,LOCAL,535,4_tri-delta_535_EV_d1_s1600,4_tri-delta_535_EV_d1_s1600,4_535_EV_d1_s1600,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,387,Pittsburg BART / Antioch,Tri Delta Transit
387 - Pittsburg BART / Antioch WB to Pittsburg-Bay Point BART,TriDelta Transit,LOCAL,535,4_tri-delta_535_PM_d1_s1600,4_tri-delta_535_PM_d1_s1600,4_535_PM_d1_s1600,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,387,Pittsburg BART / Antioch,Tri Delta Transit
387 - Pittsburg BART / Antioch WB to Pittsburg-Bay Point BART,TriDelta Transit,LOCAL,535,4_tri-delta_535_AM_d0_s1599,4_tri-delta_535_AM_d0_s1599,4_535_AM_d0_s1599,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,387,Pittsburg BART / Antioch,Tri Delta Transit
387 - Pittsburg BART / Antioch WB to Pittsburg-Bay Point BART,TriDelta Transit,LOCAL,535,4_tri-delta_535_AM_d1_s1600,4_tri-delta_535_AM_d1_s1600,4_535_AM_d1_s1600,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,387,Pittsburg BART / Antioch,Tri Delta Transit
387 - Pittsburg BART / Antioch WB to Pittsburg-Bay Point BART,TriDelta Transit,LOCAL,535,4_tri-delta_535_EV_d0_s1599,4_tri-delta_535_EV_d0_s1599,4_535_EV_d0_s1599,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,387,Pittsburg BART / Antioch,Tri Delta Transit
388 - Pittsburg BART / Kaiser Deer Valley EB to Deer Valley Kaiser,TriDelta Transit,LOCAL,525,4_tri-delta_525_EV_d0_s1601,4_tri-delta_525_EV_d0_s1601,4_525_EV_d0_s1601,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,388,Pittsburg BART / Kaiser Deer Valley,Tri Delta Transit
388 - Pittsburg BART / Kaiser Deer Valley EB to Deer Valley Kaiser,TriDelta Transit,LOCAL,525,4_tri-delta_525_MD_d0_s1601,4_tri-delta_525_MD_d0_s1601,4_525_MD_d0_s1601,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,388,Pittsburg BART / Kaiser Deer Valley,Tri Delta Transit
388 - Pittsburg BART / Kaiser Deer Valley EB to Deer Valley Kaiser,TriDelta Transit,LOCAL,525,4_tri-delta_525_AM_d0_s1601,4_tri-delta_525_AM_d0_s1601,4_525_AM_d0_s1601,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,388,Pittsburg BART / Kaiser Deer Valley,Tri Delta Transit
388 - Pittsburg BART / Kaiser Deer Valley EB to Deer Valley Kaiser,TriDelta Transit,LOCAL,525,4_tri-delta_525_MD_d1_s1602,4_tri-delta_525_MD_d1_s1602,4_525_MD_d1_s1602,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,388,Pittsburg BART / Kaiser Deer Valley,Tri Delta Transit
388 - Pittsburg BART / Kaiser Deer Valley EB to Deer Valley Kaiser,TriDelta Transit,LOCAL,525,4_tri-delta_525_EA_d0_s1601,4_tri-delta_525_EA_d0_s1601,4_525_EA_d0_s1601,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,388,Pittsburg BART / Kaiser Deer Valley,Tri Delta Transit
388 - Pittsburg BART / Kaiser Deer Valley EB to Deer Valley Kaiser,TriDelta Transit,LOCAL,525,4_tri-delta_525_AM_d1_s1602,4_tri-delta_525_AM_d1_s1602,4_525_AM_d1_s1602,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,388,Pittsburg BART / Kaiser Deer Valley,Tri Delta Transit
388 - Pittsburg BART / Kaiser Deer Valley EB to Deer Valley Kaiser,TriDelta Transit,LOCAL,525,4_tri-delta_525_PM_d1_s1602,4_tri-delta_525_PM_d1_s1602,4_525_PM_d1_s1602,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,388,Pittsburg BART / Kaiser Deer Valley,Tri Delta Transit
388 - Pittsburg BART / Kaiser Deer Valley EB to Deer Valley Kaiser,TriDelta Transit,LOCAL,525,4_tri-delta_525_EA_d1_s1602,4_tri-delta_525_EA_d1_s1602,4_525_EA_d1_s1602,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,388,Pittsburg BART / Kaiser Deer Valley,Tri Delta Transit
388 - Pittsburg BART / Kaiser Deer Valley EB to Deer Valley Kaiser,TriDelta Transit,LOCAL,525,4_tri-delta_525_EV_d1_s1602,4_tri-delta_525_EV_d1_s1602,4_525_EV_d1_s1602,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,388,Pittsburg BART / Kaiser Deer Valley,Tri Delta Transit
388 - Pittsburg BART / Kaiser Deer Valley EB to Deer Valley Kaiser,TriDelta Transit,LOCAL,525,4_tri-delta_525_PM_d0_s1601,4_tri-delta_525_PM_d0_s1601,4_525_PM_d0_s1601,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,388,Pittsburg BART / Kaiser Deer Valley,Tri Delta Transit
388 - Pittsburg BART / Kaiser Deer Valley WB to Pittsburg-Bay Point BART,TriDelta Transit,LOCAL,525,4_tri-delta_525_EV_d0_s1601,4_tri-delta_525_EV_d0_s1601,4_525_EV_d0_s1601,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,388,Pittsburg BART / Kaiser Deer Valley,Tri Delta Transit
388 - Pittsburg BART / Kaiser Deer Valley WB to Pittsburg-Bay Point BART,TriDelta Transit,LOCAL,525,4_tri-delta_525_MD_d0_s1601,4_tri-delta_525_MD_d0_s1601,4_525_MD_d0_s1601,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,388,Pittsburg BART / Kaiser Deer Valley,Tri Delta Transit
388 - Pittsburg BART / Kaiser Deer Valley WB to Pittsburg-Bay Point BART,TriDelta Transit,LOCAL,525,4_tri-delta_525_AM_d0_s1601,4_tri-delta_525_AM_d0_s1601,4_525_AM_d0_s1601,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,388,Pittsburg BART / Kaiser Deer Valley,Tri Delta Transit
388 - Pittsburg BART / Kaiser Deer Valley WB to Pittsburg-Bay Point BART,TriDelta Transit,LOCAL,525,4_tri-delta_525_MD_d1_s1602,4_tri-delta_525_MD_d1_s1602,4_525_MD_d1_s1602,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,388,Pittsburg BART / Kaiser Deer Valley,Tri Delta Transit
388 - Pittsburg BART / Kaiser Deer Valley WB to Pittsburg-Bay Point BART,TriDelta Transit,LOCAL,525,4_tri-delta_525_EA_d0_s1601,4_tri-delta_525_EA_d0_s1601,4_525_EA_d0_s1601,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,388,Pittsburg BART / Kaiser Deer Valley,Tri Delta Transit
388 - Pittsburg BART / Kaiser Deer Valley WB to Pittsburg-Bay Point BART,TriDelta Transit,LOCAL,525,4_tri-delta_525_AM_d1_s1602,4_tri-delta_525_AM_d1_s1602,4_525_AM_d1_s1602,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,388,Pittsburg BART / Kaiser Deer Valley,Tri Delta Transit
388 - Pittsburg BART / Kaiser Deer Valley WB to Pittsburg-Bay Point BART,TriDelta Transit,LOCAL,525,4_tri-delta_525_PM_d1_s1602,4_tri-delta_525_PM_d1_s1602,4_525_PM_d1_s1602,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,388,Pittsburg BART / Kaiser Deer Valley,Tri Delta Transit
388 - Pittsburg BART / Kaiser Deer Valley WB to Pittsburg-Bay Point BART,TriDelta Transit,LOCAL,525,4_tri-delta_525_EA_d1_s1602,4_tri-delta_525_EA_d1_s1602,4_525_EA_d1_s1602,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,388,Pittsburg BART / Kaiser Deer Valley,Tri Delta Transit
388 - Pittsburg BART / Kaiser Deer Valley WB to Pittsburg-Bay Point BART,TriDelta Transit,LOCAL,525,4_tri-delta_525_EV_d1_s1602,4_tri-delta_525_EV_d1_s1602,4_525_EV_d1_s1602,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,388,Pittsburg BART / Kaiser Deer Valley,Tri Delta Transit
388 - Pittsburg BART / Kaiser Deer Valley WB to Pittsburg-Bay Point BART,TriDelta Transit,LOCAL,525,4_tri-delta_525_PM_d0_s1601,4_tri-delta_525_PM_d0_s1601,4_525_PM_d0_s1601,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,388,Pittsburg BART / Kaiser Deer Valley,Tri Delta Transit
389 - Pittsburg BART / Bay Point LOOP to Pittsburg-Bay Point BART,TriDelta Transit,LOCAL,527,4_tri-delta_527_MD_d0_s1603,4_tri-delta_527_MD_d0_s1603,4_527_MD_d0_s1603,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,389,Pittsburg BART / Bay Point,Tri Delta Transit
389 - Pittsburg BART / Bay Point LOOP to Pittsburg-Bay Point BART,TriDelta Transit,LOCAL,527,4_tri-delta_527_EV_d0_s1603,4_tri-delta_527_EV_d0_s1603,4_527_EV_d0_s1603,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,389,Pittsburg BART / Bay Point,Tri Delta Transit
389 - Pittsburg BART / Bay Point LOOP to Pittsburg-Bay Point BART,TriDelta Transit,LOCAL,527,4_tri-delta_527_EA_d0_s1603,4_tri-delta_527_EA_d0_s1603,4_527_EA_d0_s1603,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,389,Pittsburg BART / Bay Point,Tri Delta Transit
389 - Pittsburg BART / Bay Point LOOP to Pittsburg-Bay Point BART,TriDelta Transit,LOCAL,527,4_tri-delta_527_AM_d0_s1603,4_tri-delta_527_AM_d0_s1603,4_527_AM_d0_s1603,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,389,Pittsburg BART / Bay Point,Tri Delta Transit
389 - Pittsburg BART / Bay Point LOOP to Pittsburg-Bay Point BART,TriDelta Transit,LOCAL,527,4_tri-delta_527_PM_d0_s1603,4_tri-delta_527_PM_d0_s1603,4_527_PM_d0_s1603,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,389,Pittsburg BART / Bay Point,Tri Delta Transit
390 - Pittsburg BART / Antioch EB to Antioch BART,TriDelta Transit,LOCAL,536,4_tri-delta_536_PM_d0_s1604,4_tri-delta_536_PM_d0_s1604,4_536_PM_d0_s1604,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,390,Pittsburg BART / Antioch,Tri Delta Transit
390 - Pittsburg BART / Antioch EB to Antioch BART,TriDelta Transit,LOCAL,536,4_tri-delta_536_EA_d1_s1605,4_tri-delta_536_EA_d1_s1605,4_536_EA_d1_s1605,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,390,Pittsburg BART / Antioch,Tri Delta Transit
390 - Pittsburg BART / Antioch EB to Antioch BART,TriDelta Transit,LOCAL,536,4_tri-delta_536_AM_d1_s1605,4_tri-delta_536_AM_d1_s1605,4_536_AM_d1_s1605,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,390,Pittsburg BART / Antioch,Tri Delta Transit
390 - Pittsburg BART / Antioch EB to Antioch BART,TriDelta Transit,LOCAL,536,4_tri-delta_536_EV_d0_s1604,4_tri-delta_536_EV_d0_s1604,4_536_EV_d0_s1604,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,390,Pittsburg BART / Antioch,Tri Delta Transit
390 - Pittsburg BART / Antioch WB to Pittsburg-Bay Point BART,TriDelta Transit,LOCAL,536,4_tri-delta_536_PM_d0_s1604,4_tri-delta_536_PM_d0_s1604,4_536_PM_d0_s1604,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,390,Pittsburg BART / Antioch,Tri Delta Transit
390 - Pittsburg BART / Antioch WB to Pittsburg-Bay Point BART,TriDelta Transit,LOCAL,536,4_tri-delta_536_EA_d1_s1605,4_tri-delta_536_EA_d1_s1605,4_536_EA_d1_s1605,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,390,Pittsburg BART / Antioch,Tri Delta Transit
390 - Pittsburg BART / Antioch WB to Pittsburg-Bay Point BART,TriDelta Transit,LOCAL,536,4_tri-delta_536_AM_d1_s1605,4_tri-delta_536_AM_d1_s1605,4_536_AM_d1_s1605,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,390,Pittsburg BART / Antioch,Tri Delta Transit
390 - Pittsburg BART / Antioch WB to Pittsburg-Bay Point BART,TriDelta Transit,LOCAL,536,4_tri-delta_536_EV_d0_s1604,4_tri-delta_536_EV_d0_s1604,4_536_EV_d0_s1604,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,390,Pittsburg BART / Antioch,Tri Delta Transit
391 - Pittsburg BART / Brentwood EB to Brentwood Park n Ride,TriDelta Transit,LOCAL,533,4_tri-delta_533_EA_d1_s1607,4_tri-delta_533_EA_d1_s1607,4_533_EA_d1_s1607,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,391,Pittsburg BART / Brentwood,Tri Delta Transit
391 - Pittsburg BART / Brentwood EB to Brentwood Park n Ride,TriDelta Transit,LOCAL,533,4_tri-delta_533_EV_d1_s1607,4_tri-delta_533_EV_d1_s1607,4_533_EV_d1_s1607,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,391,Pittsburg BART / Brentwood,Tri Delta Transit
391 - Pittsburg BART / Brentwood EB to Brentwood Park n Ride,TriDelta Transit,LOCAL,533,4_tri-delta_533_EA_d0_s1606,4_tri-delta_533_EA_d0_s1606,4_533_EA_d0_s1606,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,391,Pittsburg BART / Brentwood,Tri Delta Transit
391 - Pittsburg BART / Brentwood EB to Brentwood Park n Ride,TriDelta Transit,LOCAL,533,4_tri-delta_533_MD_d1_s1607,4_tri-delta_533_MD_d1_s1607,4_533_MD_d1_s1607,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,391,Pittsburg BART / Brentwood,Tri Delta Transit
391 - Pittsburg BART / Brentwood EB to Brentwood Park n Ride,TriDelta Transit,LOCAL,533,4_tri-delta_533_PM_d1_s1607,4_tri-delta_533_PM_d1_s1607,4_533_PM_d1_s1607,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,391,Pittsburg BART / Brentwood,Tri Delta Transit
391 - Pittsburg BART / Brentwood EB to Brentwood Park n Ride,TriDelta Transit,LOCAL,533,4_tri-delta_533_EV_d0_s1606,4_tri-delta_533_EV_d0_s1606,4_533_EV_d0_s1606,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,391,Pittsburg BART / Brentwood,Tri Delta Transit
391 - Pittsburg BART / Brentwood EB to Brentwood Park n Ride,TriDelta Transit,LOCAL,533,4_tri-delta_533_MD_d0_s1606,4_tri-delta_533_MD_d0_s1606,4_533_MD_d0_s1606,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,391,Pittsburg BART / Brentwood,Tri Delta Transit
391 - Pittsburg BART / Brentwood EB to Brentwood Park n Ride,TriDelta Transit,LOCAL,533,4_tri-delta_533_AM_d0_s1606,4_tri-delta_533_AM_d0_s1606,4_533_AM_d0_s1606,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,391,Pittsburg BART / Brentwood,Tri Delta Transit
