station,district,route,direction,type,latitude,longitude,distlink,pemsonlink,shstReferenceId,A,B,model_link_id,A_B
401583,4,680,N,ML,37.484267,-121.913886,0.0012761192078846,4,a1cc053648a178315ac421bbe1a01cf6,2583659,2507994,3107437,2583659_2507994
401587,4,680,N,ML,37.713274,-121.931606,3.36605422864305e-05,1,3613705b902e4f9d92aca02ebc941ca0,2533806,2533962,3036037,2533806_2533962
401590,4,680,S,ML,37.713363,-121.932068,6.15861754964766e-06,1,6354c728722ad860f80180cbf6b365c3,2557598,2517361,3066038,2557598_2517361
401592,4,101,N,ML,37.066694,-121.587509,2.37832120266311e-05,1,01b68f4163dca71605b6736b14771562,2001872,2057885,2001848,2001872_2057885
401593,4,680,N,ML,37.72851,-121.943953,9.61597131823722e-06,1,365cd7f9dad7f91caeeff9c7c111a547,2533962,3079048,4026985,2533962_3079048
401594,4,680,N,ML,37.716883,-121.934662,1.48806382132869e-05,1,3613705b902e4f9d92aca02ebc941ca0,2533806,2533962,3036037,2533806_2533962
401597,4,87,N,ML,37.2874,-121.869623,0.0001576467564788,1,109008f26f2ae94e05fefd857138ddc9,2017657,2009745,2017800,2017657_2009745
401598,4,101,N,ML,38.385828,-122.716069,4.90138481185534e-05,1,d298e028949a926e725e3c0a83468948,4521893,4526335,7056409,4521893_4526335
401602,4,101,N,ML,38.421215,-122.715338,4.22125033993413e-05,1,c01d806967035a6c3d689dbdab351b22,4507824,4527190,7051369,4507824_4527190
401603,4,101,N,ML,38.413693,-122.715906,2.79996767735789e-05,1,fce6561deeb6d38801dfad3c0f2173d5,4507111,4532467,7067839,4507111_4532467
401604,4,101,S,ML,38.385827,-122.716316,1.78678397655035e-05,1,c3c85aae82fe64fe570407102ba15976,4538071,4510969,7052354,4538071_4510969
401606,4,87,S,ML,37.287298,-121.869548,3.83538755818855e-05,1,b3f0c929007a64a23689020fb619e8b7,2142384,2082340,2192139,2142384_2082340
401609,4,101,S,ML,38.420521,-122.715784,7.0628401151035e-05,1,329eec8e8dc35bcd8d3ab65b0e363c3c,4512905,4517489,7013576,4512905_4517489
401610,4,980,W,ML,37.810554,-122.275579,4.84507441239611e-05,1,538cf04bc3a2133bf8216667aa59f330,2549762,2525623,3055587,2549762_2525623
401611,4,880,S,ML,37.318919,-121.940307,3.0291471679365e-05,1,667ab516457ca0f59809e6ba8c230a5c,2094084,2003005,2109563,2094084_2003005
401612,4,4,W,ML,38.004852,-122.038828,4.4756798193672e-05,1,f5624931f8859cb43a89b7f35ca36f7e,3075188,3000064,4121834,3075188_3000064
401613,4,880,N,ML,37.592711,-122.056527,1.59612559138319e-07,1,52ff46a5c7e454a11852414d056e4dbf,2549466,2562596,3055218,2549466_2562596
401614,4,880,S,ML,37.592635,-122.056711,2.59604119549585e-05,1,0775878f01bc7c63b1cd11325e82b78b,2505019,2550371,3004982,2505019_2550371
401615,4,980,E,ML,37.810407,-122.275345,2.16915285690716e-05,1,89a20fb9a12370198a9f00f8c5f99024,2574370,2578536,3091391,2574370_2578536
401617,4,4,E,ML,38.004605,-122.038553,1.0559661497538e-05,1,cea61e758d195448ef5b200a0d3933c0,3044627,3000068,4102565,3044627_3000068
401624,4,101,N,ML,37.947043,-122.513505,2.92511377046897e-05,1,5940632e043e7f2ebf11425883d973d9,5010375,5011381,8011691,5010375_5011381
401629,4,880,N,ML,37.714115,-122.171416,3.10214065116534e-05,1,c616c7af9b746b5d575205fb90826b10,2595474,2533933,3131720,2595474_2533933
401631,4,101,S,ML,37.60296,-122.381221,4.75266439721296e-06,2,172a6270b128cc36026026204b1de248,1506705,1511742,1006799,1506705_1511742
401634,4,101,S,ML,37.601853,-122.379526,1.09291237451944e-05,2,172a6270b128cc36026026204b1de248,1506705,1511742,1006799,1506705_1511742
401637,4,880,S,ML,37.4562,-121.923217,0.0002807552649269,1,31fa49b4df8fd6f3f71a191a3b8372f6,2531420,2125984,3033253,2531420_2125984
401638,4,80,W,ML,38.067752,-122.226796,0.0002107691410862,1,e9dab87f7995a9e29b7434e72b27c98d,3522484,3536145,5056236,3522484_3536145
401639,4,880,N,ML,37.508725,-121.968989,2.39809858182609e-05,1,5da087a8220b394a08c15a51390fb22d,2554752,2596550,3062193,2554752_2596550
401642,4,880,S,ML,37.451227,-121.922218,0.0002688073240738,1,95da7a06617d2ae302a5adb4d7113ce7,2125984,2157285,2160274,2125984_2157285
401643,4,880,N,ML,37.456422,-121.923067,0.0001772780345583,1,6d95698079f468036242a9ae2f3f6296,2099397,2608073,2117225,2099397_2608073
401649,4,101,S,ML,37.483737,-122.182037,3.77152430225341e-05,1,3654b40dd2fb068207d17efab125b210,1514959,1500513,1015869,1514959_1500513
401651,4,101,S,ML,37.508175,-122.249762,6.77036291407742e-06,1,1254dc0ec1c154b4881aee3f12a6114c,1505336,1547625,1005384,1505336_1547625
401652,4,101,N,ML,37.50798,-122.249252,7.23530446004429e-06,1,7f0e6409ec251f745f56cb045cedc0a6,1531166,1525223,1037400,1531166_1525223
401653,4,101,N,ML,37.483811,-122.181671,3.13598579009389e-05,2,8fe0741e023abb5a8f527e42b124e51e,1534158,1538798,1042366,1534158_1538798
401657,4,80,E,ML,37.825581,-122.302794,5.04603337757065e-05,1,bf39e14aed29a2d0277570f83acd46ff,2536667,2583483,3127066,2536667_2583483
401658,4,101,N,ML,37.220762,-121.734732,0.0007601811979999,3,a4d3c3e41fc3a1825e5058f51f54cdf5,2134570,2008870,2176182,2134570_2008870
401662,4,101,N,ML,37.19253,-121.695462,2.52228638593284e-05,1,914993e3d7c0b5d15cf799f973a989fa,2016405,2140210,2155355,2016405_2140210
401663,4,101,N,ML,37.154637,-121.653989,3.80270206152381e-05,1,740e9c13f1b0614ac590f12df8a18fd4,2104075,2148981,2124184,2104075_2148981
401666,4,25,S,ML,36.950307,-121.521775,2.64654178447874e-05,1,75233f325e56205a8a0e0519da07685f,2104751,2135257,2125215,2104751_2135257
401668,4,101,S,ML,37.154503,-121.654348,7.5791816142675e-05,1,ac4539c8f1f10597ccff21b921cc11f9,2049225,2091385,2184011,2049225_2091385
401669,4,101,S,ML,37.220499,-121.734981,6.02148504591133e-05,2,818970f66c819e341cbec70f5a0a8030,2022793,2117056,2138399,2022793_2117056
401671,4,80,E,ML,37.828559,-122.294113,7.56266931942702e-05,1,bf39e14aed29a2d0277570f83acd46ff,2536667,2583483,3127066,2536667_2583483
401673,4,80,W,ML,38.044372,-122.239337,6.81894855776289e-05,1,0a3c4db5ea8e12371dbff7c0f1d343fd,3005180,3051327,4005112,3005180_3051327
401677,4,25,N,ML,36.9526,-121.527113,0.0002018051587212,1,6211f601c5ebe230b8f30024cc9cf32d,2090760,2104751,2104970,2090760_2104751
401678,4,25,S,ML,36.952601,-121.527114,0.0001550668102944,1,6211f601c5ebe230b8f30024cc9cf32d,2090760,2104751,2104970,2090760_2104751
401679,4,25,N,ML,36.950307,-121.521774,1.84653901733587e-05,1,75233f325e56205a8a0e0519da07685f,2104751,2135257,2125215,2104751_2135257
401681,4,24,E,ML,37.890212,-122.17369,1.70680052035914e-06,1,e17d309521ea78fc9ea7cc059b6a9c19,3073191,3051893,4111888,3073191_3051893
401683,4,24,W,ML,37.892591,-122.156901,6.46410239663979e-06,1,0d9f2890161f6c83c31d3e3040a8fe14,3006851,3080064,4006800,3006851_3080064
401684,4,24,E,ML,37.897341,-122.099019,7.85149335027587e-05,1,60397ca3c6f288b5f63d123652955add,3042111,3050314,4047982,3042111_3050314
401686,4,238,S,ML,37.688902,-122.106837,1.84015169340729e-05,1,d054ed67fb6cfd78786700986892579a,2579170,2586141,3138473,2579170_2586141
401687,4,24,E,ML,37.868707,-122.194653,2.52203074483246e-05,1,c6b33427d4612ee165e6b6ce681c1113,3040879,3003567,4098630,3040879_3003567
401689,4,24,W,ML,37.888027,-122.177148,0.0001389611763982,1,ef94b31fe85a84cdb0b9797262561fac,3032242,3077390,4118875,3032242_3077390
401691,4,101,S,ML,37.003565,-121.556793,4.01894977568461e-05,1,99888aa265ca1bac0839eacd4d400553,2128124,2168999,2164139,2128124_2168999
401692,4,24,W,ML,37.897512,-122.10034,1.14624963279838e-05,1,80821f0e183521560ce8b780569cbb2d,3052924,3041075,4063947,3052924_3041075
401693,4,37,W,ML,38.137248,-122.256532,0.0004114745407763,2,645df28bdc6e1f4429378c86089365de,3521005,3522940,5024075,3521005_3522940
401694,4,37,E,ML,38.137738,-122.255984,0.000140311432177,2,16cccec82a46811aa66832933aa41ede,3505422,3538302,5005441,3505422_3538302
401696,4,37,E,ML,38.137205,-122.256577,0.000473671655999,2,52fdf3ba22d15ee4be4b3bc4f1923cee,3517907,3505422,5019916,3517907_3505422
401698,4,80,W,ML,37.836566,-122.296138,6.14368510801578e-05,1,e0f8a9be8f36933b93e37c4034dbb282,2540517,2554289,3149471,2540517_2554289
401699,4,37,W,ML,38.141954,-122.246347,0.0004120122061732,1,2e741b59b239e3f876ef4df89e5f5dbe,3510661,3525492,5011172,3510661_3525492
401700,4,37,W,ML,38.137782,-122.255936,0.0002054266243646,2,645df28bdc6e1f4429378c86089365de,3521005,3522940,5024075,3521005_3522940
401701,4,37,E,ML,38.14186,-122.246347,0.0003624029664382,1,f09aabf13cbf02001e1e370a0b29d52b,3538302,3518014,5057877,3538302_3518014
401702,4,37,E,ML,38.123781,-122.271749,9.17420266407773e-05,1,673e3baf7d2c5d7fbc1f2d34edcae396,3521494,3517907,5024771,3521494_3517907
401703,4,37,W,ML,38.123853,-122.271793,0.0001809137381432,1,11fe7b18bfbda0f3836958ee830ea948,3504313,3506828,5004305,3504313_3506828
401704,4,37,W,ML,38.121697,-122.277273,0.0001082821907867,1,1ce4068853386bb3cb949e1e6044844a,3506828,3528512,5006926,3506828_3528512
401714,4,880,S,ML,37.800363,-122.279928,3.82475317783814e-05,1,8b8bc1cd59d96246a5be52d450cb2cb5,2575184,2591046,3092715,2575184_2591046
401716,4,880,S,ML,37.607967,-122.067645,2.7045184717467e-05,1,a76e5d7afe487513999d25dd5f29c474,2584626,2592869,3111133,2584626_2592869
401720,4,680,S,ML,38.002087,-122.078951,1.61342369787033e-05,1,4984b3afb4f8913ea3e7302c29e595d1,3033216,3024246,4036430,3033216_3024246
401722,4,680,S,ML,37.720856,-121.938337,1.13730402451787e-05,1,6354c728722ad860f80180cbf6b365c3,2557598,2517361,3066038,2557598_2517361
401724,4,680,N,ML,37.849917,-122.028521,6.71701630317736e-05,1,954b252f9806229bea85cf67355e5b28,3059077,3042424,4074247,3059077_3042424
401728,4,101,S,ML,38.348778,-122.71317,2.24853840498977e-05,1,a22a8826c443502968f7db8ad02b6590,4506546,4541049,7043272,4506546_4541049
401744,4,680,S,ML,37.84987,-122.028746,0.0001043474709374,1,368efdb25ae653e144c2fbbd87ea8cc4,3025517,3062365,4027071,3025517_3062365
401746,4,24,E,ML,37.892433,-122.167031,6.72279042344477e-06,1,e17d309521ea78fc9ea7cc059b6a9c19,3073191,3051893,4111888,3073191_3051893
401748,4,680,S,ML,37.967137,-122.057083,1.21694476666168e-05,1,788143dd78c575dd32d14dcbe6be9e34,3032602,3080048,4059973,3032602_3080048
401756,4,4,W,ML,37.995123,-122.068515,1.79186457503327e-05,1,460f9cf9e451563686cae73b97daeba8,3031874,3019271,4034720,3031874_3019271
401758,4,101,N,ML,38.350146,-122.712965,1.6524375995857e-05,1,02eff7da4c5bb9442a83936632004b95,4500852,4543180,7000841,4500852_4543180
401762,4,680,N,ML,37.942855,-122.05913,3.61810442271917e-05,2,2e896afcd6cfbc42fa0dae4fb6dd1c1a,3022048,3077620,4023110,3022048_3077620
401766,4,101,S,ML,38.346899,-122.713127,2.27126497705504e-05,1,e1287d67a02ac9d545721884aa23d15a,4541049,4539388,7060297,4541049_4539388
401768,4,680,N,ML,38.020646,-122.100069,5.09344637001442e-05,1,de88db51b70442c8c44114280d0b633f,3075927,3015825,4110496,3075927_3015825
401770,4,680,N,ML,37.947233,-122.057213,5.77217421444347e-06,1,2e896afcd6cfbc42fa0dae4fb6dd1c1a,3022048,3077620,4023110,3022048_3077620
401778,4,680,N,ML,37.943954,-122.05866,2.96797987115006e-05,2,2e896afcd6cfbc42fa0dae4fb6dd1c1a,3022048,3077620,4023110,3022048_3077620
401780,4,680,N,ML,38.002078,-122.078721,2.90463818018697e-05,1,d52f531cd34ffa9b3ca345b0d34deed5,3074109,3052714,4105781,3074109_3052714
401781,4,80,E,ML,38.218378,-122.135157,1.47360370258044e-05,1,05e2c8efdec030bf1e2a7a3cafb1e9c3,3501479,3529472,5001451,3501479_3529472
401782,4,80,W,ML,38.220082,-122.133174,1.3754862253378e-05,1,707f3d387348819cbeeba99373594555,3523054,3522105,5026983,3523054_3522105
401784,4,80,E,ML,38.223534,-122.127613,6.38708979173283e-06,1,e4a8978f409f5a8d6f6653659a296b56,3531612,3515660,5054949,3531612_3515660
401785,4,80,W,ML,38.223755,-122.127691,3.13178646343857e-05,1,04d4ef0de837e01712ad18aa356ecb79,3501215,3523054,5001188,3501215_3523054
401786,4,80,W,ML,38.227238,-122.121552,3.90871096876369e-06,1,94235d1e10256f0778c9bd87714c1067,3528451,3501215,5035495,3528451_3501215
401787,4,80,E,ML,38.227089,-122.121342,1.72973295069532e-06,1,4712df136906fad88bbdc7d3f156cea7,3515660,3503154,5017077,3515660_3503154
401788,4,80,W,ML,38.230959,-122.113197,2.28031693616942e-05,1,d06c725ce1a141372c2bf233c8df0949,3535634,3528451,5050141,3535634_3528451
401789,4,80,E,ML,38.23082,-122.113024,1.24279568236749e-05,1,2060be40c87214af8efe3be5aa31fbe2,3503154,3538426,5007724,3503154_3538426
401790,4,80,W,ML,38.234207,-122.105771,4.18694939646048e-06,1,a72eef4873955fd29784f31763779108,3531046,3535634,5040164,3531046_3535634
401791,4,80,E,ML,38.233999,-122.105578,3.66673953809491e-05,1,f2529eeb1fc66ff783ca6e80f766a537,3538426,3538494,5058288,3538426_3538494
401793,4,80,E,ML,38.046061,-122.236703,4.18146522163752e-05,1,653d9eb97fe4fec97526627d5065ad84,3043909,3011998,4050471,3043909_3011998
401794,4,680,S,ML,37.875054,-122.045272,8.54553179678595e-05,3,c773061dde7a4a73dcde55885c251e2b,3071355,3066914,4098995,3071355_3066914
401796,4,29,N,ML,38.321776,-122.309316,0.0003431366269294,1,d2f1bcc160d1c755206bddb748a8e35d,4009987,4008154,6014336,4009987_4008154
401797,4,29,S,ML,38.321719,-122.309541,0.0003542094514441,1,b1330b0a11378be1d205662a17f19e84,4005948,4010700,6011952,4005948_4010700
401798,4,29,S,ML,38.317605,-122.307867,0.0001743669815444,1,b1330b0a11378be1d205662a17f19e84,4005948,4010700,6011952,4005948_4010700
401799,4,29,N,ML,38.317645,-122.307697,0.0001958570282064,1,d2f1bcc160d1c755206bddb748a8e35d,4009987,4008154,6014336,4009987_4008154
401800,4,84,E,ML,37.525232,-122.098805,0.0021996053525876,3,c92942e21cd829343976bdda1180b4f3,1542789,2598953,3133722,1542789_2598953
401810,4,280,N,ML,37.32592,-121.883989,6.43065677255862e-05,1,924767c22b9bc79076c8cf5930f731a8,2123811,2065156,2156426,2123811_2065156
401816,4,87,S,ML,37.37116,-121.926885,0.0013105187951732,1,6375edeb56f621007519062cbdf3999f,2091826,2164883,2106407,2091826_2164883
401819,4,101,N,ML,37.77007,-122.419351,0.0032159618192045,4,ec18d02645680aa94082a6756bce76a9,1010863,1015850,37676,1010863_1015850
401820,4,101,S,ML,37.769613,-122.416876,0.0007288718725554,3,9122ea88b3ec72593c1da39a57da24dc,1011097,1021652,23277,1011097_1021652
401825,4,4,W,ML,38.019902,-121.901355,0.000817183136539,2,bb17d7ec990e235f2038d73d1bedb2b5,3068686,3077139,4092854,3068686_3077139
401826,4,4,E,ML,38.01981,-121.90176,0.0009003647925051,3,44df4cf2dcf91ffffdf118ad8e599d27,3031389,3073906,4034115,3031389_3073906
401828,4,4,E,ML,38.018867,-121.897141,6.36982718791463e-05,1,44df4cf2dcf91ffffdf118ad8e599d27,3031389,3073906,4034115,3031389_3073906
401829,4,4,E,ML,38.016161,-121.886863,3.04940502961338e-05,1,d41069cf1e32cc42da4158bee9f8975c,3073906,3015124,4105233,3073906_3015124
401830,4,4,W,ML,38.013862,-121.875409,7.10477042048153e-05,1,79281980a509d29eab53e36d316c43fa,3050631,3068686,4060322,3050631_3068686
401831,4,101,S,ML,37.521616,-122.264949,6.60763124997482e-06,1,af771e96f216b31e69c92d3de7dd38f0,1535373,1541772,1051824,1535373_1541772
401832,4,101,N,ML,37.515299,-122.25749,3.79376332698582e-05,1,62306d1576c45f72f36645973f1c69c9,1525223,1539372,1028831,1525223_1539372
401833,4,101,N,ML,37.496527,-122.233527,6.46969971081833e-06,1,e9122bc84c88daed455e34908e4a04b7,1541487,1545828,1068847,1541487_1545828
401834,4,101,N,ML,37.496129,-122.232158,7.57929873005632e-06,1,e9122bc84c88daed455e34908e4a04b7,1541487,1545828,1068847,1541487_1545828
401835,4,101,N,ML,37.491388,-122.218882,4.30223204619949e-06,1,806202e10122b532d5593c79afb9ab71,1531414,1541487,1037799,1531414_1541487
401837,4,101,S,ML,37.490595,-122.217518,4.34454525365322e-05,1,b734b5de97854d016e91f5a92b682287,1540426,1514959,1054098,1540426_1514959
401840,4,680,S,ML,37.886101,-122.055836,2.72169683641632e-05,2,572191a29467189d636c3d9acf9a4e1a,3038607,3071355,4043277,3038607_3071355
401841,4,238,N,ML,37.689198,-122.10708,2.6086484597366e-05,1,ab5b084375d0ab4d529165545937a3d7,2587030,2599317,3113802,2587030_2599317
401845,4,280,N,ML,37.332668,-122.060628,2.67429563792175e-05,1,df323ebd069cf87c000bb83fb2db7b57,2106183,2146914,2238191,2106183_2146914
401846,4,280,S,ML,37.332482,-122.060617,2.89065922864057e-06,1,579dea6f8d80d55188d59de9efd60fb6,2082587,2089108,2093765,2082587_2089108
401851,4,580,W,ML,37.701673,-121.883255,1.98344360884291e-05,1,93452529976f208c5a28a3e56bb53a2a,2578254,2521226,3097873,2578254_2521226
401852,4,580,E,ML,37.701391,-121.883264,2.81263401517878e-06,1,8031c3f28401577839f7baac98227db3,2570443,2567791,3085048,2570443_2567791
401853,4,580,W,ML,37.70123,-122.037919,0.000386616081085,1,5c616d3dc2cb03621c0c675b2cf1ddfd,2554124,2507020,3061347,2554124_2507020
401854,4,580,E,ML,37.70096,-122.03778,0.0005566191474708,1,938c68a310a82732237c1a7bb9940812,2578355,2589017,3098054,2578355_2589017
401855,4,580,W,ML,37.721256,-122.134811,9.63948630841286e-05,1,3cec5df45a9e2ed3f7e9e6b231a4dc9a,2537598,2593478,3040508,2537598_2593478
401856,4,580,E,ML,37.721144,-122.135,4.33674810669747e-05,1,e412c72a6f78a16627c8d74bb8cec7fc,2603146,2518675,3151587,2603146_2518675
401857,4,580,W,ML,37.763173,-122.149746,0.0011643406391908,2,28bb7d4054d4da2fda957bd8f7100811,2526000,2572619,3027113,2526000_2572619
401858,4,580,E,ML,37.763133,-122.149977,0.0014327292587067,2,882f772b8b1862ed9610dccf11e4c24e,2573758,2550226,3090414,2573758_2550226
401859,4,101,N,ML,37.521719,-122.264813,6.50458099216e-06,1,afd6146b0f10a8bc009a935a2a6c293b,1539372,1518992,1051932,1539372_1518992
401860,4,101,S,ML,37.495989,-122.23223,5.03341505348388e-06,1,f7864c506dc4c098425ff01211dff46a,1504225,1515537,1073158,1504225_1515537
401861,4,101,S,ML,37.496473,-122.233944,8.94900660416136e-06,1,f7864c506dc4c098425ff01211dff46a,1504225,1515537,1073158,1504225_1515537
401868,4,101,S,ML,37.514523,-122.256924,3.50823956888021e-06,1,1254dc0ec1c154b4881aee3f12a6114c,1505336,1547625,1005384,1505336_1547625
401869,4,101,N,ML,37.518081,-122.260663,1.94806018738437e-05,1,62306d1576c45f72f36645973f1c69c9,1525223,1539372,1028831,1525223_1539372
401870,4,101,S,ML,37.517958,-122.26082,4.10815471425367e-06,1,1254dc0ec1c154b4881aee3f12a6114c,1505336,1547625,1005384,1505336_1547625
401871,4,880,N,ML,37.707384,-122.161886,4.66571042826471e-05,1,3bbb726f5deaa6db441f68080aa551e1,2536949,2570335,3039721,2536949_2570335
401872,4,101,N,ML,37.484232,-122.183031,1.8737326972902e-05,2,8fe0741e023abb5a8f527e42b124e51e,1534158,1538798,1042366,1534158_1538798
401874,4,101,N,ML,37.487321,-122.203433,4.65436290951403e-06,2,ac2f13abe5b3d2ea101ab58459d957aa,1538798,1501043,1050814,1538798_1501043
401875,4,101,S,ML,37.487195,-122.203699,4.29798750447349e-06,2,3654b40dd2fb068207d17efab125b210,1514959,1500513,1015869,1514959_1500513
401877,4,80,W,ML,38.335912,-122.017281,3.48655686848208e-05,1,11e6eeb964a9ade9fa88e5e04ccdf547,3504290,3506444,5004284,3504290_3506444
401879,4,80,E,ML,38.259621,-122.061166,3.05111671635259e-05,2,acea9873851820bb7545da6516fa1674,3515815,3506313,5041579,3515815_3506313
401880,4,85,N,ML,37.24082,-121.778693,6.6304696904075e-05,1,05029675c0225b80a37278e13035dc9b,2005426,2160130,2005378,2005426_2160130
401881,4,101,S,ML,37.241836,-121.769232,3.51083496399385e-05,1,73908b703b05255dd9fe00a20914205f,2103727,2121837,2123676,2103727_2121837
401883,4,101,S,ML,37.512813,-122.254967,2.05883252672298e-05,1,1254dc0ec1c154b4881aee3f12a6114c,1505336,1547625,1005384,1505336_1547625
401888,4,880,N,ML,37.541569,-122.018846,6.08667396693114e-05,1,c53172138488b61cd039f26ef91c2e2a,2595221,2578287,3131135,2595221_2578287
401890,4,101,N,ML,37.343447,-121.855539,5.35950437494581e-06,1,97c4bee7f937337363442dc13d5b689d,2127094,2127786,2162238,2127094_2127786
401891,4,101,S,ML,37.343293,-121.855795,3.58662241465249e-05,1,6b86fbf3ef71d49156fdade92506c23f,2040481,2040383,2114997,2040481_2040383
401892,4,80,E,ML,37.824658,-122.307909,1.84428640175507e-05,1,9228c72ab8eaf319fcb79c525aebe2ca,2577832,2536667,3097162,2577832_2536667
401893,4,80,E,FF,37.824658,-122.307909,0.016869562600899,6,9228c72ab8eaf319fcb79c525aebe2ca,2577832,2536667,3097162,2577832_2536667
401894,4,80,W,ML,37.959017,-122.33077,0.0003290574841348,3,f278b4aca20da2c831169c28f84d7620,3021213,3036831,4120358,3021213_3036831
401895,4,80,E,ML,37.959098,-122.33058,0.0002850399676891,4,6e6ffb07cce3ceb9e67079ba89dcfc7f,3011756,3065660,4054968,3011756_3065660
401896,4,980,E,ML,37.817758,-122.269915,1.99725132548374e-05,1,e507328760c0fe7f2e780b9487b8af50,2519325,2554454,3152207,2519325_2554454
401897,4,980,E,FF,37.817758,-122.269915,0.0193029256544602,1,e507328760c0fe7f2e780b9487b8af50,2519325,2554454,3152207,2519325_2554454
401900,4,80,W,ML,37.88833,-122.30909,8.09170542441116e-05,1,cd32266b39516dd9ce41bb6e0d70a282,2511680,2534865,3136447,2511680_2534865
401901,4,80,E,ML,37.884846,-122.30863,6.95761808165633e-05,1,5282b78ba8ab58f32dde41cd7e58b968,2549215,2601035,3054893,2549215_2601035
401911,4,980,W,ML,37.818437,-122.27017,8.19830791912522e-06,1,9c05c021529ccb5c7d93f187b08c9a23,2558170,2607769,3103678,2558170_2607769
401913,4,101,S,ML,37.482728,-122.179403,4.40003420179648e-05,1,01bd71dec90941ffd0ba8a8b81d42e24,1500513,1536623,1000512,1500513_1536623
401917,4,680,N,ML,37.736265,-121.949884,0.0003836727892038,2,f1c529d2b90c7f2a94f3bf2f6130c235,3079048,3042537,4120008,3079048_3042537
401918,4,680,S,ML,37.736222,-121.95013,6.44895258495306e-05,1,c8d4fa71f4d8a4b8bf4d01ed55f4869a,3071646,3011597,4099696,3071646_3011597
401923,4,80,W,ML,38.364998,-121.963981,3.62363075425567e-05,1,696080d5872b78122c67ea05cc3b2449,3521863,3506849,5025273,3521863_3506849
401924,4,680,N,ML,37.853385,-122.02894,3.85639007986162e-05,1,e25241623e5d1fa4c74aa32c7485a107,3042424,3019848,4112246,3042424_3019848
401925,4,680,S,ML,37.853324,-122.029154,8.29754773457563e-05,1,bc0833ec8395813474552bd5b50bb50d,3057428,3025517,4093331,3057428_3025517
401926,4,101,S,ML,37.411999,-122.078452,1.93258179333582e-05,1,bf05ee9a49ff6346c59eb114f02c1d3f,2147711,2050282,2203962,2147711_2050282
401927,4,101,N,ML,37.483144,-122.17985,6.57205895252687e-05,1,7e61d6ce13dfbde4e3f11c5ed9384459,1507972,1534158,1037174,1507972_1534158
401929,4,101,N,ML,37.503896,-122.244641,1.83913449137113e-05,1,7f0e6409ec251f745f56cb045cedc0a6,1531166,1525223,1037400,1531166_1525223
401934,4,101,N,ML,37.73437,-122.406177,3.57392231695715e-06,1,749648614284a218eda4ebc4d8b1cb6c,1007868,1024155,18736,1007868_1024155
401936,4,101,S,ML,37.407282,-122.06515,4.92094478281048e-06,1,fd035c9697920643a8abdd558b1601a9,2163931,2140596,2270219,2163931_2140596
401943,4,280,S,ML,37.322361,-121.8978,4.74295140595404e-05,2,005586c0c986e59d4dcd979513f7e8e6,2000391,2053861,2000384,2000391_2053861
401949,4,101,N,ML,37.414582,-122.083368,1.17986569426321e-05,1,43655ef563ceb468f556edf4c87d4cb5,2013936,2098051,2072120,2013936_2098051
401951,4,4,W,ML,37.992454,-122.076392,3.25167880507392e-05,2,460f9cf9e451563686cae73b97daeba8,3031874,3019271,4034720,3031874_3019271
401952,4,4,E,ML,37.992177,-122.076479,3.83782519805696e-05,1,0204edb131501915070eae3798cd73be,3001005,3022815,4000985,3001005_3022815
401954,4,4,E,ML,38.011247,-121.864952,4.20482972307191e-06,1,c928ce9dffc9cb55547832b0f1154587,3057700,3061774,4099843,3057700_3061774
401957,4,87,N,ML,37.270311,-121.861079,0.0002087925879543,1,6275189430e057eafad9a3283a66cb16,2091063,2012193,2105379,2091063_2012193
401958,4,87,S,ML,37.270209,-121.860998,0.0003203709162681,1,51d5da6b2a71e43ca85e8687b8f087ec,2077856,2103761,2087550,2077856_2103761
401994,4,101,N,ML,37.385523,-121.975872,1.02938079475313e-05,1,9ee8bdf8bfa4477f03731c433a709d3f,2012122,2116866,2169886,2012122_2116866
401997,4,101,N,ML,37.398597,-122.025693,7.87796523343345e-06,1,325f08e5f0dc33104999a21d4838b9b6,2050612,2159097,2053928,2050612_2159097
401999,4,680,S,ML,37.832159,-122.004898,4.66475908740026e-05,2,498cca260dc0b574fe619890a7caa025,3033231,3045454,4036448,3033231_3045454
402000,4,101,S,ML,37.419828,-122.091045,1.95264123054275e-06,1,227b0d568b4d7897f92ac50da44b21f4,2034624,2069159,2036989,2034624_2069159
402007,4,580,W,ML,37.701136,-121.819792,1.67642872127788e-05,1,a23e3fab641c888e6b97f648e9edd669,2583805,2556855,3107714,2583805_2556855
402012,4,580,W,ML,37.698503,-121.937095,0.0003223586531378,1,8b9b7126e275016f21c418685c3dba2c,2575209,2550848,3092753,2575209_2550848
402015,4,580,E,ML,37.698211,-121.934682,0.0005322683999534,1,6d7e0788ca4e4dca71fb7cd6ec546380,2562266,2517289,3072750,2562266_2517289
402016,4,580,W,ML,37.70183,-121.90489,6.97413845047594e-06,1,65af4d7f984466b88ecdf15f08301963,2535836,2538804,3067636,2535836_2538804
402017,4,580,E,ML,37.701638,-121.912277,2.70377278758327e-05,3,3483f6d1f2c3736c34f130b45d8c913b,2532913,2592939,3034980,2532913_2592939
402019,4,580,W,ML,37.701573,-121.871745,2.07948206881062e-06,2,ca33f75a6710379804cf7928590f9a5f,2596621,2579104,3134413,2596621_2579104
402020,4,580,W,ML,37.701578,-121.872112,2.78145529147466e-06,2,ca33f75a6710379804cf7928590f9a5f,2596621,2579104,3134413,2596621_2579104
