line_name,description,total_boarding,total_hour_cap,tm2_mode,line_mode,headway,fare_system
17_alliance_713_AM_d0_s2129,Bayshore Technology Park,0,56.25,14,o,48.0,46
17_alliance_714_AM_d0_s2124,Burlingame-North BART/Caltrain,0,90.0,14,o,30.0,46
17_alliance_715_AM_d0_s2134,Burlingame-Bayside BART/Caltrain,0,56.25,14,o,48.0,46
17_alliance_716_AM_d0_s2130,Brisbane-Crocker Park BART/Caltrain,0,112.5,14,o,24.0,46
17_alliance_717_AM_d0_s2136,Foster City-North BART/Caltrain,0,90.0,14,o,30.0,46
17_alliance_718_AM_d0_s2126,Foster City-Lincoln Centre Caltrain,0,45.0,14,o,60.0,46
17_alliance_719_AM_d0_s2142,Redwood City-Midpoint Caltrain,0,67.5,14,o,40.0,46
17_alliance_720_AM_d0_s2143,Redwood City-Seaport Centre Caltrain,0,79.41176470588235,14,o,34.0,46
17_alliance_721_AM_d0_s2144,San Mateo-Campus Drive Caltrain,0,56.25,14,o,48.0,46
17_alliance_722_AM_d0_s2127,San Mateo-Mariners' Island Caltrain,0,56.25,14,o,48.0,46
17_alliance_723_AM_d0_s2141,San Mateo-Norfolk Caltrain,0,67.5,14,o,40.0,46
17_caltrain-ca-us_193_AM_d0_s484,Bullet,0,1444.0,130,i,60.0,3
17_caltrain-ca-us_193_AM_d1_s482,Bullet,0,1805.0,130,i,48.0,3
17_caltrain-ca-us_194_AM_d0_s484,Limited,0,3332.3076923076924,130,i,26.0,3
17_caltrain-ca-us_194_AM_d1_s483,Limited,0,3610.0,130,i,24.0,3
17_caltrain-ca-us_195_AM_d0_s484,Local,0,361.0,130,i,240.0,3
17_caltrain-ca-us_195_AM_d1_s482,Local,0,361.0,130,i,240.0,3
19_175_495_AM_d0_s1508,Russian River Area_ Forestville_ Sebastopol_ Santa,0,47.25,63,o,80.0,7
19_175_495_AM_d1_s1499,Russian River Area_ Forestville_ Sebastopol_ Santa,0,31.5,63,o,120.0,7
19_175_496_AM_d0_s1511,Sebastopol_ Santa Rosa,0,31.5,63,o,120.0,7
19_175_496_AM_d1_s1463,Sebastopol_ Santa Rosa,0,31.5,63,o,120.0,7
19_175_497_AM_d0_s1489,Sebastopol_ Rohnert Park_ Cotati,0,47.25,63,o,80.0,7
19_175_497_AM_d1_s1500,Sebastopol_ Rohnert Park_ Cotati,0,31.5,63,o,120.0,7
19_175_498_AM_d0_s1520,Santa Rosa_ Sonoma Valley,0,31.5,63,o,120.0,7
19_175_498_AM_d1_s1487,Santa Rosa_ Sonoma Valley,0,31.5,63,o,120.0,7
19_175_500_AM_d0_s1514,Sonoma_ Petaluma,0,31.5,63,o,120.0,7
19_175_500_AM_d1_s1547,Sonoma_ Petaluma,0,31.5,63,o,120.0,7
19_175_501_AM_d0_s1554,Santa Rosa_ Industry West Business Park,0,31.5,63,o,120.0,7
19_175_501_AM_d1_s1543,Santa Rosa_ Industry West Business Park,0,47.25,63,o,80.0,7
19_175_502_AM_d0_s1464,Petaluma JC_ SSU_ Santa Rosa,0,47.25,63,o,80.0,7
19_175_502_AM_d1_s1470,Petaluma JC_ SSU_ Santa Rosa,0,63.0,63,o,60.0,7
19_175_503_AM_d0_s1466,Santa Rosa_ Sonoma State University,0,15.75,63,o,240.0,7
19_175_503_AM_d1_s1557,Santa Rosa_ Sonoma State University,0,15.75,63,o,240.0,7
19_175_504_AM_d0_s1506,Petaluma_ Rohnert Park_ Cotati_ Santa Rosa,0,47.25,63,o,80.0,7
19_175_504_AM_d1_s1509,Petaluma_ Rohnert Park_ Cotati_ Santa Rosa,0,47.25,63,o,80.0,7
19_175_505_AM_d0_s1468,Cloverdale_ Healdsburg_ Windsor_ Santa Rosa,0,63.0,63,o,60.0,7
19_175_505_AM_d1_s1479,Cloverdale_ Healdsburg_ Windsor_ Santa Rosa,0,78.75,63,o,48.0,7
19_175_506_AM_d0_s1530,Santa Rosa_ County Airport_ Windsor,0,47.25,63,o,80.0,7
19_175_506_AM_d1_s1524,Santa Rosa_ County Airport_ Windsor,0,47.25,63,o,80.0,7
19_175_507_AM_d0_s1512,Cotati_ Rohnert Park_ Sonoma State University,0,63.0,63,o,60.0,7
19_175_508_AM_d0_s1510,Northern Rohnert Park,0,47.25,63,o,80.0,7
19_175_509_AM_d0_s1525,Northern Rohnert Park,0,31.5,63,o,120.0,7
19_175_510_AM_d0_s1477,Sebastopol Shuttle,0,31.5,63,o,120.0,7
19_175_511_AM_d0_s1467,Guerneville_ Monte Rio,0,31.5,63,o,120.0,7
19_175_512_AM_d0_s1541,Sonoma Valley,0,47.25,63,o,80.0,7
19_175_512_AM_d1_s1561,Sonoma Valley,0,47.25,63,o,80.0,7
19_175_513_AM_d0_s1459,Windsor Shuttle,0,47.25,63,o,80.0,7
19_175_515_AM_d0_s1462,Cotati_ Rohnert Park Schools,0,15.75,63,o,240.0,7
19_175_516_AM_d0_s1505,Cotati_ Rohnert Park Schools,0,15.75,63,o,240.0,7
19_175_517_AM_d0_s1521,Cotati_ Rohnert Park Schools,0,15.75,63,o,240.0,7
19_175_518_AM_d0_s1480,Russian River Area_ Forestville_ Sebastopol_ Santa,0,15.75,63,o,240.0,7
19_175_519_AM_d0_s1486,Santa Rosa_ Sonoma,0,15.75,63,o,240.0,7
19_175_520_AM_d1_s1485,Santa Rosa_ Glen Ellen_ Sonoma,0,15.75,63,o,240.0,7
19_175_521_AM_d0_s1513,Santa Rosa_ Rohnert Park_ Petaluma,0,31.5,63,o,120.0,7
19_175_522_AM_d0_s1475,Santa Rosa_ Windsor_ Healdsburg_ Cloverdale,0,15.75,63,o,240.0,7
19_175_522_AM_d1_s1503,Santa Rosa_ Windsor_ Healdsburg_ Cloverdale,0,15.75,63,o,240.0,7
19_175_523_AM_d0_s1540,Healdsburg Shuttle,0,63.0,63,o,60.0,7
19_183_514_AM_d0_s1460,Cloverdale Shuttle,0,47.25,63,o,80.0,7
1_SRCityBus_464_AM_d1_s1413,9 Sebastopol Rd,0,145.3846153846154,66,A,26.0,33
1_SRCityBus_465_AM_d1_s1397,10 Coddingtown,0,126.0,66,A,30.0,33
1_SRCityBus_466_AM_d1_s1398,11 Fulton Rd,0,126.0,66,A,30.0,33
1_SRCityBus_467_AM_d1_s1399,12 Roseland,0,145.3846153846154,66,A,26.0,33
1_SRCityBus_468_AM_d1_s1400,14 County Center,0,145.3846153846154,66,A,26.0,33
1_SRCityBus_469_AM_d1_s1401,15 Stony Point Rd,0,63.0,66,A,60.0,33
1_SRCityBus_470_AM_d1_s1402,17 Piner Rd,0,78.75,66,A,48.0,33
1_SRCityBus_471_AM_d1_s1403,18 Southeast Circulator,0,47.25,66,A,80.0,33
1_SRCityBus_472_AM_d1_s1404,19 South City Connector,0,145.3846153846154,66,A,26.0,33
1_SRCityBus_473_AM_d1_s1405,1 Mendocino Ave,0,111.17647058823529,66,A,34.0,33
1_SRCityBus_474_AM_d1_s1406,2 Bennett Valley,0,78.75,66,A,48.0,33
1_SRCityBus_475_AM_d1_s1407,3 West Ninth St,0,126.0,66,A,30.0,33
1_SRCityBus_476_AM_d1_s1408,4 Rincon Valley,0,63.0,66,A,60.0,33
1_SRCityBus_477_AM_d1_s1409,5 Santa Rosa Ave,0,126.0,66,A,30.0,33
1_SRCityBus_478_AM_d1_s1410,6 West Third St,0,94.5,66,A,40.0,33
1_SRCityBus_479_AM_d1_s1411,7 Montgomery Village / Rincon Valley,0,78.75,66,A,48.0,33
1_SRCityBus_480_AM_d1_s1412,8 Sonoma Ave,0,126.0,66,A,30.0,33
20__257_AM_d0_s668,Larkspur - San Francisco Ferry,0,562.5,101,n,48.0,19
20__257_AM_d1_s669,Larkspur - San Francisco Ferry,0,794.1176470588235,101,n,34.0,19
20__258_AM_d0_s670,Sausalito - San Francisco Ferry,0,112.5,101,n,240.0,20
20__258_AM_d1_s671,Sausalito - San Francisco Ferry,0,225.0,101,n,120.0,20
21_267_676_AM_d0_s2058,nan,0,31.5,68,B,120.0,47
21_267_677_AM_d0_s2049,nan,0,47.25,68,B,80.0,47
21_267_678_AM_d0_s2050,nan,0,126.0,68,B,30.0,47
21_267_678_AM_d1_s2055,nan,0,126.0,68,B,30.0,47
21_267_679_AM_d0_s2052,nan,0,63.0,68,B,60.0,47
21_267_680_AM_d0_s2048,nan,0,63.0,68,B,60.0,47
21_267_681_AM_d0_s2054,nan,0,126.0,68,B,30.0,47
21_267_681_AM_d1_s2053,nan,0,126.0,68,B,30.0,47
21_267_682_AM_d0_s2063,nan,0,47.25,68,B,80.0,47
21_267_683_AM_d0_s2043,nan,0,15.75,68,B,240.0,47
21_267_685_AM_d0_s2051,nan,0,15.75,68,B,240.0,47
22_SFMTA_302_AM_d0_s798,Clement,0,290.7692307692308,20,y,13.0,25
22_SFMTA_302_AM_d1_s800,Clement,0,315.0,20,y,12.0,25
22_SFMTA_303_AM_d0_s799,Jackson,0,252.0,20,y,15.0,25
22_SFMTA_303_AM_d1_s802,Jackson,0,252.0,20,y,15.0,25
22_SFMTA_304_AM_d0_s808,FULTON,0,756.0,20,y,5.0,25
22_SFMTA_304_AM_d1_s814,FULTON,0,540.0,20,y,7.0,25
22_SFMTA_305_AM_d0_s816,PARNASSUS,0,315.0,20,y,12.0,25
22_SFMTA_305_AM_d1_s819,PARNASSUS,0,378.0,20,y,10.0,25
22_SFMTA_306_AM_d0_s841,Townsend,0,236.25,20,y,16.0,25
22_SFMTA_306_AM_d1_s845,Townsend,0,315.0,20,y,12.0,25
22_SFMTA_307_AM_d0_s843,FOLSOM/PACIFIC,0,189.0,20,y,20.0,25
22_SFMTA_307_AM_d1_s846,FOLSOM/PACIFIC,0,210.0,20,y,18.0,25
22_SFMTA_308_AM_d0_s900,19TH AVENUE,0,343.6363636363636,20,y,11.0,25
22_SFMTA_308_AM_d1_s903,19TH AVENUE,0,378.0,20,y,10.0,25
22_SFMTA_309_AM_d0_s902,19TH AVENUE Rapid,0,210.0,20,y,18.0,25
22_SFMTA_309_AM_d1_s905,19TH AVENUE Rapid,0,157.5,20,y,24.0,25
22_SFMTA_310_AM_d0_s920,STOCKTON,0,1128.0,20,y,5.0,25
22_SFMTA_310_AM_d1_s928,STOCKTON,0,940.0,20,y,6.0,25
22_SFMTA_311_AM_d1_s1071,BALBOA A EXPRESS,0,222.35294117647058,20,y,17.0,25
22_SFMTA_312_AM_d1_s1072,BALBOA B EXPRESS,0,236.25,20,y,16.0,25
22_SFMTA_313_AM_d1_s1069,CALIFORNIA A EXPRESS,0,290.7692307692308,20,y,13.0,25
22_SFMTA_314_AM_d1_s1070,CALIFORNIA B EXPRESS,0,564.0,20,y,10.0,25
22_SFMTA_315_AM_d1_s1073,GEARY A EXPRESS,0,180.0,20,y,21.0,25
22_SFMTA_316_AM_d1_s1074,GEARY B EXPRESS,0,180.0,20,y,21.0,25
22_SFMTA_317_AM_d0_s925,STOCKTON - UNION,0,540.0,20,y,7.0,25
22_SFMTA_317_AM_d1_s933,STOCKTON - UNION,0,472.5,20,y,8.0,25
22_SFMTA_318_AM_d0_s809,FULTON RAPID,0,630.0,20,y,6.0,25
22_SFMTA_318_AM_d1_s815,FULTON RAPID,0,630.0,20,y,6.0,25
22_SFMTA_319_AM_d0_s1019,nan,0,420.0,21,v,9.0,26
22_SFMTA_319_AM_d1_s1024,nan,0,378.0,21,v,10.0,26
22_SFMTA_320_AM_d0_s1021,nan,0,420.0,21,v,9.0,26
22_SFMTA_320_AM_d1_s1026,nan,0,378.0,21,v,10.0,26
22_SFMTA_321_AM_d0_s817,HAIGHT - NORIEGA,0,315.0,20,y,12.0,25
22_SFMTA_321_AM_d1_s820,HAIGHT - NORIEGA,0,189.0,20,y,20.0,25
22_SFMTA_322_AM_d1_s821,NORIEGA RAPID,0,157.5,20,y,24.0,25
22_SFMTA_323_AM_d0_s793,CALIFORNIA,0,945.0,20,y,4.0,25
22_SFMTA_323_AM_d1_s796,CALIFORNIA,0,945.0,20,y,4.0,25
22_SFMTA_324_AM_d0_s850,MISSION,0,805.7142857142857,20,y,7.0,25
22_SFMTA_324_AM_d1_s854,MISSION,0,805.7142857142857,20,y,7.0,25
22_SFMTA_325_AM_d1_s857,NORIEGA EXPRESS,0,236.25,20,y,16.0,25
22_SFMTA_326_AM_d0_s858,PARKMERCED,0,126.0,20,y,30.0,25
22_SFMTA_326_AM_d1_s859,PARKMERCED,0,126.0,20,y,30.0,25
22_SFMTA_327_AM_d0_s860,46TH AVENUE,0,180.0,20,y,21.0,25
22_SFMTA_327_AM_d1_s861,46TH AVENUE,0,189.0,20,y,20.0,25
22_SFMTA_328_AM_d0_s862,POLK,0,252.0,20,y,15.0,25
22_SFMTA_328_AM_d1_s863,POLK,0,252.0,20,y,15.0,25
22_SFMTA_329_AM_d0_s864,HAYES,0,378.0,20,y,10.0,25
22_SFMTA_329_AM_d1_s867,HAYES,0,540.0,20,y,7.0,25
22_SFMTA_330_AM_d0_s872,FILLMORE,0,472.5,20,y,8.0,25
22_SFMTA_330_AM_d1_s876,FILLMORE,0,472.5,20,y,8.0,25
22_SFMTA_331_AM_d0_s879,MONTEREY,0,180.0,20,y,21.0,25
22_SFMTA_331_AM_d1_s882,MONTEREY,0,210.0,20,y,18.0,25
22_SFMTA_332_AM_d0_s885,DIVISADERO,0,420.0,20,y,9.0,25
22_SFMTA_332_AM_d1_s892,DIVISADERO,0,420.0,20,y,9.0,25
22_SFMTA_333_AM_d0_s897,BRYANT,0,236.25,20,y,16.0,25
22_SFMTA_333_AM_d1_s899,BRYANT,0,270.0,20,y,14.0,25
22_SFMTA_334_AM_d0_s906,SUNSET,0,378.0,20,y,10.0,25
22_SFMTA_334_AM_d1_s910,SUNSET,0,540.0,20,y,7.0,25
22_SFMTA_335_AM_d0_s936,BALBOA,0,378.0,20,y,10.0,25
22_SFMTA_335_AM_d1_s938,BALBOA,0,315.0,20,y,12.0,25
22_SFMTA_336_AM_d0_s940,ASHBURY-18TH,0,315.0,20,y,12.0,25
22_SFMTA_336_AM_d1_s943,ASHBURY-18TH,0,290.7692307692308,20,y,13.0,25
22_SFMTA_337_AM_d0_s945,EUREKA,0,67.5,20,y,40.0,25
22_SFMTA_337_AM_d1_s946,EUREKA,0,67.5,20,y,40.0,25
22_SFMTA_338_AM_d0_s947,TERESITA,0,90.0,20,y,30.0,25
22_SFMTA_338_AM_d1_s949,TERESITA,0,90.0,20,y,30.0,25
22_SFMTA_339_AM_d0_s952,CORBETT,0,180.0,20,y,15.0,25
22_SFMTA_339_AM_d1_s955,CORBETT,0,180.0,20,y,15.0,25
22_SFMTA_340_AM_d0_s957,GEARY,0,705.0,20,y,8.0,25
22_SFMTA_340_AM_d1_s961,GEARY,0,805.7142857142857,20,y,7.0,25
22_SFMTA_341_AM_d0_s966,COIT TOWER,0,33.75,20,y,80.0,25
22_SFMTA_341_AM_d1_s967,COIT TOWER,0,22.5,20,y,120.0,25
22_SFMTA_342_AM_d0_s970,UNION,0,540.0,20,y,7.0,25
22_SFMTA_342_AM_d1_s972,UNION,0,630.0,20,y,6.0,25
22_SFMTA_343_AM_d0_s975,MASONIC,0,378.0,20,y,10.0,25
22_SFMTA_343_AM_d1_s977,MASONIC,0,378.0,20,y,10.0,25
22_SFMTA_344_AM_d0_s979,O'SHAUGHNESSY,0,378.0,20,y,10.0,25
22_SFMTA_344_AM_d1_s984,O'SHAUGHNESSY,0,756.0,20,y,5.0,25
22_SFMTA_345_AM_d0_s990,VAN NESS,0,378.0,20,y,10.0,25
22_SFMTA_345_AM_d1_s991,VAN NESS,0,378.0,20,y,10.0,25
22_SFMTA_346_AM_d0_s993,24TH STREET,0,315.0,20,y,12.0,25
22_SFMTA_346_AM_d1_s995,24TH STREET,0,315.0,20,y,12.0,25
22_SFMTA_347_AM_d0_s1001,VAN NESS-MISSION,0,940.0,20,y,6.0,25
22_SFMTA_347_AM_d1_s1005,VAN NESS-MISSION,0,1128.0,20,y,5.0,25
22_SFMTA_348_AM_d0_s1006,EXCELSIOR,0,112.5,20,y,24.0,25
22_SFMTA_348_AM_d1_s1007,EXCELSIOR,0,112.5,20,y,24.0,25
22_SFMTA_349_AM_d0_s1008,FELTON,0,189.0,20,y,20.0,25
22_SFMTA_349_AM_d1_s1009,FELTON,0,210.0,20,y,18.0,25
22_SFMTA_350_AM_d0_s1012,16TH STREET,0,252.0,20,y,15.0,25
22_SFMTA_350_AM_d1_s1013,16TH STREET,0,252.0,20,y,15.0,25
22_SFMTA_351_AM_d0_s1014,RUTLAND,0,67.5,20,y,40.0,25
22_SFMTA_351_AM_d1_s1016,RUTLAND,0,67.5,20,y,40.0,25
22_SFMTA_352_AM_d0_s1028,nan,0,540.0,21,v,7.0,26
22_SFMTA_352_AM_d1_s1030,nan,0,540.0,21,v,7.0,26
22_SFMTA_353_AM_d0_s1031,QUINTARA,0,135.0,20,y,20.0,25
22_SFMTA_353_AM_d1_s1032,QUINTARA,0,135.0,20,y,20.0,25
22_SFMTA_354_AM_d0_s1034,BERNAL HEIGHTS,0,135.0,20,y,20.0,25
22_SFMTA_354_AM_d1_s1035,BERNAL HEIGHTS,0,135.0,20,y,20.0,25
22_SFMTA_355_AM_d1_s1037,CALTRAIN EXPRESS,0,94.5,20,y,40.0,25
22_SFMTA_356_AM_d0_s1039,MID MARKET EXPRESS,0,157.5,20,y,24.0,25
22_SFMTA_356_AM_d1_s1040,MID MARKET EXPRESS,0,180.0,20,y,21.0,25
22_SFMTA_357_AM_d1_s1042,BART SHUTTLE,0,111.17647058823529,20,y,34.0,25
22_SFMTA_360_AM_d1_s1038,LEVI PLAZA EXPRESS,0,180.0,20,y,21.0,25
22_SFMTA_361_AM_d0_s1056,MARKET & WHARVES,0,1050.0,110,z,4.0,25
22_SFMTA_361_AM_d1_s1061,MARKET & WHARVES,0,700.0,110,z,6.0,25
22_SFMTA_362_AM_d0_s1075,TREASURE ISLAND,0,378.0,20,y,10.0,25
22_SFMTA_362_AM_d1_s1076,TREASURE ISLAND,0,343.6363636363636,20,y,11.0,25
22_SFMTA_363_AM_d0_s1078,MISSION RAPID,0,564.0,20,y,10.0,25
22_SFMTA_363_AM_d1_s1080,MISSION RAPID,0,805.7142857142857,20,y,7.0,25
22_SFMTA_364_AM_d1_s1082,MARINA EXPRESS,0,630.0,20,y,6.0,25
22_SFMTA_365_AM_d0_s1083,GEARY RAPID,0,1128.0,20,y,5.0,25
22_SFMTA_365_AM_d1_s1084,GEARY RAPID,0,1410.0,20,y,4.0,25
22_SFMTA_366_AM_d1_s1086,N EXPRESS,0,270.0,20,y,14.0,25
22_SFMTA_367_AM_d1_s1089,MISSION EXPRESS,0,940.0,20,y,6.0,25
22_SFMTA_368_AM_d0_s1126,JUDAH,0,2380.0,110,z,6.0,25
22_SFMTA_368_AM_d1_s1134,JUDAH,0,2040.0,110,z,7.0,25
22_SFMTA_369_AM_d0_s1123,CHURCH,0,793.3333333333334,110,z,9.0,25
22_SFMTA_369_AM_d1_s1131,CHURCH,0,793.3333333333334,110,z,9.0,25
22_SFMTA_371_AM_d1_s1053,nan,0,15.75,20,y,240.0,25
22_SFMTA_374_AM_d1_s826,Bayshore A Express,0,940.0,20,y,6.0,25
22_SFMTA_375_AM_d1_s827,Bayshore B Express,0,705.0,20,y,8.0,25
22_SFMTA_376_AM_d0_s824,BAYSHORE,0,805.7142857142857,20,y,7.0,25
22_SFMTA_376_AM_d1_s828,BAYSHORE,0,117.5,20,y,48.0,25
22_SFMTA_377_AM_d0_s1097,INGLESIDE/THIRD,0,2040.0,110,z,7.0,25
22_SFMTA_377_AM_d1_s1112,INGLESIDE/THIRD,0,2040.0,110,z,7.0,25
22_SFMTA_378_AM_d0_s1104,CASTRO SHUTTLE,0,549.2307692307693,110,z,26.0,25
22_SFMTA_378_AM_d1_s1120,CASTRO SHUTTLE,0,549.2307692307693,110,z,26.0,25
22_SFMTA_379_AM_d0_s1101,TARAVAL,0,1785.0,110,z,8.0,25
22_SFMTA_379_AM_d1_s1117,TARAVAL,0,1586.6666666666667,110,z,9.0,25
22_SFMTA_380_AM_d0_s1103,OCEAN VIEW,0,1428.0,110,z,10.0,25
22_SFMTA_380_AM_d1_s1119,OCEAN VIEW,0,1586.6666666666667,110,z,9.0,25
22_SFMTA_381_AM_d0_s830,San Bruno,0,315.0,20,y,12.0,25
22_SFMTA_381_AM_d1_s834,San Bruno,0,315.0,20,y,12.0,25
22_SFMTA_382_AM_d0_s833,SAN BRUNO RAPID,0,290.7692307692308,20,y,13.0,25
22_SFMTA_382_AM_d1_s839,SAN BRUNO RAPID,0,315.0,20,y,12.0,25
23_AM_196_AM_d0_s487,nan,0,600.0,131,m,80.0,4
23_AM_196_AM_d1_s486,nan,0,800.0,131,m,60.0,4
24_LAVTA_640_AM_d0_s1966,E. BART - E. Dublin - E. Bart,0,126.0,17,o,30.0,45
24_LAVTA_641_AM_d0_s2034,E. BART - Pleasanton - Livermore,0,252.0,17,o,15.0,45
24_LAVTA_641_AM_d1_s2032,E. BART - Pleasanton - Livermore,0,236.25,17,o,16.0,45
24_LAVTA_642_AM_d0_s2040,Livermore Transit Center - Greenville  - Livermore,0,47.25,17,o,80.0,45
24_LAVTA_643_AM_d0_s1956,Livermore Transit Center - E. BART via College,0,111.17647058823529,17,o,34.0,45
24_LAVTA_643_AM_d1_s1955,Livermore Transit Center - E. BART via College,0,94.5,17,o,40.0,45
24_LAVTA_644_AM_d0_s1957,Livermore Transit Center - E. BART via Kittyhawk,0,63.0,17,o,60.0,45
24_LAVTA_644_AM_d1_s1959,Livermore Transit Center - E. BART via Kittyhawk,0,47.25,17,o,80.0,45
24_LAVTA_645_AM_d0_s1963,Livermore Transit Center - Downtown  - Livermore T,0,94.5,17,o,40.0,45
24_LAVTA_646_AM_d0_s1965,Livermore Livermore Transit Center - Springtown - ,0,111.17647058823529,17,o,34.0,45
24_LAVTA_647_AM_d0_s1974,E. BART - Dublin Ranch - E. BART,0,47.25,17,o,80.0,45
24_LAVTA_648_AM_d1_s1971,E. BART - Vasco Road - Livermore Transit Center,0,126.0,17,o,30.0,45
24_LAVTA_649_AM_d0_s1977,E. BART - Mall - West Dublin - E. BART,0,157.5,17,o,24.0,45
24_LAVTA_649_AM_d1_s1975,E. BART - Mall - West Dublin - E. BART,0,15.75,17,o,240.0,45
24_LAVTA_650_AM_d0_s1978,Big Trees Park Area - Livermore Transit Center,0,31.5,17,o,120.0,45
24_LAVTA_652_AM_d0_s1980,Livermore Transit Center - Granada High - Livermor,0,31.5,17,o,120.0,45
24_LAVTA_653_AM_d0_s1982,E. Dublin -Village Parkway- Dublin High,0,31.5,17,o,120.0,45
24_LAVTA_654_AM_d0_s1984,Dublin Ranch Village - Village Parkway- Dublin Hig,0,15.75,17,o,240.0,45
24_LAVTA_655_AM_d0_s1986,West BART - Dublin High School - E. BART,0,47.25,17,o,80.0,45
24_LAVTA_657_AM_d0_s1992,Pleasanton ACE Station - W.BART,0,94.5,17,o,40.0,45
24_LAVTA_658_AM_d0_s1994,Pleasanton ACE Station - Hacienda Business Park - ,0,31.5,17,o,120.0,45
24_LAVTA_659_AM_d0_s1998,Ruby Hill - Pleasanton Middle - Case Avenue,0,15.75,17,o,240.0,45
24_LAVTA_660_AM_d0_s2000,Del Prado Park - Hopyard - Foothill High,0,15.75,17,o,240.0,45
24_LAVTA_661_AM_d0_s2003,Muirwood Park - Hart Middle School - Muirwood Park,0,15.75,17,o,240.0,45
24_LAVTA_662_AM_d0_s2005,Fairlands - W. Las Positas -  Foothill High,0,15.75,17,o,240.0,45
24_LAVTA_663_AM_d0_s2007,Fairlands - Santa Rita - Amador Valley High,0,15.75,17,o,240.0,45
24_LAVTA_664_AM_d0_s2009,Vintage Hills - Pleasanton Middle School - Vintage,0,15.75,17,o,240.0,45
24_LAVTA_665_AM_d0_s2011,Laguna Oaks - W. Las Positas - Hart Middle,0,15.75,17,o,240.0,45
24_LAVTA_666_AM_d0_s2013,Kamp Drive - Santa Rita -Harvest Park Middle,0,15.75,17,o,240.0,45
24_LAVTA_667_AM_d0_s2016,Del Prado - Hart Middle School,0,15.75,17,o,240.0,45
24_LAVTA_668_AM_d0_s2018,Fairlands - W. Las Positas - Hart Middle,0,15.75,17,o,240.0,45
24_LAVTA_669_AM_d0_s2020,Ruby Hill - Vintage Hills - Vineyard - Amador Vall,0,15.75,17,o,240.0,45
24_LAVTA_670_AM_d0_s2024,E BART - Pleasant Hill BART,0,126.0,17,o,30.0,45
24_LAVTA_671_AM_d0_s2022,Pleasant Hill BART - West Pleasanton BART,0,31.5,17,o,120.0,45
24_LAVTA_672_AM_d0_s2028,BART - Downtown -  BART via Hopyard,0,63.0,17,o,60.0,45
24_LAVTA_673_AM_d0_s2029,BART - Downtown -  BART via Santa Rita,0,63.0,17,o,60.0,45
24_LAVTA_674_AM_d0_s2030,BART - California Center - Hacienda - BART,0,157.5,17,o,24.0,45
24_LAVTA_675_AM_d0_s2038,Livermore - BART -  Mall,0,1260.0,17,o,3.0,45
25_SB_383_AM_d0_s1146,Alameda - Oakland - San Francisco Ferry,0,800.0,101,u,30.0,28
25_SB_383_AM_d1_s101148,Alameda - Oakland - San Francisco Ferry,0,800.0,101,u,30.0,28
25_SB_384_AM_d0_s1137,Harbor Bay - San Francisco Ferry Building,0,200.0,101,u,120.0,30
25_SB_384_AM_d1_s1144,Harbor Bay - San Francisco Ferry Building,0,300.0,101,u,80.0,30
25_SB_386_AM_d0_s101151,Vallejo - San Francisco,0,400.0,101,u,60.0,29
25_SB_386_AM_d1_s1152,Vallejo - San Francisco,0,100.0,101,u,240.0,29
25_SB_387_AM_d0_s1145,South San Francisco - San Francisco Ferry Building,0,100.0,101,u,240.0,32
25_SB_388_AM_d0_s1139,South SF - Alameda - Oakland,0,300.0,101,u,80.0,31
26_BART_154_AM_d0_s404,Pittsburg/Bay Point - SFIA/Millbrae,532.8115273118019,8325.0,120,h,8.0,2
26_BART_154_AM_d1_s405,Pittsburg/Bay Point - SFIA/Millbrae,263.5902596116066,5550.0,120,h,12.0,2
26_BART_155_AM_d0_s407,Fremont - Richmond,235.77484488487244,3108.0,120,h,15.0,2
26_BART_155_AM_d1_s406,Fremont - Richmond,237.38206106424332,3108.0,120,h,15.0,2
26_BART_156_AM_d0_s409,Fremont - Daly City,254.70975351333618,4440.0,120,h,15.0,2
26_BART_156_AM_d1_s408,Fremont - Daly City,256.5566121339798,4440.0,120,h,15.0,2
26_BART_157_AM_d0_s410,Richmond - Daly City/Millbrae,351.50114688277245,3996.0,120,h,15.0,2
26_BART_157_AM_d1_s411,Richmond - Daly City/Millbrae,270.83443957567215,3996.0,120,h,15.0,2
26_BART_158_AM_d0_s412,Dublin/Pleasanton - Daly City,119.32342875003815,3996.0,120,h,15.0,2
26_BART_158_AM_d1_s413,Dublin/Pleasanton - Daly City,132.84197348356247,3996.0,120,h,15.0,2
26_BART_159_AM_d0_s414,Coliseum - Oakland Int'l Airport,36.74666976928711,11100.0,120,h,6.0,2
26_BART_159_AM_d1_s415,Coliseum - Oakland Int'l Airport,0,11100.0,120,h,6.0,2
28_36_205_AM_d1_s513,Sacramento/Davis/Fairfield,0,47.25,52,f,80.0,10
28_36_206_AM_d0_s517,Fairfield/Vacaville,0,63.0,52,f,60.0,10
28_36_207_AM_d0_s538,WC/PH BART - Vacaville/Fairfield,0,31.5,92,g,120.0,10
28_36_207_AM_d1_s508,WC/PH BART - Vacaville/Fairfield,0,63.0,92,g,60.0,10
28_36_208_AM_d0_s512,FTC/El Cerrito Del Norte BART/Suisun City Amtrak,0,145.3846153846154,92,g,26.0,10
28_36_208_AM_d1_s501,FTC/El Cerrito Del Norte BART/Suisun City Amtrak,0,94.5,92,g,40.0,10
