station,district,route,direction,type,year_of_coordinates,latitude,longitude,shstReferenceId,model_link_id,A,B,station_unique_lat_long_pairs,station_distance_moved_ft
402584,4,101,S,ML,2015,37.935185,-122.51674,18cb795a20db9a40b8628511c392c60c,8003266,5003223,5007667,1,0.0
402585,4,101,N,ML,2014,37.94093,-122.515733,5940632e043e7f2ebf11425883d973d9,8011691,5010375,5011381,1,0.0
402586,4,101,S,ML,2014,37.945072,-122.514753,82a74827e2fafe3201b4a36ac9aef31b,8017159,5000561,5020049,1,0.0
402587,4,101,N,ML,2014,37.949644,-122.511853,63d36834b7e7cbb995877a32d6652218,8013106,5011381,5001541,1,0.0
402588,4,101,S,ML,2013,37.949662,-122.512058,e740277ff693a69e6200f6c102cb2691,8030549,5020356,5000561,1,0.0
402589,4,101,N,ML,2014,38.000724,-122.536873,328ab08fc6b88c8fb499b43fcbcc9397,8006692,5006335,5007183,1,0.0
402591,4,101,N,ML,2015,38.0069,-122.541228,3a695142aa93574364f9e3d91373709a,8007704,5007183,5015951,1,0.0
402592,4,101,S,ML,2014,38.005504,-122.540645,d2ffbd81fd1ea8393c754b366f69d94b,8027897,5019431,5005755,1,0.0
402593,4,101,N,ML,2015,38.014108,-122.541703,4c26658336f3c8e42f3a86bb5723a0e9,8010028,5009071,5018779,1,0.0
402594,4,101,S,ML,2015,38.014112,-122.541958,a9934caa2c51f211b44c55b5a2ce1ef3,8022277,5016965,5019431,1,0.0
402595,4,101,N,ML,2015,38.021089,-122.539073,9b07cce76f57f628acc0451fe12ad27f,8020388,5015235,5002947,1,0.0
402596,4,101,S,ML,2015,38.021163,-122.539241,0459d307126dbd9e70f67a56f612f218,8000575,5000587,5016965,1,0.0
402599,4,101,N,ML,2015,38.031163,-122.537269,d5e18fa8bb1b16d73de53c6bbeabae58,8028270,5019573,5010907,1,0.0
402600,4,101,S,ML,2015,38.031191,-122.537492,98ce27d88a814857efa19424f167c374,8020095,5015787,5008688,1,0.0
402601,4,101,N,ML,2013,38.036845,-122.536348,d5e18fa8bb1b16d73de53c6bbeabae58,8028270,5019573,5010907,1,0.0
402602,4,101,N,ML,2015,38.740689,-122.948338,89bd9908c26f1312b09a99751a43c6e5,7036699,4529971,4506228,1,0.0
402603,4,101,S,ML,2015,38.740529,-122.94846,0b474d6d90110718a7c508596c3b2da0,7003154,4503176,4528007,1,0.0
402604,4,101,N,ML,2012,38.808343,-123.011669,0b005e102f5f47bd9f9fa735864d8500,7003087,4503113,4500938,1,0.0
402605,4,101,S,ML,2013,38.085591,-122.552334,1de4265d54f568cad50be81b956e515b,8003927,5003834,5014656,1,0.0
402606,4,101,S,ML,2012,38.088919,-122.555867,f8ab20dba557b3cfce72a64c583d4692,8032815,5005993,5003834,1,0.0
402607,4,101,N,ML,2014,38.102099,-122.561494,86a74312c110632a28dbd73e255fd215,8017687,5014384,5018424,1,0.0
402608,4,101,S,ML,2014,38.100497,-122.561783,46c7afa6f70a8de8aab56bb9498af718,8009312,5008504,5005993,1,0.0
402609,4,101,N,ML,2012,38.107709,-122.563001,86a74312c110632a28dbd73e255fd215,8017687,5014384,5018424,1,0.0
402611,4,101,S,ML,2013,38.113232,-122.564557,3291192ae788da0c63a6761ce4f3ae25,8006698,5006340,5001075,1,0.0
402613,4,101,N,ML,2012,38.119365,-122.565187,c75b38f685953ec4d275ad8e4a28b0d9,8026330,5012613,5005076,1,0.0
402615,4,101,N,ML,2013,38.126375,-122.565467,279b677966946e5811b5a321c820e294,8005271,5005076,5002849,1,0.0
402617,4,101,N,ML,2011,38.131839,-122.563599,279b677966946e5811b5a321c820e294,8005271,5005076,5002849,1,0.0
402618,4,101,S,ML,2011,38.131481,-122.563903,ef2230d9f71a91c814e361c36c88ca15,8031549,5020679,5005529,1,0.0
402619,4,101,N,ML,2014,38.143211,-122.564319,279b677966946e5811b5a321c820e294,8005271,5005076,5002849,1,0.0
402620,4,101,S,ML,2013,38.142932,-122.564512,ef2230d9f71a91c814e361c36c88ca15,8031549,5020679,5005529,1,0.0
402621,4,101,N,ML,2013,38.150124,-122.566283,279b677966946e5811b5a321c820e294,8005271,5005076,5002849,1,0.0
402622,4,101,S,ML,2013,38.14989,-122.566475,ef2230d9f71a91c814e361c36c88ca15,8031549,5020679,5005529,1,0.0
402629,4,101,N,ML,2013,38.199533,-122.598465,02fad1b4275c2129bc8b4bc71870d399,8000404,5000412,4504915,1,0.0
402630,4,101,S,ML,2013,38.19968,-122.598657,02fad1b4275c2129bc8b4bc71870d399,8000404,5000412,4504915,1,0.0
402631,4,101,N,ML,2014,38.213416,-122.601858,121516df162c3e44f0b8e1038cbe447a,7004935,4504915,4530834,1,0.0
402632,4,101,S,ML,2013,38.213335,-122.602082,8ebb319eb18e31885d04abd00c65d8b3,7038021,4530773,4523477,1,0.0
402635,4,101,N,ML,2013,38.235417,-122.618875,cff89585e51943ec82fe25d9004dc2a6,7055624,4519233,4525949,1,0.0
402636,4,101,S,ML,2013,38.2353,-122.619054,0df5f10c77d83808b5a4a8f61f5e02e8,7003858,4503872,4518020,1,0.0
402637,4,101,N,ML,2013,38.246664,-122.627153,1c13681feaf4c1ef1f29e87ec86dac58,7007615,4507481,4537152,1,0.0
402638,4,101,S,ML,2013,38.246513,-122.627242,bcf67cadf176170183fa33bac81269f2,7050529,4537264,4515691,1,0.0
402641,4,101,N,ML,2014,38.256816,-122.646524,e5348fd357937894995b9470ff983ea1,7061406,4541424,4530624,1,0.0
402642,4,101,S,ML,2014,38.256841,-122.646953,d6dbd52b911460e37a5797f2c37d23bc,7057548,4540127,4537264,1,0.0
402643,4,101,N,ML,2013,38.261099,-122.654145,e5348fd357937894995b9470ff983ea1,7061406,4541424,4530624,1,0.0
402644,4,101,S,ML,2012,38.26103,-122.65439,d6dbd52b911460e37a5797f2c37d23bc,7057548,4540127,4537264,1,0.0
402645,4,101,N,ML,2013,38.26551,-122.661879,e5348fd357937894995b9470ff983ea1,7061406,4541424,4530624,1,0.0
402646,4,101,S,ML,2014,38.265391,-122.662002,d6dbd52b911460e37a5797f2c37d23bc,7057548,4540127,4537264,1,0.0
402647,4,101,N,ML,2014,38.2716,-122.669205,abc4d00d20a8eafae03a6f94ac8ab6fc,7045888,4530624,4511629,1,0.0
402649,4,101,N,ML,2014,38.275665,-122.674491,901498e08ef911340361bc20dabbae61,7038372,4530980,4525403,1,0.0
402650,4,101,S,ML,2012,38.275433,-122.674528,02908c68fdb539accd7ec586c16d1dd4,7000731,4500741,4524517,1,0.0
402652,4,101,S,ML,2012,38.280662,-122.681356,02908c68fdb539accd7ec586c16d1dd4,7000731,4500741,4524517,1,0.0
402653,4,101,N,ML,2012,38.285534,-122.687316,901498e08ef911340361bc20dabbae61,7038372,4530980,4525403,1,0.0
402654,4,101,S,ML,2012,38.28506,-122.687054,166e2d09b352b9385543dc5965f1d044,7006093,4506025,4500741,1,0.0
402655,4,101,N,ML,2012,38.290757,-122.694521,901498e08ef911340361bc20dabbae61,7038372,4530980,4525403,1,0.0
402658,4,101,S,ML,2011,38.295172,-122.701107,166e2d09b352b9385543dc5965f1d044,7006093,4506025,4500741,1,0.0
402659,4,101,N,ML,2014,38.309092,-122.712581,809a9b7b68024b9d9d3eb9aecc91416c,7034302,4525403,4520836,1,0.0
402664,4,101,S,ML,2014,38.326229,-122.712878,a40b3f7d91bf0d1b4ef6592745f170d6,7043783,4534007,4529920,1,0.0
402665,4,101,N,ML,2011,38.332736,-122.712666,0525f0f79ea98182a1242ff6ba9a6145,7001524,4501539,4533384,1,0.0
402666,4,101,S,ML,2014,38.332878,-122.712925,5cd74c20d60472d98f878634b1a05cf9,7024943,4522098,4534007,1,0.0
402667,4,101,N,ML,2011,38.342171,-122.712792,9fe2f6e8ec3f6f8abc5c949863590ce0,7042646,4533384,4500775,1,0.0
402668,4,101,S,ML,2011,38.342274,-122.713028,cfca7fb838e7ded1aab8c44997cfcaab,7055572,4539388,4522098,1,0.0
402671,4,101,N,ML,2014,38.378431,-122.71612,7d0023cd6f2e6ba2336b9fd1bdbad029,7033362,4524305,4524920,1,0.0
402672,4,101,S,ML,2013,38.378426,-122.716347,c3c85aae82fe64fe570407102ba15976,7052354,4538071,4510969,1,0.0
402673,4,101,N,ML,2011,38.392939,-122.71603,73b97f84eb9b65c1f65c4980e15b9fff,7030930,4526335,4507111,1,0.0
402674,4,101,S,ML,2011,38.392943,-122.716306,68b5fd4b194f080f1fb38c2526d09113,7028031,4524335,4536004,1,0.0
402675,4,101,N,ML,2014,38.399471,-122.715987,73b97f84eb9b65c1f65c4980e15b9fff,7030930,4526335,4507111,1,0.0
402676,4,101,S,ML,2013,38.399479,-122.71628,68b5fd4b194f080f1fb38c2526d09113,7028031,4524335,4536004,1,0.0
402677,4,101,N,ML,2013,38.42899,-122.714934,ae3d1716f3a21c93e0b2d0ae14b3f505,7046593,4535421,4524878,1,0.0
402695,4,101,N,ML,2013,38.533773,-122.797251,856c02f998cd8f278d47cf7a10e0287f,7035562,4529300,4525180,1,0.0
402696,4,101,S,ML,2013,38.53366,-122.797449,86cc71c431c3dd605cb65bee5d133118,7035898,4529504,4521153,1,0.0
402699,4,101,N,ML,2013,38.554496,-122.815933,7fff8b6a9492d56490de45fe10db8fe7,7034167,4528455,4516635,1,0.0
402700,4,101,S,ML,2013,38.554447,-122.81618,01fc7ffdafcef8e3f581065c5a282cd2,7000573,4500580,4522569,1,0.0
402701,4,101,N,ML,2013,38.560924,-122.822047,433e481bae2e15f58403a98e80f171f2,7017995,4516635,4522054,1,0.0
402702,4,101,S,ML,2013,38.560915,-122.8223,01fc7ffdafcef8e3f581065c5a282cd2,7000573,4500580,4522569,1,0.0
402703,4,101,N,ML,2014,38.565538,-122.826435,433e481bae2e15f58403a98e80f171f2,7017995,4516635,4522054,1,0.0
402704,4,101,N,ML,2013,38.567384,-122.828195,433e481bae2e15f58403a98e80f171f2,7017995,4516635,4522054,1,0.0
402706,4,101,N,ML,2014,38.577103,-122.836069,433e481bae2e15f58403a98e80f171f2,7017995,4516635,4522054,1,0.0
402707,4,101,S,ML,2013,38.577055,-122.836329,421b9ac76bd23f2f6cd76f6eee9537db,7017705,4516391,4507835,1,0.0
402708,4,101,N,ML,2013,38.583945,-122.841166,433e481bae2e15f58403a98e80f171f2,7017995,4516635,4522054,1,0.0
402711,4,101,S,ML,2012,38.590438,-122.846326,421b9ac76bd23f2f6cd76f6eee9537db,7017705,4516391,4507835,1,0.0
402712,4,101,N,ML,2017,38.595747,-122.854373,5c99790ca70796529195d709be178291,7024884,4522054,4542343,1,0.0
402713,4,101,N,ML,2017,38.598044,-122.858814,f0a7de7dc5c34f200181fe2902a7a563,7064456,4542343,4520345,1,0.0
402714,4,101,S,ML,2014,38.598056,-122.859295,da9c0e6e8db1899b4c63e57439610a05,7058546,4540476,4534168,1,0.0
402716,4,101,S,ML,2013,38.602504,-122.866436,4050499ef4c4f1b4c4fe3d26f207d9cb,7017202,4515979,4540476,1,0.0
402718,4,101,S,ML,2013,38.608009,-122.873866,4050499ef4c4f1b4c4fe3d26f207d9cb,7017202,4515979,4540476,1,0.0
402719,4,101,N,ML,2013,38.621129,-122.878381,664f50bc484f5cac600948fae8e48aad,7027419,4523898,4522864,1,0.0
402720,4,101,S,ML,2013,38.621185,-122.87856,d391d1645acdbf9e26bc107e827fd0e2,7056673,4539808,4515979,1,0.0
402725,4,101,N,ML,2013,38.647636,-122.872752,eddc078e3e3d162d13be616b4800b1bf,7063727,4542119,4533024,1,0.0
402727,4,101,N,ML,2013,38.665486,-122.876344,81fa61679b40415c7f5b78759181beaf,7034664,4528752,4540007,1,0.0
402728,4,101,S,ML,2013,38.665432,-122.876624,65e26c1274ae058ed66d63ee638eab3d,7027308,4523813,4529357,1,0.0
402729,4,101,N,ML,2013,38.671863,-122.879711,81fa61679b40415c7f5b78759181beaf,7034664,4528752,4540007,1,0.0
402730,4,101,S,ML,2013,38.671802,-122.880009,65e26c1274ae058ed66d63ee638eab3d,7027308,4523813,4529357,1,0.0
402731,4,101,S,ML,2013,38.67783,-122.880796,178c573e12c30e35959d703e796ea7e9,7006387,4506313,4523813,1,0.0
402733,4,101,S,ML,2015,38.683619,-122.880925,178c573e12c30e35959d703e796ea7e9,7006387,4506313,4523813,1,0.0
402734,4,101,N,ML,2013,38.693222,-122.884247,dc07266a1717c12c8d2a76ec45f604ce,7058921,4540596,4521498,1,0.0
402735,4,101,S,ML,2013,38.693174,-122.884616,dc56bd72dd70dc21aa251c115242d137,7058990,4540620,4506313,1,0.0
402736,4,101,N,ML,2015,38.698208,-122.892367,59bf294bbf41b6cdf1e2d8c100b229c3,7024126,4521498,4538704,1,0.0
402737,4,101,S,ML,2015,38.698167,-122.892708,99bbe1649d5d3981c687181182aede23,7040966,4532434,4540620,1,0.0
402738,4,101,S,ML,2013,38.702262,-122.898883,4fd5872dbb638a6c96371b2a40fd0fb7,7021433,4519440,4532434,1,0.0
402740,4,101,S,ML,2013,38.705412,-122.907159,4fd5872dbb638a6c96371b2a40fd0fb7,7021433,4519440,4532434,1,0.0
402742,4,101,N,ML,2015,38.714797,-122.919956,5b1dd8ff8c925c6ff71752b273a2e812,7024496,4521776,4529971,1,0.0
402743,4,101,S,ML,2015,38.714671,-122.920216,8d16ee175300e55dd81caab8dbc82513,7037574,4528007,4519440,1,0.0
402744,4,101,N,ML,2013,38.724755,-122.933815,89bd9908c26f1312b09a99751a43c6e5,7036699,4529971,4506228,1,0.0
402745,4,101,S,ML,2013,38.724602,-122.934036,0b474d6d90110718a7c508596c3b2da0,7003154,4503176,4528007,1,0.0
402746,4,101,N,ML,2015,38.729321,-122.941408,89bd9908c26f1312b09a99751a43c6e5,7036699,4529971,4506228,1,0.0
402747,4,101,S,ML,2015,38.729162,-122.941598,0b474d6d90110718a7c508596c3b2da0,7003154,4503176,4528007,1,0.0
402748,4,101,N,ML,2013,38.73499,-122.944745,89bd9908c26f1312b09a99751a43c6e5,7036699,4529971,4506228,1,0.0
402749,4,101,S,ML,2013,38.734813,-122.944928,0b474d6d90110718a7c508596c3b2da0,7003154,4503176,4528007,1,0.0
402753,4,101,N,ML,2015,38.708797,-122.91289,c9a99e3056f6cc40fcaea7ffd66efd12,7053885,4538704,4521776,1,0.0
402754,4,101,N,ML,2015,38.760993,-122.981554,0d8c887287af1b1b2605dfc706c7f2fb,7003750,4503766,4537148,1,0.0
402755,4,101,S,ML,2015,38.760826,-122.981662,c495496714b05b32c8193962bf29a014,7052571,4538168,4531669,1,0.0
402756,4,101,N,ML,2012,38.76368,-122.988057,0d8c887287af1b1b2605dfc706c7f2fb,7003750,4503766,4537148,1,0.0
402757,4,101,S,ML,2013,38.763503,-122.988176,c495496714b05b32c8193962bf29a014,7052571,4538168,4531669,1,0.0
402758,4,101,N,ML,2013,38.767641,-122.994584,fa075d34a271982ef91a27304c332cfd,7067026,4537148,4538722,1,0.0
402760,4,101,N,ML,2013,38.772941,-122.999263,c9d4e3c4f440533a763af5925e49261d,7053943,4538722,4539579,1,0.0
402761,4,101,S,ML,2013,38.772785,-122.99946,d9387046215f7ee1d7f6a5dc915874e1,7058171,4540335,4533784,1,0.0
402762,4,101,S,ML,2013,38.807273,-123.012139,dbe4b13ee0e1a0f7e188668a6e77991b,7058883,4540582,4522521,1,0.0
402763,4,101,N,ML,2015,38.820241,-123.014671,0b005e102f5f47bd9f9fa735864d8500,7003087,4503113,4500938,1,0.0
402764,4,101,S,ML,2015,38.820063,-123.01491,dbe4b13ee0e1a0f7e188668a6e77991b,7058883,4540582,4522521,1,0.0
402765,4,101,N,ML,2012,38.791499,-123.011325,f65f83e40fab034cdfb846045fddb302,7066028,4542782,4512259,1,0.0
402766,4,101,S,ML,2012,38.791512,-123.011643,9847b8d0d01b0abd232a08c007a1c2de,7040580,4532207,4518235,1,0.0
402768,4,101,S,ML,2012,38.800553,-123.013208,5f1e375e789f8fc52ae5c31bfae2037f,7025543,4522521,4532207,1,0.0
402769,4,101,N,ML,2015,38.813041,-123.012302,0b005e102f5f47bd9f9fa735864d8500,7003087,4503113,4500938,1,0.0
402770,4,101,S,ML,2015,38.813021,-123.012591,dbe4b13ee0e1a0f7e188668a6e77991b,7058883,4540582,4522521,1,0.0
402773,4,101,N,ML,2012,38.831117,-123.014906,cc0985210e40d33dd42daf00b6d47c01,7054541,4500938,4504412,1,0.0
402774,4,101,S,ML,2015,38.830813,-123.014883,9bfaa3fd0dd6ee8d481e4a9cb1008def,7041557,4556127,4529222,1,0.0
402775,4,101,N,ML,2012,38.838137,-123.0207,10281c76264190014e3bae265bdfba51,7004412,4504412,4556139,1,0.0
402776,4,101,S,ML,2013,38.837892,-123.020792,9bfaa3fd0dd6ee8d481e4a9cb1008def,7041557,4556127,4529222,1,0.0
402777,4,101,N,ML,2012,38.844486,-123.026976,10281c76264190014e3bae265bdfba51,7004412,4504412,4556139,1,0.0
402778,4,101,S,ML,2013,38.844327,-123.027058,9bfaa3fd0dd6ee8d481e4a9cb1008def,7041557,4556127,4529222,1,0.0
402779,4,101,N,ML,2012,38.849907,-123.0299,10281c76264190014e3bae265bdfba51,7004412,4504412,4556139,1,0.0
402780,4,101,S,ML,2015,38.849837,-123.029949,9bfaa3fd0dd6ee8d481e4a9cb1008def,7041557,4556127,4529222,1,0.0
402788,4,880,S,ML,2015,37.478472,-121.933858,fe45b194eb8e38b3d3b62fffd6462a18,3168757,2608455,2563041,2,1057.9541746476536
402789,4,880,N,ML,2015,37.478546,-121.93368,214b3f271ad07c216436eb88104720ee,3022060,2521404,2507565,2,1058.507202173655
402794,4,680,N,ML,2015,37.514975,-121.939719,b545f1e02a4fcde05cbd77139b2d23c4,3120423,2590337,2586880,1,0.0
402795,4,680,S,ML,2015,37.531118,-121.941782,8cb82c65915dfcaa72fe52cba554e0af,3093454,2568776,2604959,1,0.0
402796,4,680,N,ML,2015,37.536006,-121.931923,f1dbb6cdbf46fcbbb77328c3fb25117b,3160659,2606090,2593124,2,218.26337963337926
402797,4,680,S,ML,2015,37.535677,-121.933111,a75a389b2735fddd1486c46aab328961,3111078,2585590,2568776,2,135.13605402518544
402798,4,680,S,ML,2015,37.538949,-121.926872,2d162e6155ee42bdb79741cacd4390f7,3030010,2528573,2585590,3,270.6691961000497
402799,4,680,N,ML,2017,37.539395,-121.9258,be3e1d5c95e4689f3d0f0a3b0208b4e7,3126436,2593124,2530103,2,219.47801568563432
402800,4,880,N,ML,2015,37.463015,-121.925972,fc4164e1c3843c0e09fe19596569adf8,3167386,2608073,2521404,1,0.0
402801,4,880,S,ML,2015,37.462951,-121.926164,6f385aad48606ab52e0842164b1e88ff,3073865,2563041,2531420,1,0.0
402802,4,880,N,ML,2015,37.484332,-121.93758,50016eb703b539720ca92ccb44145d4d,3053248,2507565,2574944,1,0.0
402803,4,880,S,ML,2015,37.484241,-121.937739,b63483032cbb110496be48018a382e32,3121055,2518425,2608455,1,0.0
402814,4,80,E,ML,2015,37.793423,-122.382858,f17390eba6f0d35a7ed1bbfaebe84263,38545,1024160,1003274,1,0.0
402815,4,80,E,ML,2015,37.799144,-122.376772,f17390eba6f0d35a7ed1bbfaebe84263,38545,1024160,1003274,1,0.0
402816,4,80,E,ML,2015,37.804603,-122.37087,f17390eba6f0d35a7ed1bbfaebe84263,38545,1024160,1003274,1,0.0
402817,4,80,E,ML,2015,37.807966,-122.367285,f17390eba6f0d35a7ed1bbfaebe84263,38545,1024160,1003274,1,0.0
402818,4,80,E,ML,2011,37.810297,-122.364789,14d56fbc8a2a21ce4ae6aefc4830125b,3348,1003274,1012168,1,0.0
402819,4,80,E,ML,2011,37.813047,-122.36157,5378674e6323205dad56195b9c34325f,3055540,1011771,2558049,1,0.0
402820,4,80,E,ML,2012,37.818912,-122.344278,5378674e6323205dad56195b9c34325f,3055540,1011771,2558049,1,0.0
402821,4,80,W,ML,2012,37.820444,-122.335772,7c9b616f34bb6c8961d3ad3c092e91a5,3082623,2568871,1004082,1,0.0
402822,4,80,W,ML,2012,37.818951,-122.344494,7c9b616f34bb6c8961d3ad3c092e91a5,3082623,2568871,1004082,1,0.0
402823,4,80,W,ML,2011,37.816464,-122.352068,7c9b616f34bb6c8961d3ad3c092e91a5,3082623,2568871,1004082,1,0.0
402824,4,80,W,ML,2012,37.814762,-122.357283,7c9b616f34bb6c8961d3ad3c092e91a5,3082623,2568871,1004082,1,0.0
402825,4,80,W,ML,2012,37.813879,-122.359971,7c9b616f34bb6c8961d3ad3c092e91a5,3082623,2568871,1004082,1,0.0
402826,4,80,W,ML,2012,37.811991,-122.3631,1a491fafe3013706604bc91e0a23b9c6,4204,1004082,1015322,1,0.0
402827,4,80,W,ML,2014,37.799244,-122.376792,1a01ce07153cbcc163fbfdad8358b893,4166,1004047,1013117,1,0.0
402828,4,880,N,ML,2015,37.467739,-121.928329,fc4164e1c3843c0e09fe19596569adf8,3167386,2608073,2521404,1,0.0
402829,4,880,S,ML,2015,37.467664,-121.92854,6f385aad48606ab52e0842164b1e88ff,3073865,2563041,2531420,1,0.0
402834,4,4,W,ML,2015,37.990552,-122.130959,b015cb3681955bd1a8520139b08ee1ee,4087448,3066082,3034550,2,219.63649988434906
402835,4,4,E,ML,2015,37.99036,-122.131008,f2ddd9ad69309b592849faa1dc2f4a62,4120536,3017086,3075908,2,188.87275433886987
402836,4,4,W,ML,2015,37.991269,-122.086531,d187ccbb83fc1798b87d8456ba82a01a,4103972,3073381,3021586,1,0.0
402837,4,4,E,ML,2015,37.991002,-122.086497,0cc701d796c0759f2aad3d03ece55c9c,4006397,3006458,3029224,1,0.0
402840,4,17,N,FR,2015,37.190197,-121.992771,1390a3fabec4fb1ae0d56e2725dda348,2021039,2020767,2007280,1,0.0
402841,4,17,N,OR,2015,37.190197,-121.992771,1390a3fabec4fb1ae0d56e2725dda348,2021039,2020767,2007280,1,0.0
402842,4,17,N,FR,2015,37.226342,-121.975157,de54a96337cebf507f6f0c3f5d6a048e,2237256,2124299,2132829,1,0.0
402843,4,17,N,OR,2015,37.226342,-121.975157,de54a96337cebf507f6f0c3f5d6a048e,2237256,2124299,2132829,1,0.0
402844,4,17,S,FR,2015,37.226182,-121.975559,3ef11d9a884b5e9191558f0fb0286110,2067338,2061887,2137287,2,788.4549267023572
402845,4,17,S,FR,2015,37.228552,-121.973837,ada3876c4277fb6ee5e2f6ef62347297,2185467,2111482,2106044,2,159.18814664978578
402846,4,17,N,OR,2015,37.227964,-121.973947,450488db2707b9f528fc128f92998a42,2073928,2067213,2146764,2,53.05727546019598
402847,4,17,S,OR,2015,37.227128,-121.974733,2414831e215f8fc81108e6fc19a8f8eb,2038639,2037118,2061887,2,422.1678924272669
402850,4,17,N,OR,2015,37.258184,-121.953853,b05323ace00b0435c7829d2a2a25c332,2188319,2140577,2004375,1,0.0
402851,4,17,S,OR,2015,37.266561,-121.948692,cbf6f51d0e5513c3e07d5f8be3ef6135,2217718,2153495,2067182,1,0.0
402852,4,17,S,OR,2015,37.266696,-121.948636,cbf6f51d0e5513c3e07d5f8be3ef6135,2217718,2153495,2067182,1,0.0
402853,4,17,N,OR,2015,37.274389,-121.946398,ef10a9ac7c25309c39b4e69ab5722969,2255010,2118643,2012533,1,0.0
402854,4,17,N,OR,2015,37.293614,-121.937899,bb982e809fe403f434c9bda349c28181,2200264,2118695,2008080,1,0.0
402855,4,17,S,OR,2017,37.295052,-121.938872,a945710f9c3a3f445bb30672e0a17901,2180852,2012020,2028312,1,0.0
402856,4,580,W,FR,2015,37.816343,-122.251589,51a5fc66f1c4c1d9004b0acf2bb63bf5,3054298,2548780,2597052,1,0.0
402858,4,580,E,FR,2017,37.811293,-122.249829,28f9a4bc89113158f92ae7d8d9ced9e7,3027281,2526155,2507752,1,0.0
402859,4,580,W,FR,2015,37.811386,-122.249717,28f9a4bc89113158f92ae7d8d9ced9e7,3027281,2526155,2507752,1,0.0
402860,4,580,W,OR,2015,37.811386,-122.249717,28f9a4bc89113158f92ae7d8d9ced9e7,3027281,2526155,2507752,1,0.0
402863,4,29,S,FR,2017,38.321719,-122.309541,6574c6d6ec18f07b43422f5b936b76dd,6006866,4005948,4005680,1,0.0
402864,4,29,N,OR,2017,38.321776,-122.309316,91afde5388d9471ca6e2807d3c313daf,6009808,4007825,4008154,1,0.0
402865,4,29,N,FR,2015,38.317645,-122.307697,fbc7f94410da7dd3392a915878b55378,6017008,4005680,4010700,1,0.0
402866,4,29,S,OR,2015,38.317605,-122.307867,fbc7f94410da7dd3392a915878b55378,6017008,4005680,4010700,1,0.0
402867,4,101,N,FR,2015,37.281279,-121.807832,a60ad4df0b53265f8e3ccd8c38ce184f,2177489,2135243,2156705,1,0.0
402868,4,101,N,OR,2015,37.281279,-121.807832,a60ad4df0b53265f8e3ccd8c38ce184f,2177489,2135243,2156705,1,0.0
402869,4,101,S,FR,2015,37.282486,-121.808807,8fe515fdf716e752aca2140d0b01a464,2153834,2122317,2054554,1,0.0
402870,4,101,S,OR,2015,37.282486,-121.808807,8fe515fdf716e752aca2140d0b01a464,2153834,2122317,2054554,1,0.0
402872,4,101,S,OR,2017,37.29855,-121.812553,69bded3a6e80e206f84a75367bebc830,2113043,2068084,2031261,1,0.0
402873,4,101,N,FR,2015,37.321278,-121.834098,995754245fdfe797e8ea7a47a49f4b35,2163910,2009343,2168867,1,0.0
402874,4,101,N,OR,2015,37.321278,-121.834098,995754245fdfe797e8ea7a47a49f4b35,2163910,2009343,2168867,1,0.0
402876,4,101,N,OR,2015,37.34241,-121.854543,da2c47911df5fa29332850304824db61,2232843,2069308,2127094,1,0.0
402877,4,101,N,FR,2014,37.362962,-121.88944,4f34480119bd3a44e422392209d71f75,2084781,2005281,2069666,1,0.0
402878,4,101,S,OR,2014,37.362706,-121.889426,ebd892e2f6b6f87435a40f811470a258,2251593,2092604,2145422,1,0.0
402879,4,101,S,FR,2015,37.363022,-121.89264,0e902e60405508fe6b13a9c72699ffe1,2015658,2015578,2049184,1,0.0
402880,4,101,N,OR,2015,37.363256,-121.892687,194cddc997d201020d220e483abe8981,2027116,2026511,2145319,1,0.0
402882,4,101,N,FR,2017,37.371809,-121.91655,c3a23b26c8f275e51a6f129eac2d0d61,2208889,2128231,2122747,1,0.0
402883,4,101,N,OR,2017,37.371809,-121.91655,c3a23b26c8f275e51a6f129eac2d0d61,2208889,2128231,2122747,1,0.0
402884,4,101,N,OR,2015,37.372674,-121.922087,9d3face0b559ecb0ecea52afec847764,2168020,2123312,2163891,1,0.0
402885,4,101,N,OR,2017,37.374628,-121.931055,133cb74c5133718618a7915077501346,2020694,2020446,2158388,1,0.0
402886,4,101,S,FR,2015,37.376264,-121.939712,31c161a18f2842bd32357b290804cbcc,2053302,2050061,2060268,1,0.0
402887,4,101,S,OR,2015,37.376264,-121.939712,31c161a18f2842bd32357b290804cbcc,2053302,2050061,2060268,1,0.0
402889,4,101,N,OR,2015,37.376685,-121.94075,4512a8c8daed3f3d8966674fb423f9be,2074001,2067264,2113784,1,0.0
402890,4,101,S,FR,2015,37.376835,-121.942537,cc68784cc3f61a632e6ba4cc520a211f,2218210,2028055,2013225,1,0.0
402891,4,101,S,OR,2015,37.376835,-121.942537,cc68784cc3f61a632e6ba4cc520a211f,2218210,2028055,2013225,1,0.0
402892,4,101,N,OR,2017,37.377237,-121.943586,b8b53f11edc026a6ac7e96c450e0e899,2197158,2093955,2080044,1,0.0
402893,4,101,S,FR,2017,37.380958,-121.960741,f437b41ba051bf530ab96402609c7d5a,2260607,2167880,2168092,1,0.0
402894,4,101,S,OR,2016,37.380958,-121.960741,f437b41ba051bf530ab96402609c7d5a,2260607,2167880,2168092,1,0.0
402895,4,101,S,FR,2015,37.381356,-121.96211,5f7e21b09c58aaaa462daf193301373a,2102228,2071471,2167880,1,0.0
